country,price,rating,size_of_site,total_pitches,caravns,sea,lake,river,mountain,Height,next_city,transport
Italy,29.0,4.0,12,450.0,Not available,On,5,,No,1.0,6,1
Italy,25.0,4.0,,185.0,,,,,,,,
Italy,27.0,4.0,0.1,100.0,,,On,1 km,,,13,0.5
Italy,18.0,4.0,,21.0,,,,,Yes,1900.0,,0.1
Italy,34.0,4.0,2,120.0,,1.5,,3 km,,,1,1
Italy,23.0,4.0,"43,000",227.0,,,2.5,0.5 km,Yes,900.0,15,On
Italy,21.0,4.0,3,32.0,,,,,Yes,613.0,,0.2
Italy,33.0,4.0,,,,,On,,No,,,On
Italy,26.0,4.0,40,250.0,Available,,,On site,Yes,,,0.5
Italy,15.0,4.0,,,,,0.2,,No,,,0.1
Italy,26.0,4.0,40,250.0,Available,,,On site,Yes,,,0.5
Italy,15.0,4.0,,,,,0.2,,No,,,0.1
Italy,28.0,4.0,6.5,170.0,,On,,,,,10,On
Italy,36.0,4.0,,,,0.03,,,No,,,On
Italy,23.0,4.0,3,80.0,,,5,0.5 km,Yes,,30,2
Italy,22.0,4.0,,,,165,10,,Yes,,,
Italy,15.0,4.0,,300.0,,0.5,,,,,,0.3
Italy,23.0,4.0,,50.0,,,,,Yes,,2.5,2.5
Italy,22.0,4.0,3,224.0,Not available,On,,,No,,1.5,0.2
Italy,30.0,4.0,18,111.0,Not available,On,,,,,5,
Denmark,34.0,4.0,2.4,100.0,Not available,0.2,0.1,,No,,22,0.2
Denmark,24.0,4.0,,280.0,,1,,,No,,30,On
Denmark,17.0,4.0,2.5,100.0,Not available,On,,On site,Yes,,7,7
Denmark,24.0,4.0,23,150.0,,,0.9,,No,,25,1.5
Denmark,33.0,4.0,5,165.0,Available,1.8,On,,No,,6,1
Denmark,29.0,4.0,7,235.0,Available,On,14,5 km,No,,14,3
Denmark,22.0,4.0,,100.0,,1,,1 km,No,,2,0.1
Denmark,21.0,4.0,1,40.0,,,,On site,No,,9.5,0.1
Denmark,19.0,4.0,,48.0,,,,1 km,No,,14,0.2
Denmark,25.0,4.0,2,45.0,,,,,,,,
Denmark,23.0,4.0,,,,On,,,No,,,
Denmark,23.0,4.0,,,,4,,,No,,,
Denmark,28.0,4.0,,,,0.5,,,No,,,
Denmark,26.0,4.0,,200.0,,On,,,No,,8,0.2
Denmark,20.0,4.0,,40.0,,On,0.5,,No,,18,1
Denmark,26.0,4.0,,260.0,,On,,,No,,25,0.5
Denmark,18.0,4.0,,120.0,,4,,,,,15,On
Denmark,52.0,4.0,,175.0,Not available,0.8,On,1 km,No,,15,0.2
Denmark,22.0,4.0,,145.0,,1,,,No,,25,0.1
Denmark,22.0,4.0,,145.0,,1,,,No,,25,0.1
Denmark,30.0,4.0,19,140.0,Available,0.4,1,,No,1.0,11,0.1
Denmark,31.0,4.0,6.5,150.0,Not available,,,,,,,
Denmark,29.0,4.0,19,500.0,Available,3,,On site,,,7,0.5
Finland,18.0,4.0,,76.0,,On,,,No,,1.5,
Finland,27.0,4.0,5,70.0,,On,,4 km,No,,50,3
Finland,21.0,4.0,,25.0,,,On,,No,,1,0.6
Finland,20.0,4.0,4,60.0,,,0.5,0.5 km,Yes,,170,On
Great Britain,24.0,4.0,,83.0,,,,On site,No,,,
Great Britain,18.0,4.0,2,27.0,,,,,No,,5,1
Great Britain,17.0,4.0,,,,15,,On site,No,,,
Great Britain,22.0,4.0,,,,,1,On site,No,,,On
Great Britain,21.0,4.0,13,140.0,,8,12,5 km,,,8,0.5
Great Britain,17.0,4.0,,,,,On,On site,No,,,On
Great Britain,21.0,4.0,,55.0,,,,,No,,8,1
Great Britain,24.0,4.0,,,,1,,,No,,,On
Great Britain,17.0,4.0,,,,On,,On site,No,,,
Great Britain,20.0,4.0,,,,,,,No,,,On
Great Britain,22.0,4.0,,,,0.5,,,No,,,On
Great Britain,17.0,4.0,141,500.0,,,,,No,,7,0.2
Great Britain,26.0,4.0,,150.0,,,,,No,,5,2
Great Britain,18.0,4.0,,,,,On,,No,,,
Great Britain,22.0,4.0,5,56.0,,7,,On site,No,,3,3
Great Britain,25.0,4.0,,,,14,,On site,No,,,
France,12.0,4.0,,10.0,Not available,,,,Yes,,,0.5
France,14.0,4.0,,,,,,,No,,,
France,15.0,4.0,,,,,,On site,No,,,On
France,12.0,4.0,2,42.0,,,10,1 km,Yes,,,
France,15.0,4.0,,,,,,On site,No,,,On
France,12.0,4.0,2,42.0,,,10,1 km,Yes,,,
France,19.0,4.0,3.5,83.0,,,,On site,No,,10,
France,15.0,4.0,,,,,,,,,,
France,26.0,4.0,4,122.0,Not available,,,3 km,No,,3,1
France,21.0,4.0,4,,,,,On site,,,8,
France,13.0,4.0,2,64.0,Not available,,,On site,No,,0.9,1
France,22.0,4.0,3,70.0,,,,,No,,15,1
France,20.0,4.0,2,49.0,,,,,No,,20,3
France,22.0,4.0,3.5,70.0,,,,,No,,45,3
France,44.0,4.0,4,170.0,Not available,3,40,,,,25,2
France,11.0,4.0,,,,,,,No,,,On
France,15.0,4.0,,,,,5,0.05 km,,,,On
France,24.0,4.0,,,,7,,,,,,
France,25.0,4.0,7,360.0,Not available,0.8,4,,No,,30,0.2
France,14.0,4.0,,,,,,On site,,,,0.4
France,14.0,4.0,,,,,,On site,,,,0.4
France,29.0,4.0,3,147.0,Not available,10,5,1 km,No,,12,12
France,14.0,4.0,,170.0,,100,,1.5 km,Yes,,,
France,21.0,4.0,,99.0,,,,On site,Yes,,30,0.8
France,25.0,4.0,43,60.0,Not available,,,10 km,No,,25,25
France,19.0,4.0,5.6,80.0,Not available,,5,5 km,No,,17,
France,12.0,4.0,2,71.0,,,6,,Yes,,,
France,15.0,4.0,3,95.0,,,,On site,Yes,,,
France,9.0,4.0,,,,,On,,No,,,On
France,19.0,4.0,1.3,50.0,Not available,,8,,Yes,700.0,5,1
France,24.0,4.0,5,90.0,Not available,,10,,Yes,,13,
France,28.0,4.0,5,219.0,,,On,,Yes,,40,40
France,14.0,4.0,,,,,,,No,,,
France,22.0,4.0,4,140.0,Not available,,,,,,,
France,18.0,4.0,,84.0,,,,,No,,15,
France,21.0,4.0,0.8,52.0,Available,,,On site,No,,18,2
France,11.0,4.0,,33.0,,,,On site,No,,17,3
France,14.0,4.0,4,73.0,Not available,,,On site,,,1,
France,12.0,4.0,,,,,On,,,,,
France,25.0,4.0,9,25.0,Not available,,On,5 km,Yes,450.0,30,15
France,16.0,4.0,2,80.0,Not available,,,On site,No,,15,2
France,19.0,4.0,2.5,73.0,,,On,On site,No,,20,On
France,16.0,4.0,3,80.0,,,On,On site,No,,4,4
France,27.0,4.0,9,92.0,Not available,12,8,5 km,,,4,4
France,19.0,4.0,1,46.0,,1.2,,,No,20.0,4,0.1
France,19.0,4.0,2,79.0,Not available,0.3,,,No,,7,7
France,20.0,4.0,4.65,100.0,,6,,,,,,1.5
France,24.0,4.0,1.5,97.0,Not available,0.2,,,,,12,12
France,24.0,4.0,11,198.0,Available,3,,,No,120.0,3,On
France,18.0,4.0,10,153.0,,,,900 km,,,4,4
France,15.0,4.0,2.5,65.0,Not available,,,On site,No,,6,On
France,15.0,4.0,,76.0,,,On,,,,7,
France,14.0,4.0,,,,,,On site,No,,,0.5
France,17.0,4.0,,,,,,On site,No,,,
France,17.0,4.0,25,30.0,,,On,,No,,10,
France,22.0,4.0,5,114.0,Available,9,15,15 km,No,25.0,50,1.5
France,18.0,4.0,,,,,,On site,No,,,On
France,18.0,4.0,,,,,,On site,No,,,On
France,11.0,4.0,3,6.0,,,,,,,,
France,14.0,4.0,,,,,,On site,Yes,,,
France,12.0,4.0,,70.0,,,,,No,,1.5,1.5
France,8.0,4.0,,,,,,On site,Yes,,,0.5
France,12.0,4.0,,,Not available,,,On site,No,,,On
France,20.0,4.0,,,,,,,No,,,On
France,17.0,4.0,,,,,On,,Yes,,,0.6
France,15.0,4.0,,,,,On,,Yes,,,0.5
France,10.0,4.0,,30.0,,,,,No,,20,
France,16.0,4.0,2.5,60.0,Not available,25,15,4 km,No,,4,4
France,18.0,4.0,5.3,110.0,Not available,,,On site,No,72.0,7,6
France,21.0,4.0,2,90.0,,,,On site,Yes,,25,25
France,21.0,4.0,2,90.0,,,,On site,Yes,,25,25
France,23.0,4.0,2.5,100.0,,,,On site,No,,12,32
France,14.0,4.0,,30.0,Not available,60,,5 km,Yes,180.0,15,5
France,27.0,4.0,1.2,12.0,Not available,,,,,,,
France,15.0,4.0,,25.0,Not available,,,,,,,
France,14.0,4.0,,,,,,,,,,
France,20.0,4.0,"1,300",57.0,Not available,14,4,,No,,15,2
France,26.0,4.0,1,85.0,,On,,,No,,1.5,0.2
France,17.0,4.0,4,34.0,,,,On site,,,10,25
France,14.0,4.0,,40.0,,,5,5 km,,,17,17
France,15.0,4.0,,,,,On,,No,,,1
France,15.0,4.0,,,,,On,,No,,,
France,17.0,4.0,,100.0,Not available,,,On site,No,,,
France,9.0,4.0,,,Not available,,,,Yes,,,On
France,9.0,4.0,,,,,,,Yes,,,1.5
France,12.0,4.0,,60.0,,,,2 km,No,,30,2
France,20.0,4.0,23,75.0,,,On,,Yes,,15,On
France,12.0,4.0,1,40.0,,,,,Yes,,5,1
France,10.0,4.0,,,,,8,,Yes,,,
France,12.0,4.0,,,,,,On site,Yes,,,On
France,28.0,4.0,2.8,50.0,Not available,,,1 km,,,12,0.5
France,12.0,4.0,3,33.0,,,,,,,,
France,21.0,4.0,3,80.0,,100,40,On site,,400.0,9,
France,20.0,4.0,8,205.0,Not available,,,,,,20,30
France,29.0,4.0,4,97.0,Not available,,On,10 km,No,,5,5
France,17.0,4.0,157,100.0,Not available,90,,On site,Yes,550.0,34,7
France,24.0,4.0,10,106.0,Available,200,0.3,0.3 km,,186.0,15,15
France,15.0,4.0,,,,,On,,No,,,On
France,23.0,4.0,5,65.0,Not available,,On,,No,,12,2
France,11.0,4.0,1,76.0,,,,0.5 km,Yes,,55,0.5
France,17.0,4.0,2.5,54.0,Not available,200,12,On site,Yes,1200.0,50,0.2
France,13.0,4.0,2,125.0,,,,,Yes,,1.5,1.5
France,18.0,4.0,1.5,72.0,,,,0.1 km,Yes,,35,0.1
France,16.0,4.0,1.2,40.0,,,,On site,Yes,,10,
France,15.0,4.0,2,71.0,,,4,On site,Yes,,4,1
France,16.0,4.0,6,127.0,Not available,,,,No,,,
France,8.0,4.0,1.09,28.0,Not available,,6,2 km,No,,16,1
France,26.0,4.0,10,177.0,Not available,,,On site,Yes,,20,1
France,29.0,4.0,10,154.0,,174,10,4 km,No,80.0,25,1
France,13.0,4.0,1,6.0,,65,On,On site,No,,,0.9
France,24.0,4.0,10,225.0,,1.5,,,No,,8,12
France,22.0,4.0,,30.0,,0.1,,,No,,,
France,37.0,4.0,6,264.0,Not available,3,,,No,,5,3
France,28.0,4.0,1.7,100.0,,0.15,7,4 km,No,,4,0.05
France,18.0,4.0,,225.0,,On,,,No,,25,0.8
France,24.0,4.0,2,121.0,,6,,,,,10,0.3
France,21.0,4.0,2.5,170.0,Not available,0.5,,On site,No,,,
France,33.0,4.0,2.5,32.0,Not available,0.8,,,No,,2,1
France,29.0,4.0,1.6,40.0,,On,,,No,,5,1.5
France,20.0,4.0,1.85,67.0,,2,,,No,,2,
France,28.0,4.0,,,,0.5,,,No,,,
France,26.0,4.0,7,164.0,,12,,,,,,
France,12.0,4.0,1.5,43.0,Not available,,,On site,No,80.0,15,0.6
France,25.0,4.0,7,35.0,,,On,,No,,3,3
France,20.0,4.0,3,50.0,,On,,,,,0.9,0.7
France,16.0,4.0,,,,,,,,,,
France,15.0,4.0,2,80.0,,,,On site,,,10,10
France,22.0,4.0,9,180.0,Not available,20,,,,,5,
France,18.0,4.0,4,210.0,,,,,,,,1
France,44.0,4.0,2,112.0,Available,0.4,,,,,,0.4
France,22.0,4.0,,,,,,,No,,5,1
France,16.0,4.0,7,110.0,Available,15,On,On site,No,,8,1
France,20.0,4.0,2.1,120.0,Not available,0.5,,,,,,0.5
France,18.0,4.0,,,,,On,On site,Yes,,,On
France,20.0,4.0,4,65.0,Not available,,20,,Yes,980.0,3,500
France,20.0,4.0,2,43.0,Not available,,10,On site,Yes,850.0,10,10
France,23.0,4.0,3,85.0,Available,,15,,Yes,,12,
France,24.0,4.0,3,72.0,,,10,On site,Yes,1000.0,,2
France,23.0,4.0,1.5,71.0,Available,0.1,,,,,3,1
France,21.0,4.0,,85.0,,0.5,18,17 km,No,70.0,12,0.1
France,16.0,4.0,,,,5,,1 km,No,,,On
France,24.0,4.0,,,,0.1,,,No,,,0.1
France,23.0,4.0,1.5,71.0,Available,0.1,,,,,3,1
France,21.0,4.0,,85.0,,0.5,18,17 km,No,70.0,12,0.1
France,16.0,4.0,,,,5,,1 km,No,,,On
France,24.0,4.0,,,,0.1,,,No,,,0.1
France,23.0,4.0,,,,,3.5,,Yes,,,
France,20.0,4.0,,,Not available,,On,,No,,,
France,17.0,4.0,,,Not available,,On,,No,,,On
France,33.0,4.0,5,100.0,,,12,On site,Yes,,,
France,16.0,4.0,2.5,80.0,Not available,,7,0.5 km,Yes,600.0,6,0.5
France,21.0,4.0,,,,,On,,No,,,On
France,13.0,4.0,,34.0,,,,,Yes,,25,0.5
France,18.0,4.0,,,,,On,On site,Yes,,,On
France,25.0,4.0,,,Not available,,,0.2 km,Yes,,,On
France,21.0,4.0,1.3,59.0,Not available,,,1 km,Yes,1050.0,35,0.3
France,14.0,4.0,2,60.0,,,,On site,Yes,,25,On
France,13.0,4.0,,,,,20,On site,Yes,,,1
France,31.0,4.0,2,110.0,,,On,,Yes,460.0,12,0.2
France,23.0,4.0,,,,,0.8,,Yes,,,
France,23.0,4.0,,,,,3.5,,Yes,,,
France,20.0,4.0,,,Not available,,On,,No,,,
France,17.0,4.0,,,Not available,,On,,No,,,On
France,33.0,4.0,5,100.0,,,12,On site,Yes,,,
France,16.0,4.0,2.5,80.0,Not available,,7,0.5 km,Yes,600.0,6,0.5
France,21.0,4.0,,,,,On,,No,,,On
France,13.0,4.0,,34.0,,,,,Yes,,25,0.5
France,18.0,4.0,,,,,On,On site,Yes,,,On
France,25.0,4.0,,,Not available,,,0.2 km,Yes,,,On
France,21.0,4.0,1.3,59.0,Not available,,,1 km,Yes,1050.0,35,0.3
France,14.0,4.0,2,60.0,,,,On site,Yes,,25,On
France,20.0,4.0,,,,,,On site,No,,,On
France,26.0,4.0,3,15.0,,,,On site,Yes,,38,15
France,14.0,4.0,1.5,23.0,Available,,,,,,,
Netherlands,18.0,4.0,2,80.0,Not available,,,,No,,0.7,0.7
Netherlands,18.0,4.0,,25.0,,,,,,,,
Netherlands,22.0,4.0,1,25.0,,1.5,8,5 km,No,,4,0.3
Netherlands,35.0,4.0,22,370.0,,,,,No,,6,1
Netherlands,15.0,4.0,2,52.0,Not available,,,,Yes,,4.5,1
Netherlands,19.0,4.0,1,20.0,Not available,2,2,,No,,8,1
Netherlands,24.0,4.0,5,49.0,,15,0.5,,No,1.0,10,2
Netherlands,31.0,4.0,,425.0,,0.7,,,No,,,On
Netherlands,20.0,4.0,,110.0,,10,,,No,,0.5,0.3
Netherlands,26.0,4.0,6,182.0,,,2,,No,,30,1
Netherlands,13.0,4.0,5.5,195.0,Not available,,,,No,,18,2
Netherlands,20.0,4.0,,,,,On,On site,No,,10,0.5
Netherlands,18.0,4.0,4,60.0,Not available,,,,No,,16,2
Netherlands,18.0,4.0,3,38.0,,,On,,No,,20,1.5
Netherlands,20.0,4.0,16,700.0,,,On,,,,9,0.7
Netherlands,16.0,4.0,3,42.0,Not available,,,,,,,
Netherlands,31.0,4.0,1,60.0,Not available,10,On,,No,,2,1
Netherlands,19.0,4.0,4,105.0,,2,3,,No,,20,2
Netherlands,15.0,4.0,1.5,20.0,,7,3,,No,,40,1.5
Netherlands,28.0,4.0,55,,Not available,,On,,No,,10,3
Netherlands,13.0,4.0,3.5,100.0,,,,8 km,No,,17,0.3
Netherlands,21.0,4.0,3.5,89.0,Not available,,5,5 km,No,,10,1
Netherlands,17.0,4.0,,,,,,,No,,,3
Netherlands,22.0,4.0,,,,,,On site,No,,,On
Netherlands,27.0,4.0,22,500.0,Not available,,,,No,,6,0.2
Netherlands,15.0,4.0,,,,,,,No,,,On
Netherlands,16.0,4.0,11.2,300.0,Available,,10,15 km,No,,5,3
Netherlands,18.0,4.0,0.65,25.0,,,,,No,,10,0.5
Netherlands,19.0,4.0,4,107.0,Not available,,,On site,No,,9,2.5
Netherlands,16.0,4.0,4,50.0,,,4,,No,,45,3
Netherlands,26.0,4.0,12,325.0,,,,,,,12,2.5
Netherlands,13.0,4.0,3.5,100.0,,,,8 km,No,,17,0.3
Netherlands,21.0,4.0,3.5,89.0,Not available,,5,5 km,No,,10,1
Netherlands,17.0,4.0,,,,,,,No,,,3
Netherlands,22.0,4.0,,,,,,On site,No,,,On
Netherlands,27.0,4.0,22,500.0,Not available,,,,No,,6,0.2
Netherlands,15.0,4.0,,,,,,,No,,,On
Netherlands,16.0,4.0,11.2,300.0,Available,,10,15 km,No,,5,3
Netherlands,18.0,4.0,0.65,25.0,,,,,No,,10,0.5
Netherlands,19.0,4.0,4,107.0,Not available,,,On site,No,,9,2.5
Netherlands,16.0,4.0,4,50.0,,,4,,No,,45,3
Netherlands,21.0,4.0,6,200.0,,,,1.5 km,No,,20,0.3
Netherlands,19.0,4.0,7,300.0,Not available,,On,,No,,18,1
Netherlands,21.0,4.0,2.5,85.0,,,,5 km,No,71.0,12,0.5
Portugal,27.0,4.0,5,50.0,,100,0.5,0.6 km,Yes,360.0,,
Portugal,9.0,4.0,1,43.0,,,,0.05 km,No,,20,0.1
Portugal,17.0,4.0,,,,,,,No,,,On
Sweden,20.0,4.0,2,66.0,,,On,,,,,
Netherlands,21.0,4.0,6,200.0,,,,1.5 km,No,,20,0.3
Netherlands,19.0,4.0,7,300.0,Not available,,On,,No,,18,1
Netherlands,21.0,4.0,2.5,85.0,,,,5 km,No,71.0,12,0.5
Portugal,27.0,4.0,5,50.0,,100,0.5,0.6 km,Yes,360.0,,
Portugal,9.0,4.0,1,43.0,,,,0.05 km,No,,20,0.1
Portugal,17.0,4.0,,,,,,,No,,,On
Sweden,20.0,4.0,2,66.0,,,On,,,,,
Sweden,25.0,4.0,2,45.0,,,,,No,,69,On
Sweden,26.0,4.0,,80.0,Not available,On,,,No,,38,
Sweden,20.0,4.0,,15.0,,,On,8 km,Yes,,40,27
Ireland,25.0,4.0,,20.0,,,,,No,,12,12
Ireland,22.0,4.0,3,58.0,Not available,25,10,On site,No,110.0,10,3
Ireland,23.0,4.0,2,50.0,,,,1 km,Yes,,11,11
Ireland,14.0,4.0,,20.0,,35,4,3 km,Yes,,9,9
Belgium,18.0,4.0,,,,,,,No,,,
Belgium,16.0,4.0,,,,,,On site,No,,12,
Belgium,23.0,4.0,8,160.0,Not available,,,On site,Yes,330.0,5,0.5
Belgium,25.0,4.0,8,415.0,Available,,,On site,No,,16,2
Belgium,18.0,4.0,12,,,,On,,,,5,5
Belgium,18.0,4.0,,,,,,On site,,,,
Norway,25.0,4.0,,,Not available,0.5,1,,,30.0,20,0.5
Norway,24.0,4.0,2.5,50.0,Not available,,On,On site,No,,46,0.2
Norway,18.0,4.0,3,100.0,,,On,,,,,
Norway,25.0,4.0,,,Not available,0.5,1,,,30.0,20,0.5
Norway,24.0,4.0,2.5,50.0,Not available,,On,On site,No,,46,0.2
Norway,18.0,4.0,3,100.0,,,On,,,,,
Poland,15.0,4.0,,200.0,,,,,,,,
Slovenia,20.0,4.0,0.4,20.0,Not available,150,20,On site,No,242.0,5,0.2
Hungary,20.0,4.0,0.5,25.0,Not available,,15,,Yes,,9,0.1
Hungary,25.0,4.0,23,50.0,Available,,On,,No,100.0,3,2
Turkey,9.0,4.0,16,60.0,,,,,No,,0.1,0.1
Greece,25.0,4.0,,40.0,,0.3,,,No,,3.5,
Greece,21.0,4.0,,,,On,On,On site,Yes,,1,On
Latvia,24.0,4.0,,,,On,5,,No,,15,0.1
Spain,29.0,4.0,20,1200.0,Not available,1,,On site,No,,0.5,1
Spain,17.0,4.0,1,59.0,Not available,,,,,,,
Spain,29.0,4.0,,,Not available,,2,On site,Yes,1220.0,90,3
Spain,28.0,4.0,2,85.0,,,,0.2 km,Yes,,100,16
Spain,29.0,4.0,20,1200.0,Not available,1,,On site,No,,0.5,1
Spain,11.0,4.0,5,50.0,Available,,,,,,,
Spain,26.0,4.0,,150.0,Available,,,On site,Yes,100.0,35,On
Spain,29.0,4.0,12,233.0,,,,,,,,
Spain,42.0,4.0,2,690.0,,0.7,,,,,30,0.2
Switzerland,33.0,4.0,,70.0,,,,,,,,
Switzerland,31.0,4.0,10,55.0,Not available,,14,On site,No,400.0,15,4.5
Switzerland,18.0,4.0,,170.0,,,,,Yes,,25,2.3
Spain,18.0,4.0,1,,,25,,,Yes,,11,1.5
Spain,11.0,4.0,5,50.0,Available,,,,,,,
Spain,26.0,4.0,,150.0,Available,,,On site,Yes,100.0,35,On
Spain,29.0,4.0,12,233.0,,,,,,,,
Spain,42.0,4.0,2,690.0,,0.7,,,,,30,0.2
Switzerland,33.0,4.0,,70.0,,,,,,,,
Switzerland,31.0,4.0,10,55.0,Not available,,14,On site,No,400.0,15,4.5
Switzerland,18.0,4.0,,170.0,,,,,Yes,,25,2.3
Iceland,21.0,4.0,1.5,200.0,,10,20,0.5 km,No,,10,On
Iceland,13.0,4.0,1,,Available,0.5,1,0.5 km,,,On,0.5
Iceland,25.0,4.0,3,,Available,0.5,3,1 km,No,,On,0.5
Switzerland,36.0,4.0,0.3,35.0,Not available,,On,,Yes,685.0,6,
Hungary,13.0,4.0,,30.0,,,,,,,2,1
Great Britain,24.0,4.0,,,,8,,1 km,No,,,1.6
France,12.0,4.0,2.5,30.0,,3,,,No,56.0,20,0.8
France,16.0,4.0,7,132.0,,,,,,,,
Italy,28.0,4.0,2,140.0,,,,,,,,
Bulgaria,12.0,4.0,1,8.0,,44,8,,No,,15,0.3
Switzerland,33.0,4.0,,150.0,Not available,,,On site,,,,
Estonia,15.0,4.0,3,20.0,,On,,,No,,10,1.7
Latvia,17.0,4.0,3.5,300.0,,,,On site,,,15,0.8
France,24.0,4.0,"25,000",37.0,,On,,,,,,
France,12.0,4.0,2.5,30.0,,3,,,No,56.0,20,0.8
France,16.0,4.0,7,132.0,,,,,,,,
Italy,28.0,4.0,2,140.0,,,,,,,,
Bulgaria,12.0,4.0,1,8.0,,44,8,,No,,15,0.3
Switzerland,33.0,4.0,,150.0,Not available,,,On site,,,,
Netherlands,15.0,4.0,2,20.0,Not available,,2,,,,12,1
France,17.0,4.0,2,25.0,,,,,,,,
France,19.0,4.0,1.5,12.0,Not available,,12,,,400.0,37,6
Italy,26.0,4.0,2,50.0,,45,15,,Yes,,32,0.4
Netherlands,17.0,4.0,0.6,15.0,,,,,,,,
Italy,50.0,4.0,6.5,74.0,Not available,0.7,,,,,,1.8
Poland,8.0,4.0,32,10.0,,650,65,3 km,Yes,540.0,4,4
Netherlands,18.0,4.0,0.4,20.0,,20,On,3 km,No,,3,2
Italy,35.0,4.0,2.5,75.0,Not available,45,,1 km,Yes,600.0,25,On
