country,price,rating,size_of_site,total_pitches,caravns,sea,lake,river,mountain,Height,next_city,transport
Germany,13.0,3.9,,90.0,,,2,2 km,No,,20,0.5
Germany,25.0,3.9,1.6,80.0,,,,4 km,Yes,630.0,2,0.2
Germany,19.0,3.9,3.3,180.0,Not available,,8,,,530.0,1,1
Germany,23.0,3.9,,130.0,,,On,,,,5,0.5
Germany,23.0,3.9,7.8,230.0,Not available,,,,Yes,165.0,11,5
Germany,29.0,3.9,10,300.0,Not available,,,,Yes,,8,0.8
Germany,14.0,3.9,,200.0,,,On,,,,,
Austria,20.0,3.9,,74.0,Not available,,,On site,,224.0,5,0.5
Croatia,26.0,3.9,1,52.0,Available,,,,,,,
Germany,21.0,3.9,0.8,100.0,,,,,,,,
Germany,12.0,3.9,55,150.0,Not available,,On,30 km,Yes,,8,1
Netherlands,20.0,3.9,10,300.0,Not available,,On,10 km,No,30.0,5,1
Switzerland,35.0,3.9,8,90.0,Not available,,,0.5 km,Yes,1457.0,20,0.5
Austria,32.0,3.9,5,230.0,Available,,On,,No,520.0,15,1
Poland,27.0,3.9,0.6,8.0,,0.1,,,,,10,0.015
Poland,18.0,3.9,3,30.0,,,On,,No,,,
Germany,20.0,3.9,3.5,225.0,Not available,,,,,,,
Switzerland,36.0,3.9,2,120.0,Not available,,,,,800.0,,
Italy,30.0,3.9,3,257.0,Not available,,7,On site,Yes,99.0,2,1
Czech Republic,12.0,3.9,,,,,,,No,,,
Italy,41.0,3.9,8,340.0,Not available,,On,,,,2.5,0.1
Sweden,25.0,3.9,3,62.0,Not available,30,5,,No,,5,0.3
Sweden,21.0,3.9,8,48.0,Not available,40,On,On site,No,150.0,20,0.2
Germany,23.0,3.9,2,210.0,Not available,,On,,Yes,,1,1
Norway,21.0,3.9,50,40.0,,On,,,No,,30,8
Croatia,21.0,3.9,,,Not available,On,,,No,,12,12
Italy,40.0,3.9,2,50.0,Available,On,,,,,10,1
Poland,18.0,3.9,3,30.0,,,On,,No,,,
Germany,20.0,3.9,3.5,225.0,Not available,,,,,,,
Switzerland,36.0,3.9,2,120.0,Not available,,,,,800.0,,
Italy,30.0,3.9,3,257.0,Not available,,7,On site,Yes,99.0,2,1
Czech Republic,12.0,3.9,,,,,,,No,,,
Italy,41.0,3.9,8,340.0,Not available,,On,,,,2.5,0.1
Sweden,25.0,3.9,3,62.0,Not available,30,5,,No,,5,0.3
Sweden,21.0,3.9,8,48.0,Not available,40,On,On site,No,150.0,20,0.2
Germany,23.0,3.9,2,210.0,Not available,,On,,Yes,,1,1
Norway,21.0,3.9,50,40.0,,On,,,No,,30,8
Croatia,21.0,3.9,,,Not available,On,,,No,,12,12
France,16.0,3.9,7,400.0,,,10,On site,Yes,,2,1
France,19.0,3.9,2.7,89.0,Not available,,,On site,,,1.5,1
France,22.0,3.9,,82.0,,On,,5 km,No,,5,1
France,20.0,3.9,6.3,198.0,Not available,4,,1.5 km,No,33.0,,0.5
France,17.0,3.9,1,50.0,,,,,,,,
France,28.0,3.9,3.5,100.0,Not available,,,,,500.0,10,
France,45.0,3.9,10,225.0,Not available,,,On site,Yes,,15,2
Belgium,34.0,3.9,10,358.0,Available,0.5,On,,No,5.0,3,0.3
Germany,21.0,3.9,5,80.0,Available,,0.5,,No,,On,1
Austria,18.0,3.9,1,70.0,Not available,,8,On site,No,274.0,10,On
France,30.0,3.9,2.9,149.0,,,,,,,,
Germany,18.0,3.9,7,140.0,,,,,,,,
Czech Republic,18.0,3.9,,50.0,,,,0.5 km,No,,,0.03
Italy,24.0,3.9,,,Not available,0.2,,,No,,,On
Denmark,30.0,3.9,3,125.0,Not available,On,On,,No,,15,
France,15.0,3.9,2,85.0,Not available,45,,On site,Yes,,8,On
France,65.0,3.9,13,116.0,Not available,0.9,,,No,,5,0.5
Germany,19.0,3.9,1,40.0,Not available,,18,7 km,No,254.0,12,7
Germany,18.0,3.9,3,60.0,Not available,,,,,,,
Italy,25.0,3.8,1.5,80.0,Available,On,,,No,2.0,13,0.8
Netherlands,30.0,3.8,35,350.0,,,,On site,No,,8,2
Germany,17.0,3.8,25,315.0,Not available,,On,,,285.0,8.5,4.5
Germany,20.0,3.8,,100.0,,,,,,,,
Hungary,23.0,3.8,,,Available,,20,,No,,10,0.5
Netherlands,23.0,3.8,3,150.0,,,On,0.3 km,,,1.8,1
Germany,18.0,3.8,2,100.0,Not available,30,On,5 km,No,448.0,15,0.5
Germany,24.0,3.8,2.2,550.0,Not available,On,,,No,,8,0.5
Germany,24.0,3.8,25,580.0,,,On,2 km,No,76.0,6,1.5
Germany,15.0,3.8,4,170.0,Available,,0.1,,No,157.0,9,
Italy,37.0,3.8,4.5,179.0,Not available,On,,,No,1.0,3,0.1
Germany,22.0,3.8,,300.0,,On,,,No,,1.5,0.1
Germany,19.0,3.8,8,260.0,Available,On,,,,3.0,16,1.8
Germany,12.0,3.8,,37.0,,,,,,,,
Germany,19.0,3.8,17,90.0,Not available,,,,No,,6,0.1
Germany,29.0,3.8,,45.0,Not available,,On,,No,,11,2
Italy,33.0,3.8,24,650.0,,On,,,No,,10,0.5
Germany,22.0,3.8,,230.0,,,,On site,,,,
Germany,18.0,3.8,,170.0,Not available,,,On site,No,,5,2
Germany,24.0,3.8,,400.0,,,On,,,,,
Germany,25.0,3.8,560,100.0,Not available,,On,,No,,10,10
Italy,27.0,3.8,4,160.0,Not available,On,,,No,,1,On
Italy,24.0,3.8,3,160.0,,50,On,,,,1,0.1
Italy,29.0,3.8,60,247.0,,On,,,No,,,
France,19.0,3.8,3,100.0,Not available,,,,No,,7,7
Germany,20.0,3.8,,65.0,Not available,,6,,No,,8,1
Lithuania,26.0,3.8,5.6,85.0,,,On,,No,,6,7
Germany,22.0,3.8,,190.0,Not available,,On,,,,,
Albania,12.0,3.8,,100.0,Available,0.1,2,18 km,Yes,3.0,5,0.5
Italy,62.0,3.8,5,19.0,Not available,On,,0.5 km,No,,4,0.1
France,15.0,3.8,,,,,On,,Yes,,,2
Germany,15.0,3.8,1,30.0,,40,,On site,No,,9,0.5
Germany,27.0,3.8,,175.0,Not available,,,On site,No,59.0,20,1
Germany,13.0,3.8,4,160.0,Not available,,0.3,,,,16,32
Germany,18.0,3.8,,250.0,Not available,,On,,,,2,0.3
Italy,43.0,3.8,11.5,89.0,,On,,,,,5,5
Italy,30.0,3.8,,125.0,,,On,,No,,20,0.3
Netherlands,34.0,3.8,38,785.0,,5,,,No,,,1
Netherlands,21.0,3.8,4.5,210.0,Not available,,On,,No,,0.5,1
Germany,21.0,3.8,40,212.0,Not available,,9,22 km,Yes,,5,1
Spain,32.0,3.8,45,745.0,Not available,3.5,,,No,,2,On
Germany,29.0,3.8,1.3,90.0,Not available,,On,1.5 km,Yes,565.0,25,0.6
Germany,33.0,3.8,,45.0,,,On,,,,,
Italy,10.0,3.8,3,180.0,Available,On,,,No,,6,8
France,29.0,3.8,1.8,108.0,Not available,0.5,,,No,20.0,5,0.4
Portugal,16.0,3.8,16,0.0,,1,,,Yes,,17,On
Slovenia,35.0,3.8,5,180.0,Not available,,10,5 km,No,182.0,7,1
Germany,13.0,3.8,4,160.0,Not available,,0.3,,,,16,32
Germany,18.0,3.8,,250.0,Not available,,On,,,,2,0.3
Italy,43.0,3.8,11.5,89.0,,On,,,,,5,5
Italy,30.0,3.8,,125.0,,,On,,No,,20,0.3
Netherlands,34.0,3.8,38,785.0,,5,,,No,,,1
Netherlands,21.0,3.8,4.5,210.0,Not available,,On,,No,,0.5,1
Germany,21.0,3.8,40,212.0,Not available,,9,22 km,Yes,,5,1
Spain,32.0,3.8,45,745.0,Not available,3.5,,,No,,2,On
Germany,29.0,3.8,1.3,90.0,Not available,,On,1.5 km,Yes,565.0,25,0.6
Germany,33.0,3.8,,45.0,,,On,,,,,
Italy,10.0,3.8,3,180.0,Available,On,,,No,,6,8
France,29.0,3.8,1.8,108.0,Not available,0.5,,,No,20.0,5,0.4
Germany,18.0,3.8,2,30.0,Not available,,5,,No,450.0,6,0.1
Germany,21.0,3.8,1,8.0,Not available,,,On site,No,,10,2.5
Germany,22.0,3.8,1.8,100.0,Not available,,,On site,Yes,80.0,5,0.1
Germany,24.0,3.8,9,200.0,Not available,,On,,No,600.0,20,0.1
Spain,34.0,3.8,5,961.0,,5,,,Yes,,5,
Italy,30.0,3.8,,50.0,Not available,0.8,,,,,10,0.8
Austria,22.0,3.8,,40.0,,,,On site,,,15,0.5
Germany,22.0,3.8,5.5,0.0,Not available,1.5,,,No,,7.6,0.1
Italy,28.0,3.8,1,88.0,Not available,,On,,,,,
Germany,14.0,3.8,,,,,,,,,,
Germany,19.0,3.8,,55.0,,,0.5,On site,,,,1
France,25.0,3.8,5,200.0,Not available,,,On site,No,,0.5,5
Germany,14.0,3.8,,25.0,,,,,,,,
Serbia,18.0,3.8,3,30.0,Available,,6,,No,,5,1
Germany,27.0,3.8,3,60.0,Not available,,On,On site,No,,,0.3
Croatia,27.0,3.8,6,232.0,Not available,0.02,,,No,,6,On
Netherlands,35.0,3.8,,51.0,Not available,On,,,,,,On
Belgium,22.0,3.8,2,52.0,,,2,On site,No,250.0,3,On
Germany,19.0,3.8,,220.0,,,On,,,,,
Austria,23.0,3.8,0.5,30.0,Available,,,2 km,No,420.0,2,2
Hungary,20.0,3.8,6,,,,,,No,,8,0.5
Hungary,25.0,3.8,3,200.0,Available,,,,No,,5,0.8
Austria,42.0,3.8,4,350.0,Not available,,On,On site,Yes,,15,
Germany,13.0,3.8,2,50.0,,,On,,No,,1,0.5
Switzerland,30.0,3.8,22,150.0,,,5,,No,780.0,4,1
Germany,16.0,3.8,44,230.0,Not available,,12,,No,,10,0.2
Austria,30.0,3.8,,50.0,,,,On site,No,220.0,10,1
Austria,19.0,3.8,0.5,10.0,,,8,3 km,Yes,900.0,20,8
Slovakia,10.0,3.8,5,150.0,,,,On site,Yes,,25,0.5
Switzerland,24.0,3.8,,350.0,Available,,,On site,,1320.0,,1
Czech Republic,20.0,3.8,8,240.0,Available,,1,2 km,Yes,,0.5,1
Italy,37.0,3.8,,,,,On,,No,,,On
Italy,17.0,3.8,20,340.0,Not available,On,,,,,5,2
France,16.0,3.8,,135.0,,,,On site,No,,0.3,0.3
Sweden,27.0,3.8,7,100.0,,On,On,On site,No,,15,1
Germany,19.0,3.8,4,100.0,Not available,,On,,No,,15,2.5
Germany,25.0,3.8,2.6,150.0,Not available,On,,,No,3.0,24,0.8
Slovenia,23.0,3.8,1,60.0,,30,5,5 km,Yes,,3,1
Spain,27.0,3.8,,120.0,,,,On site,,,,
Spain,25.0,3.8,3,202.0,,On,,3 km,,,3,On
Albania,8.0,3.8,,,Not available,On,,,No,,1,1
Austria,19.0,3.8,0.5,10.0,,,8,3 km,Yes,900.0,20,8
Slovakia,10.0,3.8,5,150.0,,,,On site,Yes,,25,0.5
Switzerland,24.0,3.8,,350.0,Available,,,On site,,1320.0,,1
Czech Republic,20.0,3.8,8,240.0,Available,,1,2 km,Yes,,0.5,1
Italy,37.0,3.8,,,,,On,,No,,,On
Italy,17.0,3.8,20,340.0,Not available,On,,,,,5,2
France,16.0,3.8,,135.0,,,,On site,No,,0.3,0.3
Sweden,27.0,3.8,7,100.0,,On,On,On site,No,,15,1
Germany,19.0,3.8,4,100.0,Not available,,On,,No,,15,2.5
Germany,25.0,3.8,2.6,150.0,Not available,On,,,No,3.0,24,0.8
Slovenia,23.0,3.8,1,60.0,,30,5,5 km,Yes,,3,1
Spain,27.0,3.8,,120.0,,,,On site,,,,
Germany,18.0,3.8,3,100.0,,,,On site,Yes,,8,0.5
Norway,25.0,3.8,90,150.0,,On,10,,No,,40,On
Norway,24.0,3.8,40,30.0,,On,,,No,,,
Switzerland,42.0,3.8,,120.0,,,,,,,,
Czech Republic,18.0,3.8,2.5,150.0,,,On,3 km,Yes,600.0,25,0.1
Germany,14.0,3.8,,,,,,,,,,
Germany,21.0,3.8,,,,,On,,No,,,On
Hungary,19.0,3.8,2.5,120.0,,,On,,No,,On,1
Czech Republic,10.0,3.8,2,50.0,,,,On site,Yes,299.0,2,0.05
Italy,25.0,3.8,,,,0.5,,,Yes,,,On
Italy,27.0,3.8,1,129.0,Not available,,On,,Yes,460.0,4,0.4
Denmark,29.0,3.8,3.2,125.0,Available,,0.5,,No,,0.5,0.2
France,37.0,3.8,,150.0,Not available,3,,,,,8,
Netherlands,22.0,3.8,9,200.0,,,0.2,,No,,8,0.01
Sweden,23.0,3.8,,220.0,,On,,,Yes,,2.5,0.5
Switzerland,47.0,3.8,1.2,95.0,Not available,,9,On site,Yes,585.0,8,0.1
Belgium,43.0,3.8,,842.0,Not available,5,On,On site,No,,2,1.5
Germany,19.0,3.8,1,70.0,,,0.8,,No,,20,0.4
Germany,20.0,3.8,4,196.0,Not available,,On,,No,560.0,8,1
Austria,27.0,3.8,0.8,14.0,Not available,,,On site,No,295.0,25,1
Austria,27.0,3.8,4,110.0,Not available,,On,0.3 km,No,230.0,4,
Turkey,12.0,3.8,30,150.0,,On,,,No,,75,
Switzerland,33.0,3.8,3,,,,On,,No,435.0,1.5,0.5
Switzerland,47.0,3.8,1.2,81.0,Not available,,On,,No,400.0,2,0.5
Poland,21.0,3.8,2.13,80.0,,,On,5 km,Yes,,4,4
Germany,15.0,3.8,,,,,On,,No,,,
Croatia,20.0,3.8,0.5,40.0,Available,0.3,2,,No,20.0,25,40
Germany,19.0,3.8,4.7,150.0,Not available,,0.1,0.1 km,No,,7,1
Germany,20.0,3.8,,,,,,,,,,
Romania,12.0,3.8,1.2,25.0,Not available,,,On site,Yes,700.0,100,1
Poland,16.0,3.8,1,100.0,,200,10,4 km,No,,On,0.5
Austria,22.0,3.8,1,66.0,,,,On site,,580.0,,
Italy,58.0,3.8,4,240.0,Not available,0.05,,,No,,3,0.1
Italy,7.0,3.8,,200.0,,,,0.5 km,No,,2.5,0.7
Denmark,22.0,3.8,,,,1,,,No,,,
Denmark,40.0,3.8,6,200.0,Not available,,,,,,,
Denmark,31.0,3.8,10,200.0,Not available,0.3,,,No,,3,On
Great Britain,19.0,3.8,,,,On,,,No,,,On
France,14.0,3.8,1.5,90.0,,,,On site,No,,4,4
France,20.0,3.8,1.8,43.0,Not available,,,,,,,
France,20.0,3.8,,,,,,On site,No,,,0.5
France,36.0,3.8,3,80.0,,0.15,,,,,0.8,
France,26.0,3.8,12,200.0,Not available,,,,No,,19,10
France,19.0,3.8,,130.0,,,,On site,,,28,
France,29.0,3.8,1.8,100.0,Not available,6,,,No,,5,0.8
France,28.0,3.8,0.6,1.0,,,,,,,,
France,17.0,3.8,1.5,46.0,Not available,,0.5,On site,Yes,470.0,15,
Sweden,23.0,3.8,,50.0,,,On,On site,No,,22,0.2
Belgium,25.0,3.8,14,500.0,,,,,,,2,3
Belgium,25.0,3.8,10,344.0,,,,4 km,Yes,240.0,10,1
Spain,21.0,3.8,,150.0,,,,,,,25,1.5
Spain,40.0,3.8,2.2,112.0,Not available,0.1,,,Yes,,52,2
Norway,30.0,3.8,55,160.0,,On,,10 km,No,,32,0.2
Germany,15.0,3.8,3,25.0,,,,,,,,
Croatia,22.0,3.8,,65.0,,3,,,No,,,On
Croatia,15.0,3.8,,,,On,,,,,,
Croatia,21.0,3.8,0.2,12.0,,25,10,4 km,,,18,20
Norway,28.0,3.8,,20.0,,On,2,0.05 km,Yes,,20,0.8
France,20.0,3.8,5,400.0,Available,,20,,No,409.0,2,On
Austria,24.0,3.8,2,15.0,Not available,,On,0.2 km,,210.0,15,3
Czech Republic,10.0,3.8,,35.0,,,,,No,,,
Italy,30.0,3.8,4,,,On,,,No,,6,7
Italy,27.0,3.8,,280.0,,0.6,,,,,,
Italy,28.0,3.8,,,,,On,,No,,,On
Denmark,26.0,3.8,6,176.0,Available,4,5,5 km,,,10,0.5
Denmark,42.0,3.8,6,200.0,Not available,1,,,No,10.0,35,On
Denmark,22.0,3.8,4,120.0,,,,On site,No,,1.5,1.5
Denmark,32.0,3.8,,117.0,Not available,On,,,No,,3,0.5
Denmark,37.0,3.8,15,250.0,Available,25,On,2 km,No,45.0,18,2
Denmark,34.0,3.8,9,250.0,Not available,10,On,0.1 km,No,,10,2
Great Britain,25.0,3.8,,,,0.3,,,No,,,On
Austria,24.0,3.8,2,15.0,Not available,,On,0.2 km,,210.0,15,3
Czech Republic,10.0,3.8,,35.0,,,,,No,,,
Italy,30.0,3.8,4,,,On,,,No,,6,7
Italy,27.0,3.8,,280.0,,0.6,,,,,,
Italy,28.0,3.8,,,,,On,,No,,,On
Denmark,26.0,3.8,6,176.0,Available,4,5,5 km,,,10,0.5
Denmark,42.0,3.8,6,200.0,Not available,1,,,No,10.0,35,On
Denmark,22.0,3.8,4,120.0,,,,On site,No,,1.5,1.5
Denmark,32.0,3.8,,117.0,Not available,On,,,No,,3,0.5
Denmark,37.0,3.8,15,250.0,Available,25,On,2 km,No,45.0,18,2
Denmark,34.0,3.8,9,250.0,Not available,10,On,0.1 km,No,,10,2
France,21.0,3.8,45,640.0,Not available,7,,3 km,No,,20,2
France,15.0,3.8,2,160.0,,,,On site,No,,2,
France,24.0,3.8,12,250.0,,,10,On site,Yes,1100.0,15,5
France,21.0,3.8,5,96.0,,,On,On site,Yes,,6,0.5
France,25.0,3.8,1.5,88.0,,,4,,,,10,0.5
France,23.0,3.8,10,85.0,,50,,3 km,No,,7,0.3
France,20.0,3.8,,,,,,On site,No,,,
France,36.0,3.8,3.5,88.0,,,,10 km,No,200.0,15,2.5
Netherlands,17.0,3.8,14,200.0,Not available,,12,1.5 km,,,6,1
Netherlands,20.0,3.8,,,,,,,,,,
France,36.0,3.8,16,544.0,,,,,,,,
France,21.0,3.8,45,640.0,Not available,7,,3 km,No,,20,2
France,15.0,3.8,2,160.0,,,,On site,No,,2,
France,24.0,3.8,12,250.0,,,10,On site,Yes,1100.0,15,5
France,21.0,3.8,5,96.0,,,On,On site,Yes,,6,0.5
France,25.0,3.8,1.5,88.0,,,4,,,,10,0.5
France,23.0,3.8,10,85.0,,50,,3 km,No,,7,0.3
France,20.0,3.8,,,,,,On site,No,,,
France,36.0,3.8,3.5,88.0,,,,10 km,No,200.0,15,2.5
Netherlands,17.0,3.8,14,200.0,Not available,,12,1.5 km,,,6,1
Germany,26.0,3.8,3,120.0,Not available,,,On site,Yes,450.0,10,2
Germany,17.0,3.8,,205.0,Not available,,,On site,No,102.0,12,On
Germany,21.0,3.8,,,,,,,No,,,
Spain,27.0,3.8,2.5,400.0,Not available,On,,,No,,,1
Switzerland,34.0,3.8,2.3,55.0,Not available,,,On site,Yes,945.0,31,On
Sweden,32.0,3.8,8,197.0,,1.5,,,,,20,5
Spain,27.0,3.8,2.6,30.0,Not available,,,0.1 km,No,450.0,30,2.5
Switzerland,26.0,3.8,,200.0,,,15,On site,Yes,,10,0.1
Germany,26.0,3.8,3,120.0,Not available,,,On site,Yes,450.0,10,2
Germany,17.0,3.8,,205.0,Not available,,,On site,No,102.0,12,On
Germany,21.0,3.8,,,,,,,No,,,
Spain,27.0,3.8,2.5,400.0,Not available,On,,,No,,,1
Switzerland,34.0,3.8,2.3,55.0,Not available,,,On site,Yes,945.0,31,On
Sweden,32.0,3.8,8,197.0,,1.5,,,,,20,5
Spain,27.0,3.8,2.6,30.0,Not available,,,0.1 km,No,450.0,30,2.5
Poland,13.0,3.8,4,42.0,,,10,10 km,Yes,341.0,15,5
Switzerland,30.0,3.8,1,10.0,Available,,0.2,,No,,20,3
Denmark,30.0,3.8,4.5,175.0,,20,On,On site,No,,20,0.2
Germany,15.0,3.8,,,,,,,No,,,
Denmark,35.0,3.8,,25.0,Not available,,,,,,,
Germany,12.0,3.8,4,146.0,Not available,,,0.5 km,No,,2.5,1.5
Great Britain,30.0,3.8,,,,On,,On site,Yes,,,
Austria,31.0,3.8,,60.0,,,On,,No,,,
Lithuania,21.0,3.8,"1,000",25.0,Not available,,,1 km,,,On,0.5
Czech Republic,12.0,3.8,1.25,120.0,Not available,,On,,No,730.0,6,0.1
Czech Republic,18.0,3.8,8,50.0,,,1,2 km,Yes,644.0,2,0.2
Switzerland,20.0,3.8,,8.0,,,,,,,,
Croatia,27.0,3.8,1,60.0,,,,,,,,
Iceland,35.0,3.8,2,55.0,,On,,,,,0.5,0.5
France,18.0,3.7,4,182.0,,,,,,,,
Austria,26.0,3.7,6,200.0,,,On,,Yes,930.0,20,0.3
Italy,37.0,3.7,"4,500",174.0,Not available,,On,,No,250.0,3,0.2
Germany,18.0,3.7,5,250.0,Not available,,On,,No,,8,2
Spain,30.0,3.7,5,400.0,Not available,1,,,Yes,120.0,15,1.5
Netherlands,23.0,3.7,45,800.0,,100,50,,No,,4,2
Slovenia,20.0,3.7,1.2,50.0,Not available,,,0.2 km,Yes,665.0,7,0.1
Italy,40.0,3.7,3.4,170.0,,,On,,No,,,0.2
Denmark,25.0,3.7,,270.0,,On,,,,,,
Italy,34.0,3.7,33,150.0,Available,2,,,,100.0,4,0.1
Italy,23.0,3.7,10,120.0,Not available,80,,2 km,Yes,250.0,1,0.1
Croatia,15.0,3.7,,,Not available,On,,,,,26,4.5
Italy,42.0,3.7,16,400.0,Available,On,,,No,,9.5,6
France,31.0,3.7,12,648.0,,On,,,No,,3,5
Switzerland,31.0,3.7,,400.0,,,On,0.5 km,,,5,0.2
Germany,16.0,3.7,,70.0,,,,,Yes,,11,0.1
Germany,19.0,3.7,4,130.0,Not available,,,On site,No,,16,0.3
Italy,26.0,3.7,1,82.0,Not available,,0.5,,No,70.0,30,0.5
Germany,19.0,3.7,,300.0,Not available,,0.1,0.5 km,No,,,1
Italy,23.0,3.7,1.5,225.0,Not available,,,,,,,
Latvia,16.0,3.7,10,100.0,,,,,,,,
Italy,36.0,3.7,,,,0.5,,,,,,
Germany,22.0,3.7,,250.0,,,,,Yes,,,
