country,price,rating,size_of_site,total_pitches,caravns,sea,lake,river,mountain,Height,next_city,transport
Spain,25.0,3.7,8,731.0,,On,,,,4.0,1,1
Spain,33.0,3.7,,335.0,,2.5,,3 km,,,20,On
Germany,12.0,3.7,,20.0,Available,,,On site,No,,0.5,0.3
Poland,13.0,3.7,1.5,40.0,,140,On,,,,8,1.5
Poland,25.0,3.7,0.6,20.0,,,,On site,No,202.0,,0.3
France,42.0,3.7,3,162.0,,0.9,,,No,,1,0.2
Germany,17.0,3.7,,250.0,Not available,,,,No,,6.5,6.5
Belgium,23.0,3.7,4,140.0,Not available,,,On site,Yes,300.0,8,3
Poland,25.0,3.7,0.9,50.0,Not available,,,,No,125.0,,1
Italy,23.0,3.7,1.5,225.0,Not available,,,,,,,
Latvia,16.0,3.7,10,100.0,,,,,,,,
Italy,36.0,3.7,,,,0.5,,,,,,
Germany,22.0,3.7,,250.0,,,,,Yes,,,
Spain,25.0,3.7,8,731.0,,On,,,,4.0,1,1
Spain,33.0,3.7,,335.0,,2.5,,3 km,,,20,On
Germany,12.0,3.7,,20.0,Available,,,On site,No,,0.5,0.3
Poland,13.0,3.7,1.5,40.0,,140,On,,,,8,1.5
Poland,25.0,3.7,0.6,20.0,,,,On site,No,202.0,,0.3
France,42.0,3.7,3,162.0,,0.9,,,No,,1,0.2
Germany,17.0,3.7,,250.0,Not available,,,,No,,6.5,6.5
Austria,17.0,3.7,,80.0,,,0.8,,No,,5,
Czech Republic,15.0,3.7,,80.0,,,20,On site,Yes,,10.5,0.2
Denmark,29.0,3.7,5,170.0,,0.3,2,,No,,13,0.3
France,12.0,3.7,,180.0,,,,,No,,,
France,22.0,3.7,2,110.0,,On,,,,,,
Netherlands,20.0,3.7,6,150.0,,,,,No,,On,3
Netherlands,24.0,3.7,14,390.0,,0.5,0.5,,No,,10,10
Germany,14.0,3.7,4,320.0,Not available,,,,No,,0.5,0.3
Estonia,20.0,3.7,0.7,38.0,Not available,,,,No,,1.7,0.1
Germany,17.0,3.7,,140.0,Not available,,8,On site,,,0.5,0.1
Germany,22.0,3.7,9,300.0,Not available,,,On site,No,50.0,10,2
Italy,25.0,3.7,14,,,0.5,,,,,,0.5
France,17.0,3.7,,,,,,,No,,,On
France,26.0,3.7,10,293.0,Not available,70,,On site,,,5,15
France,21.0,3.7,5,76.0,,,,0.1 km,,,,
Sweden,25.0,3.7,,800.0,,,On,On site,No,,15,1
Norway,21.0,3.7,,60.0,,On,0.2,5 km,No,,26,On
Spain,31.0,3.7,4,80.0,Not available,,,,No,655.0,5,0.2
Switzerland,32.0,3.7,0.9,50.0,,,0.3,,No,1108.0,2.5,1
Germany,20.0,3.7,2.5,100.0,,,,,,,5,0.4
Latvia,23.0,3.7,,34.0,,,,On site,No,,,0.2
Italy,30.0,3.7,4,263.0,,On,,,No,,4,On
Italy,47.0,3.7,8.6,,Not available,0.3,,,No,,,0.3
France,18.0,3.7,9.6,368.0,Available,40,0.1,15 km,,,4,4
France,18.0,3.7,,,Not available,,On,,No,,,
France,19.0,3.7,2.5,78.0,Not available,,,,,,1,0.9
France,31.0,3.7,,,,0.4,,,No,,,On
France,17.0,3.7,,100.0,Not available,,On,,No,,2,6.5
Germany,16.0,3.7,9,250.0,,,On,,No,,3,0.5
Germany,13.0,3.7,3,120.0,Not available,,,On site,No,,10,20
Greece,23.0,3.7,,97.0,,25,,2 km,Yes,,1,1
Greece,25.0,3.7,,220.0,,On,,,No,,20,2
Spain,22.0,3.7,,165.0,,3,,,No,,,1
Germany,16.0,3.7,,8.0,,,,,Yes,,29,29
Portugal,19.0,3.7,5,300.0,Not available,0.3,,7 km,No,50.0,7,2.5
Germany,26.0,3.7,1.2,65.0,,,,,,,,
Italy,21.0,3.7,1.2,50.0,,0.1,,,Yes,9.0,8,0.1
Italy,28.0,3.7,"7,000",60.0,,,On,On site,No,,6,0.3
Denmark,29.0,3.7,,81.0,,,,,,,,
Hungary,17.0,3.7,1,200.0,,,On,,,,11,1
Spain,29.0,3.7,0.5,45.0,Not available,60,15,3 km,No,,3,0.1
Spain,37.0,3.7,10,289.0,Not available,,,On site,Yes,,52,2
Spain,38.0,3.7,2,92.0,Not available,On,,0.5 km,No,1.0,5,5
Spain,39.0,3.7,1.5,107.0,Not available,0.3,,,No,3.0,0.3,0.3
Germany,16.0,3.7,,,,,,,No,,,0.2
Germany,15.0,3.7,7,180.0,,,,,,,,
Germany,16.0,3.7,,200.0,Not available,,0.2,,,300.0,6,4
Czech Republic,16.0,3.7,10,100.0,,,On,5 km,Yes,,5,5
Czech Republic,25.0,3.7,,150.0,,,,,No,,3,2
Italy,34.0,3.7,,140.0,,0.01,,,No,,3,0.2
Italy,38.0,3.7,,,,2,,On site,No,,,On
Italy,20.0,3.7,,,,,On,,,,,1
Italy,31.0,3.7,56,10.0,Available,30,,3 km,No,250.0,2,2
Italy,25.0,3.7,8,64.0,,,,,No,,3,3
Denmark,25.0,3.7,3,115.0,Not available,17,1,,No,,8,1
Denmark,30.0,3.7,9,310.0,Not available,1,,,No,2.0,10,1
Denmark,25.0,3.7,,176.0,,On,On,,No,,15,8
Denmark,25.0,3.7,25,180.0,Not available,,,,,,,
Denmark,25.0,3.7,,81.0,,On,,,No,,3,3
Great Britain,19.0,3.7,,,,2,,,No,,,On
Great Britain,22.0,3.7,,45.0,,,,,,,,
Italy,38.0,3.7,,,,2,,On site,No,,,On
Italy,20.0,3.7,,,,,On,,,,,1
Italy,31.0,3.7,56,10.0,Available,30,,3 km,No,250.0,2,2
Italy,25.0,3.7,8,64.0,,,,,No,,3,3
Denmark,25.0,3.7,3,115.0,Not available,17,1,,No,,8,1
Denmark,30.0,3.7,9,310.0,Not available,1,,,No,2.0,10,1
Denmark,25.0,3.7,,176.0,,On,On,,No,,15,8
Denmark,25.0,3.7,25,180.0,Not available,,,,,,,
Denmark,25.0,3.7,,81.0,,On,,,No,,3,3
Great Britain,19.0,3.7,,,,2,,,No,,,On
Great Britain,22.0,3.7,,45.0,,,,,,,,
France,17.0,3.7,,70.0,,,,,,,,
France,24.0,3.7,,588.0,,3,0.2,,No,,50,0.2
France,13.0,3.7,,,,,,0.3 km,,,,On
France,7.0,3.7,3,150.0,Not available,,,1 km,No,450.0,10,3
France,21.0,3.7,1,63.0,Not available,1.7,,1.5 km,,,6,0.1
France,19.0,3.7,4,75.0,Not available,1,,,No,,6,1.5
France,15.0,3.7,1.8,49.0,Not available,10,,,,,2,1
France,40.0,3.7,9,266.0,,8,0.3,,,,6,10
France,12.0,3.7,,,,,On,,No,,,1
France,15.0,3.7,,30.0,,,,,,,,
France,14.0,3.7,,80.0,,,,,No,,8,0.5
France,16.0,3.7,,135.0,,,,0.2 km,No,,5,0.1
France,37.0,3.7,,400.0,,,,,,,,
France,23.0,3.7,6,180.0,Available,4,,,No,,16,0.5
France,21.0,3.7,4,103.0,Not available,7,,0.5 km,No,150.0,7,2
France,31.0,3.7,5,200.0,Not available,,,,No,,,
France,18.0,3.7,,,,,,0.2 km,No,,,On
France,32.0,3.7,,,,,On,,Yes,,,On
France,33.0,3.7,,152.0,,,,,Yes,,9,
France,15.0,3.7,,,,,,,Yes,,,
France,25.0,3.7,2,85.0,Not available,,3,On site,No,350.0,10,0.6
France,41.0,3.7,4.5,138.0,Not available,,,On site,,100.0,24,3
Netherlands,18.0,3.7,16,39.0,,,,,,,,
Netherlands,24.0,3.7,2.5,150.0,Not available,,,0.5 km,No,,3,0.5
Netherlands,36.0,3.7,,308.0,,,,0.1 km,No,,12,1.5
Slovakia,16.0,3.7,,1100.0,,,On,,No,,,0.5
Sweden,26.0,3.7,,,,,,,,,,
Sweden,22.0,3.7,,65.0,,,On,0.1 km,Yes,,30,0.1
Sweden,18.0,3.7,300,100.0,,,On,,No,,32,18
Sweden,25.0,3.7,15,49.0,Not available,,9,On site,No,,50,1
Sweden,28.0,3.7,5,125.0,Not available,4,On,,,,1,1.3
Switzerland,30.0,3.7,,65.0,,,,,,,,
Switzerland,30.0,3.7,1.2,70.0,,,6,On site,Yes,980.0,0.5,0.5
Belgium,20.0,3.7,,,,,,On site,No,,,1
Belgium,13.0,3.7,,136.0,,,,,,,5,0.1
Germany,28.0,3.7,2.2,350.0,,0.3,,,No,,,0.4
Germany,15.0,3.7,,,,,,On site,Yes,,,
Austria,26.0,3.7,,40.0,Available,,0.3,,Yes,,18,
Germany,15.0,3.7,,,,0.2,,,No,,,2
Luxembourg,20.0,3.7,3,145.0,,,16,On site,Yes,,11,1
Luxembourg,21.0,3.7,2,108.0,Not available,,7,7 km,Yes,500.0,10,0.5
Norway,24.0,3.7,120,35.0,,On,1,,No,,145,0.2
Norway,30.0,3.7,,100.0,,,On,On site,No,,30,On
Home,4.0,3.7,,,,,,,,,,
Greece,24.0,3.7,,61.0,,On,,,Yes,,38,2
Spain,49.0,3.7,7,583.0,Not available,On,,,,,1,1
Spain,34.0,3.7,5.7,172.0,Available,,,,,,0.5,1
Spain,18.0,3.7,,54.0,,40,,,Yes,,15,15
Andorra,17.0,3.7,4,50.0,,,6,On site,Yes,,6,0.2
Norway,29.0,3.7,,50.0,,,,,,,,
Great Britain,17.0,3.7,,,,1,,,No,,,
Great Britain,18.0,3.7,,,,16,,,No,,,1.5
France,19.0,3.7,12,335.0,Not available,1.5,,On site,No,,3,2
Croatia,17.0,3.7,0.4,27.0,,On,,,No,,,
Austria,48.0,3.7,5,20.0,,,12,,Yes,900.0,20,2
Greece,26.0,3.7,22,90.0,Not available,On,,,Yes,,12,0.05
Croatia,12.0,3.7,2,20.0,,25,25,25 km,No,,25,25
Germany,13.0,3.7,20,90.0,Available,,2,On site,No,,2,1
Great Britain,4.0,3.7,,,,On,,,No,,,2
Italy,25.0,3.7,,,,,0.15,,Yes,,,0.05
Iceland,21.0,3.7,,,Not available,On,,3 km,,,On,0.5
Italy,27.0,3.7,,320.0,,,On,On site,Yes,,,
France,21.0,3.6,14,233.0,Not available,On,,0.8 km,No,,8,2
Denmark,36.0,3.6,22,450.0,Available,On,1,,No,,18,On
Germany,24.0,3.6,3,120.0,,,On,,Yes,,2.9,0.2
Croatia,25.0,3.6,,172.0,,On,,,,,,
Germany,19.0,3.6,,,,,,,,,,
Spain,27.0,3.6,132,1200.0,,On,,0.5 km,No,,1,0.5
Germany,24.0,3.6,1.5,60.0,Not available,8,On,,No,,9,0.3
Germany,16.0,3.6,3.5,192.0,Available,On,,,,,15,0.8
Germany,35.0,3.6,1.5,73.0,Not available,,,,Yes,770.0,4,0.1
Germany,18.0,3.6,10,150.0,Not available,,On,,No,,7,On
Germany,25.0,3.6,49,190.0,Not available,,On,,,,,
Germany,18.0,3.6,,300.0,Not available,,,On site,,,,
Italy,27.0,3.6,7,220.0,Not available,0.2,,,No,,5,0.3
Netherlands,44.0,3.6,,200.0,Not available,,,,,,,
France,21.0,3.6,14,233.0,Not available,On,,0.8 km,No,,8,2
Denmark,36.0,3.6,22,450.0,Available,On,1,,No,,18,On
Germany,24.0,3.6,3,120.0,,,On,,Yes,,2.9,0.2
Croatia,25.0,3.6,,172.0,,On,,,,,,
Germany,19.0,3.6,,,,,,,,,,
Spain,27.0,3.6,132,1200.0,,On,,0.5 km,No,,1,0.5
Germany,24.0,3.6,1.5,60.0,Not available,8,On,,No,,9,0.3
Germany,16.0,3.6,3.5,192.0,Available,On,,,,,15,0.8
Germany,35.0,3.6,1.5,73.0,Not available,,,,Yes,770.0,4,0.1
Germany,18.0,3.6,10,150.0,Not available,,On,,No,,7,On
Germany,25.0,3.6,49,190.0,Not available,,On,,,,,
Germany,18.0,3.6,,300.0,Not available,,,On site,,,,
Italy,27.0,3.6,7,220.0,Not available,0.2,,,No,,5,0.3
Netherlands,44.0,3.6,,200.0,Not available,,,,,,,
Germany,16.0,3.6,10,254.0,,,On,,No,,6,3
France,18.0,3.6,,,,,0.1,,Yes,,,On
Germany,32.0,3.6,2.5,200.0,Available,0.1,,,,,0.8,0.1
Germany,15.0,3.6,75,220.0,,,On,,No,,16,
Germany,23.0,3.6,,120.0,Not available,,,,,,,
Germany,27.0,3.6,,1000.0,,,On,,,,,
Italy,26.0,3.6,1,85.0,,,0.03,,No,,,0.01
Sweden,45.0,3.6,,320.0,,On,,,No,,20,3
Germany,17.0,3.6,,220.0,Available,,On,,,,,
Germany,20.0,3.6,13,250.0,Not available,,,,,,,
Germany,20.0,3.6,,,,,,,,,,
France,14.0,3.6,1.5,35.0,,,,On site,,,4,4
Germany,27.0,3.6,6,400.0,Not available,,On,1 km,No,,13,1
Hungary,19.0,3.6,3,200.0,Not available,,On,,No,,2,0.2
Greece,25.0,3.6,,97.0,,On,,,,,3,
Lithuania,20.0,3.6,3,20.0,,,On,1 km,No,,On,0.3
Croatia,25.0,3.6,,50.0,,0.02,,,,,,
Spain,23.0,3.6,,,,On,,On site,No,,22,3
Italy,40.0,3.6,1.5,,,On,,,No,,40,0.1
France,20.0,3.6,3,90.0,,,,,,,,
Germany,19.0,3.6,,25.0,Not available,,1,,No,,6,0.5
Italy,42.0,3.6,5,300.0,Not available,0.2,,,,,On,0.3
Denmark,40.0,3.6,6.2,279.0,,,,,,,,
France,47.0,3.6,12,350.0,Not available,,On,4 km,,,25,25
Germany,20.0,3.6,5,100.0,Not available,,2,0.5 km,No,68.0,12,0.5
Germany,13.0,3.6,,150.0,,,On,,No,,8,0.8
Germany,22.0,3.6,3,133.0,,,,,,,,
Spain,32.0,3.6,,,,On,,,No,,9,9
Germany,15.0,3.6,2.3,20.0,Not available,,0.5,1.5 km,Yes,500.0,8,On
Denmark,28.0,3.6,,130.0,,,,On site,No,,1.5,0.2
Denmark,28.0,3.6,,,,0.2,,,No,,,
Switzerland,29.0,3.6,8,280.0,Not available,,0.2,,No,,10,0.1
Germany,27.0,3.6,7,250.0,Available,,,1 km,Yes,,1,0.5
Hungary,27.0,3.6,1,128.0,Available,,5,,No,,45,0.5
Switzerland,32.0,3.6,30,250.0,,,7,On site,No,,7,0.5
