country,price,rating,size_of_site,total_pitches,caravns,sea,lake,river,mountain,Height,next_city,transport
Spain,26.0,4.5,2.5,40.0,Not available,,,2 km,No,275.0,30,2
Great Britain,25.0,4.5,6,45.0,Not available,10,On,3 km,Yes,,6,10
Germany,10.0,4.5,,20.0,Not available,,4,,No,60.0,5,2
Bosnia-Herzegovina,20.0,4.5,0.3,15.0,Not available,200,80,On site,No,,7,6
Czech Republic,27.0,4.5,3,500.0,Not available,,,On site,No,507.0,12,0.2
Germany,31.0,4.5,1,27.0,Not available,,On,3 km,,,1,0.5
Croatia,24.0,4.5,3.5,36.0,Available,,,7 km,,350.0,22,
Germany,12.0,4.5,1.2,49.0,Not available,,,,,820.0,20,0.1
Finland,26.0,4.5,,,,,,On site,No,,90,0.1
Belgium,20.0,4.5,1,49.0,Not available,,On,1 km,No,,8,10
Belarus,10.0,4.5,2,100.0,Available,,,On site,No,,13,2
Hungary,15.0,4.5,1,30.0,Not available,,40,,No,,25,1
Greece,20.0,4.5,3,10.0,Not available,2,,,No,,5,1
Belgium,14.0,4.5,6,41.0,Not available,16,,1 km,No,,2,2.5
Hungary,25.0,4.5,0.25,10.0,Available,,,,,,,
Slovenia,28.0,4.5,,45.0,Not available,,,On site,Yes,308.0,13,13
Poland,16.0,4.5,0.5,100.0,,,,,,,,
Slovenia,45.0,4.5,"3,500",19.0,Not available,,0.1,,No,460.0,0.5,1.4
Germany,21.0,4.5,3.2,108.0,Not available,,8,,No,197.0,1.4,0.7
Norway,18.0,4.5,,30.0,,,,,,3.0,15,1
Poland,12.0,4.5,0.8,12.0,,,,On site,No,150.0,9,9
Czech Republic,30.0,4.5,0.65,75.0,Not available,,,0.5 km,,185.0,On,0.23
Hungary,66.0,4.5,4,200.0,,,11.2,2 km,No,100.0,4.8,0.084
Russia,10.0,4.5,2,,Not available,0.3,,,Yes,70.0,11,1
Luxembourg,19.0,4.5,,40.0,Not available,,0.8,,Yes,,8,0.3
Germany,20.0,4.4,24,60.0,Not available,,,20 km,No,300.0,10,0.1
Austria,22.0,4.4,1.5,110.0,Not available,,On,,,504.0,10,0.5
Austria,23.0,4.4,5,230.0,Not available,,0.8,0.6 km,No,535.0,12,0.4
Croatia,19.0,4.4,8,137.0,Available,On,,,No,5.0,2,2
Sweden,25.0,4.4,,83.0,,,On,,No,,23,2
Germany,25.0,4.4,6,50.0,Not available,,On,,No,211.0,7,1
Netherlands,48.0,4.4,,70.0,,0.5,,,No,,,0.1
France,47.0,4.4,3,240.0,,,,,,,,
Germany,24.0,4.4,0.8,33.0,,,,3 km,Yes,400.0,7,7
Germany,21.0,4.4,4,100.0,Not available,,On,1 km,No,,10,1
Croatia,22.0,4.4,,,,On,,,,,,
Denmark,24.0,4.4,13,500.0,Available,0.7,,,,,9,2.5
Germany,22.0,4.4,16.5,300.0,Available,,On,,No,64.0,7,0.2
France,17.0,4.4,,,,,,,No,,,
Netherlands,24.0,4.4,11,325.0,Not available,On,5,,No,,15,1.5
Portugal,18.0,4.4,0.8,35.0,Not available,6,4,3 km,No,35.0,20,0.2
Germany,17.0,4.4,20,85.0,,,,,No,,3,1
Greece,26.0,4.4,3,100.0,Not available,On,,,,1.0,3,0.1
Germany,17.0,4.4,20,85.0,,,,,No,,3,1
Greece,26.0,4.4,3,100.0,Not available,On,,,,1.0,3,0.1
Austria,27.0,4.4,2,80.0,Not available,,30,,Yes,,30,
Norway,21.0,4.4,1,10.0,Not available,60,10,1 km,Yes,230.0,60,2
Germany,20.0,4.4,,100.0,Not available,On,,,No,,15,6
Germany,32.0,4.4,,8.0,Not available,,,On site,,262.0,,0.7
Spain,40.0,4.4,29,940.0,Not available,On,,,No,,1,On
Germany,17.0,4.4,1.5,59.0,,4,2,,No,,8,0.1
Croatia,34.0,4.4,9,230.0,Available,On,,,No,2.0,10,3
Denmark,28.0,4.4,4,200.0,Not available,On,,,No,,10,3.3
France,20.0,4.4,1.3,105.0,Not available,On,,,No,,On,0.5
Denmark,38.0,4.4,5.5,275.0,,On,,,,,9,On
Switzerland,26.0,4.4,3,190.0,,,,On site,No,345.0,5,2
Turkey,12.0,4.4,"8,000",60.0,,300,150,10 km,Yes,,15,1
Italy,34.0,4.4,1.2,96.0,Not available,On,,,,,6,6
Hungary,22.0,4.4,0.6,30.0,,,,4 km,Yes,,,0.2
Italy,24.0,4.4,,,,,On,,No,,,
Italy,23.0,4.4,,120.0,Not available,,On,,Yes,,55,1
France,10.0,4.4,2,30.0,Available,,,,No,,7,
France,19.0,4.4,3.5,151.0,,1,,,No,30.0,,
France,27.0,4.4,10,200.0,,,,,No,,5,8
France,45.0,4.4,12,383.0,,,,On site,No,,30,4
Netherlands,31.0,4.4,,200.0,,1.5,,,No,,5,1.7
Switzerland,30.0,4.4,8,426.0,,,,,,,20,0.5
Germany,23.0,4.4,,,,,,On site,Yes,,,On
Germany,20.0,4.4,1.6,80.0,Not available,,1.7,,Yes,380.0,5,0.5
Norway,21.0,4.4,,30.0,,On,,,No,,,1
Hungary,17.0,4.4,2,80.0,Available,,,0.05 km,Yes,,10,0.2
Spain,49.0,4.4,24,1020.0,Not available,On,,20 km,No,,40,1
Austria,35.0,4.4,1,90.0,Not available,,On,,Yes,,8,
Switzerland,26.0,4.4,3,190.0,,,,On site,No,345.0,5,2
Turkey,12.0,4.4,"8,000",60.0,,300,150,10 km,Yes,,15,1
Italy,34.0,4.4,1.2,96.0,Not available,On,,,,,6,6
Hungary,22.0,4.4,0.6,30.0,,,,4 km,Yes,,,0.2
Germany,22.0,4.4,340,35.0,Not available,,2,,No,600.0,2,2
Italy,24.0,4.4,,,,,On,,No,,,
Italy,23.0,4.4,,120.0,Not available,,On,,Yes,,55,1
France,10.0,4.4,2,30.0,Available,,,,No,,7,
France,19.0,4.4,3.5,151.0,,1,,,No,30.0,,
France,27.0,4.4,10,200.0,,,,,No,,5,8
France,45.0,4.4,12,383.0,,,,On site,No,,30,4
Netherlands,31.0,4.4,,200.0,,1.5,,,No,,5,1.7
Switzerland,30.0,4.4,8,426.0,,,,,,,20,0.5
Estonia,15.0,4.4,11,22.0,,On,,,,,12,3
Poland,16.0,4.4,0.8,50.0,,,,,,,,
Poland,12.0,4.4,2,70.0,Not available,,On,,No,,,
Great Britain,20.0,4.4,,,,7,,,No,,,
France,30.0,4.4,7,120.0,,200,,On site,No,,10,1
France,28.0,4.4,7,263.0,,3,On,On site,No,,3,0.2
France,19.0,4.4,,,,,,,Yes,,,On
France,21.0,4.4,,,,,,On site,Yes,,,
France,26.0,4.4,1.2,70.0,Not available,3,0.8,,No,,12,0.3
France,15.0,4.4,1.5,35.0,Not available,80,,5 km,No,,15,3
Portugal,21.0,4.4,3,50.0,Not available,,27,7 km,Yes,580.0,6,0.3
Switzerland,27.0,4.4,40,100.0,,,30,20 km,Yes,,6,1
Switzerland,30.0,4.4,18,30.0,Not available,,,1.5 km,No,650.0,16,0.1
Ireland,25.0,4.4,,36.0,,On,,,,,,
Spain,15.0,4.4,3,78.0,,15,,,Yes,100.0,12,0.3
Croatia,50.0,4.4,0.1,10.0,Not available,On,,3 km,No,,3,0.05
Poland,14.0,4.4,3,30.0,Not available,,0.4,,,,2,1
Italy,31.0,4.4,10,210.0,,87,,,Yes,,,0.5
Italy,23.0,4.4,2.5,36.0,,,5,,No,,17,1
Italy,24.0,4.4,5,220.0,,,,On site,Yes,,45,0.1
Denmark,33.0,4.4,6,250.0,Not available,On,3,,No,,15,2
France,28.0,4.4,7,263.0,,3,On,On site,No,,3,0.2
France,19.0,4.4,,,,,,,Yes,,,On
France,21.0,4.4,,,,,,On site,Yes,,,
France,26.0,4.4,1.2,70.0,Not available,3,0.8,,No,,12,0.3
France,15.0,4.4,1.5,35.0,Not available,80,,5 km,No,,15,3
Portugal,21.0,4.4,3,50.0,Not available,,27,7 km,Yes,580.0,6,0.3
Switzerland,27.0,4.4,40,100.0,,,30,20 km,Yes,,6,1
Switzerland,30.0,4.4,18,30.0,Not available,,,1.5 km,No,650.0,16,0.1
Ireland,25.0,4.4,,36.0,,On,,,,,,
Germany,21.0,4.4,,300.0,,,On,1 km,No,,4,0.5
Germany,15.0,4.4,2.5,200.0,Not available,,10,On site,No,270.0,40,1
Germany,17.0,4.4,,,Not available,,On,,Yes,,,
Germany,19.0,4.4,4,200.0,Not available,,On,,No,700.0,5,2
Germany,21.0,4.4,,48.0,,,,,,,,
Luxembourg,24.0,4.4,2,94.0,Not available,,6,On site,Yes,,6,0.3
Spain,36.0,4.4,7,150.0,,,,0.5 km,Yes,,70,3
Spain,30.0,4.4,8,757.0,,,,,,,,
Great Britain,30.0,4.4,8,48.0,Available,2,,,No,,0.5,0.5
Austria,28.0,4.4,,45.0,,,0.8,,Yes,,3,
Germany,21.0,4.4,1.5,23.0,Not available,,,,No,,1,3
France,20.0,4.4,5,232.0,,,,On site,Yes,,,1
Romania,13.0,4.4,,11.0,,,,3 km,No,,60,1.6
France,15.0,4.4,7,109.0,,,,3 km,No,,2,0.2
Romania,14.0,4.4,0.1,8.0,,,,,No,,,
Slovenia,27.0,4.4,2,30.0,,180,25,On site,Yes,420.0,25,0.3
Germany,12.0,4.4,,,,,On,,No,,,1
Montenegro,18.0,4.4,0.5,20.0,Not available,On,,,,,6,On
Italy,31.0,4.3,1.5,,Not available,,On,,,,20,2
France,23.0,4.3,2,100.0,,60,,5 km,Yes,500.0,50,50
Germany,24.0,4.3,1.8,130.0,Not available,6,,On site,No,,8,0.5
Germany,28.0,4.3,1.9,150.0,Not available,,1.5,On site,Yes,915.0,15,On
Croatia,15.0,4.3,,30.0,Not available,0.2,,,No,,20,1
Germany,29.0,4.3,6.8,100.0,Not available,,On,,No,67.0,4,0.2
Switzerland,33.0,4.3,3.5,340.0,Not available,,,On site,Yes,,,On
Italy,33.0,4.3,12,75.0,,On,,,,,8,8
Denmark,25.0,4.3,27,300.0,Available,On,,,,,3,0.2
Netherlands,18.0,4.3,4,200.0,,On,On,On site,No,1.0,4,0.6
Sweden,23.0,4.3,7.4,60.0,,,On,,No,,15,0.5
Germany,20.0,4.3,,100.0,,,,,,,,
Germany,28.0,4.3,,75.0,,,On,,,,,
Estonia,26.0,4.3,2,150.0,Not available,25,30,15 km,No,,6,1
Spain,26.0,4.3,7,300.0,Not available,3,,,No,,1,0.01
Germany,20.0,4.3,3,200.0,Not available,,,,No,550.0,1.5,10
Germany,23.0,4.3,4,140.0,Available,,1,,,400.0,9,350
Czech Republic,24.0,4.3,,18.0,Not available,,,1 km,No,,,0.02
Italy,28.0,4.3,0.45,29.0,Available,,20,0.5 km,No,,15,0.05
Austria,28.0,4.3,1,80.0,Not available,,1,On site,Yes,600.0,23,0.5
Austria,21.0,4.3,2.4,82.0,Not available,,1.5,0.4 km,No,237.0,0.3,0.5
Norway,25.0,4.3,7,110.0,Not available,6,On,On site,No,22.0,50,0.3
Croatia,24.0,4.3,,140.0,,On,,,No,,50,On
Denmark,29.0,4.3,12,600.0,Available,On,,2 km,No,,2,On
Greece,21.0,4.3,8,42.0,,On,,On site,No,,1.5,0.3
Bosnia-Herzegovina,15.0,4.3,4,20.0,Available,120,,On site,No,400.0,38,0.1
Sweden,24.0,4.3,4,100.0,,87,On,,No,,8,8
Switzerland,27.0,4.3,0.8,50.0,Not available,,2,,No,480.0,1,0.1
Germany,14.0,4.3,7,195.0,Available,,12,4 km,No,65.0,5,4
Germany,22.0,4.3,3,90.0,Not available,,,On site,No,40.0,14,1
Italy,28.0,4.3,1,90.0,Not available,,On,1 km,No,220.0,46,0.3
Italy,32.0,4.3,1,70.0,Not available,,On,,No,220.0,20,1.5
Italy,30.0,4.3,1,84.0,Available,,0.2,,No,68.0,1,0.3
Denmark,24.0,4.3,4.75,218.0,Not available,On,,,No,,3.5,2
Denmark,25.0,4.3,,200.0,,8,On,,No,,On,0.5
Italy,35.0,4.3,2,110.0,Not available,,On,,,,59,0.2
France,30.0,4.3,,46.0,,On,,,No,,10,2
Austria,25.0,4.3,2,83.0,,150,3.5,1 km,No,687.0,1.5,On
Germany,17.0,4.3,3.6,60.0,Available,,,,,205.0,10,2
Italy,32.0,4.3,1.2,108.0,Not available,,On,,Yes,,20,0.3
Netherlands,32.0,4.3,,,,On,4,,No,,15,15
Bulgaria,16.0,4.3,,45.0,,,On,,Yes,,8,3
Spain,23.0,4.3,5,129.0,Not available,,,,,,,
Sweden,25.0,4.3,,85.0,,,On,,No,,10,1.5
Switzerland,26.0,4.3,,105.0,,,,,,,,
Ireland,20.0,4.3,,,,0.1,,,,,,
Germany,19.0,4.3,0.3,25.0,Not available,,,On site,No,,4,0.3
Germany,28.0,4.3,1.3,60.0,Not available,,,On site,,369.0,2,0.1
Germany,22.0,4.3,1.7,45.0,Available,,,,,,,
Austria,20.0,4.3,4,150.0,Not available,,15,4 km,Yes,750.0,25,0.1
Germany,14.0,4.3,10,150.0,,,On,,,,10,
Albania,15.0,4.3,25,25.0,Not available,,,,,,,
Croatia,16.0,4.3,,,,On,,,,,,
Denmark,31.0,4.3,5.5,260.0,Not available,On,,,No,3.0,4,1
Switzerland,42.0,4.3,0.8,25.0,Not available,,On,,No,435.0,9,1
Switzerland,29.0,4.3,,80.0,,,16,,Yes,,6,0.6
Germany,16.0,4.3,6,150.0,,,On,,No,,2,2
Germany,17.0,4.3,6.4,300.0,Not available,,3,,Yes,,5,2
Austria,18.0,4.3,3.5,95.0,Not available,,,On site,No,280.0,16,0.5
Germany,17.0,4.3,24,25.0,,,,,Yes,300.0,3,0.3
Austria,35.0,4.3,2,91.0,Not available,,On,0.2 km,No,,0.5,0.1
Italy,25.0,4.3,4.5,65.0,Not available,300,45,,Yes,550.0,1,1
France,25.0,4.3,2.5,126.0,Not available,,,,No,,10,10
France,23.0,4.3,5,174.0,Available,,,On site,Yes,200.0,5,On
Sweden,30.0,4.3,3,200.0,,45,On,,,,40,1.5
France,11.0,4.3,,70.0,,,,,No,,,
France,24.0,4.3,11,554.0,Not available,,On,1 km,Yes,550.0,24,0.9
France,18.0,4.3,3,113.0,,,17,On site,No,119.0,On,3
France,30.0,4.3,2.5,115.0,,,,12 km,,15.0,12,12
Sweden,20.0,4.3,,120.0,Not available,On,,,,,20,1
Sweden,26.0,4.3,2.5,180.0,Not available,On,,,No,,45,0.5
Switzerland,48.0,4.3,1,100.0,Not available,,,1 km,Yes,,23,4
Germany,12.0,4.3,3.3,100.0,,,,On site,No,,23,23
Germany,21.0,4.3,2,66.0,Not available,20,0.3,On site,No,,6,0.6
Norway,23.0,4.3,12,50.0,,,,On site,,,12,0.2
Hungary,24.0,4.3,,300.0,,,,9 km,No,,9,0.2
Netherlands,26.0,4.3,7,230.0,Not available,On,,,No,,14,0.2
Bosnia-Herzegovina,15.0,4.3,0.5,30.0,Not available,53,,On site,No,50.0,2.5,2.7
Poland,20.0,4.3,1.3,46.0,,,3.2,2 km,No,,13,1.6
Italy,40.0,4.3,2.4,155.0,Not available,0.01,,,No,,1,On
Italy,25.0,4.3,,160.0,Not available,,,,,,,
Great Britain,35.0,4.3,,,,4,,,No,,,0.5
France,11.0,4.3,,70.0,,,,,No,,,
France,24.0,4.3,11,554.0,Not available,,On,1 km,Yes,550.0,24,0.9
France,18.0,4.3,3,113.0,,,17,On site,No,119.0,On,3
France,30.0,4.3,2.5,115.0,,,,12 km,,15.0,12,12
Sweden,20.0,4.3,,120.0,Not available,On,,,,,20,1
Sweden,26.0,4.3,2.5,180.0,Not available,On,,,No,,45,0.5
Switzerland,48.0,4.3,1,100.0,Not available,,,1 km,Yes,,23,4
Germany,12.0,4.3,3.3,100.0,,,,On site,No,,23,23
Germany,21.0,4.3,2,66.0,Not available,20,0.3,On site,No,,6,0.6
Norway,23.0,4.3,12,50.0,,,,On site,,,12,0.2
Hungary,24.0,4.3,,300.0,,,,9 km,No,,9,0.2
Germany,24.0,4.3,0.8,60.0,Not available,On,,,No,2.0,8,0.5
Bulgaria,12.0,4.3,15,20.0,,,,On site,Yes,,8,1
Germany,16.0,4.3,1.5,40.0,,,,,,,,
Serbia,20.0,4.3,0.12,10.0,,,,1 km,No,213.0,2,0.3
Slovenia,24.0,4.3,,,,,,,,,,
Germany,90.0,4.3,,25.0,Not available,,,,,,5,5
Italy,48.0,4.3,4,102.0,Not available,On,,5.4 km,No,,1,0.1
Italy,39.0,4.3,,,Not available,0.8,,,No,,,On
Denmark,24.0,4.3,9,293.0,Not available,On,,,No,,5,5
Finland,29.0,4.3,3.5,50.0,,,,On site,No,,7,7
France,28.0,4.3,,100.0,,1.5,,,,,3,3.5
France,20.0,4.3,1,50.0,,150,,On site,,70.0,18,On
France,16.0,4.3,,,,,,,No,,,On
France,18.0,4.3,2.5,60.0,,,15,0.5 km,Yes,850.0,15,10
Netherlands,19.0,4.3,5.5,250.0,Not available,,On,,,,1,1
Czech Republic,17.0,4.3,0.4,30.0,,,,,No,,On,0.1
Italy,16.0,4.3,4,210.0,Not available,0.5,,,,,0.3,0.3
Italy,48.0,4.3,1,70.0,,,,,,,,
Italy,37.0,4.3,5,160.0,Available,,35,,Yes,,1,1
Denmark,40.0,4.3,11,400.0,Not available,On,,,,,2,0.2
Denmark,29.0,4.3,10,320.0,,,On,,,,10,1.5
Denmark,26.0,4.3,4,175.0,Not available,0.5,On,,No,,10,0.1
Denmark,30.0,4.3,10,470.0,,0.3,,,No,22.0,16,5
Denmark,28.0,4.3,,,,On,,,No,,,
Denmark,31.0,4.3,,120.0,,0.2,,,No,,30,0.3
Great Britain,20.0,4.3,,,,On,On,,No,,,
Great Britain,21.0,4.3,,,,2.7,,,No,,,
Great Britain,18.0,4.3,,,,60,,,No,,,0.5
France,16.0,4.3,,,,,,,Yes,,,
Italy,48.0,4.3,1,70.0,,,,,,,,
Italy,37.0,4.3,5,160.0,Available,,35,,Yes,,1,1
Denmark,40.0,4.3,11,400.0,Not available,On,,,,,2,0.2
Denmark,29.0,4.3,10,320.0,,,On,,,,10,1.5
Denmark,26.0,4.3,4,175.0,Not available,0.5,On,,No,,10,0.1
Denmark,30.0,4.3,10,470.0,,0.3,,,No,22.0,16,5
Denmark,28.0,4.3,,,,On,,,No,,,
Denmark,31.0,4.3,,120.0,,0.2,,,No,,30,0.3
Great Britain,20.0,4.3,,,,On,On,,No,,,
Great Britain,21.0,4.3,,,,2.7,,,No,,,
Great Britain,18.0,4.3,,,,60,,,No,,,0.5
France,16.0,4.3,,,,,,,Yes,,,
France,26.0,4.3,9,140.0,,25,On,5 km,No,,12,12
France,35.0,4.3,4.5,10.0,Not available,On,,,No,,,0.1
France,13.0,4.3,,,,,,1 km,No,,,1
France,26.0,4.3,6.5,185.0,,0.5,,,,,,
France,17.0,4.3,2,115.0,,On,10,2 km,,,10,1
France,22.0,4.3,1,45.0,Not available,20,,5 km,No,,5,0.1
France,42.0,4.3,8,400.0,,On,,,No,,2,0.5
France,18.0,4.3,,,,,On,On site,Yes,,,On
France,19.0,4.3,,,,,0.3,,Yes,,,2
France,17.0,4.3,8,115.0,,,,,Yes,,4,
France,16.0,4.3,4,60.0,Not available,,On,1 km,No,,25,3.5
