country,price,rating,size_of_site,total_pitches,caravns,sea,lake,river,mountain,Height,next_city,transport
Sweden,36.0,4.3,80,900.0,,On,,,No,,3,3
Austria,24.0,4.3,1,21.0,Not available,,On,,Yes,504.0,7,1
Germany,21.0,4.3,6,120.0,Not available,,On,,No,,3.5,3.5
Germany,26.0,4.3,2,135.0,Available,On,,,No,2.0,11,0.4
Denmark,33.0,4.3,21,500.0,Not available,On,,,No,,15,1
Netherlands,26.0,4.3,5.2,325.0,Not available,On,4,,,,,
Romania,27.0,4.3,3,100.0,Available,,,On site,,731.0,8,8
Germany,27.0,4.3,11,400.0,Not available,40,On,3 km,No,35.0,5,0.5
Germany,19.0,4.3,7,180.0,Available,45,On,On site,No,,12,0.3
Germany,22.0,4.3,1.4,120.0,Not available,,On,,Yes,814.0,5,1
Germany,17.0,4.3,12,70.0,Not available,,On,On site,No,,15,1.5
Germany,17.0,4.3,1.2,73.0,Not available,,,0.3 km,,,11,1
Germany,17.0,4.3,1.2,90.0,Not available,,,On site,No,100.0,12,0.5
Netherlands,35.0,4.3,10,320.0,Not available,0.5,,,No,,10,On
Netherlands,20.0,4.3,2,82.0,Not available,,On,,No,,,2
Switzerland,35.0,4.3,4.5,100.0,Available,,25,0.3 km,Yes,555.0,12,1.5
Germany,22.0,4.3,7,100.0,Available,,,0.8 km,No,164.0,3,0.3
Austria,11.0,4.3,3,128.0,,,30,0.5 km,Yes,,1.5,0.3
Germany,24.0,4.3,60,200.0,Not available,,On,On site,,,15,On
Germany,24.0,4.3,,,Not available,,,,No,,5,1
Germany,26.0,4.2,14,540.0,Not available,,1.5,,No,380.0,7,1
Germany,39.0,4.2,11.5,470.0,Not available,,On,,No,520.0,18,2
Germany,20.0,4.2,12,300.0,Not available,,,9 km,No,420.0,1,0.5
Germany,27.0,4.2,7.7,400.0,Not available,0.25,,,No,2.0,9.4,On
Denmark,23.0,4.2,,,,0.2,0.25,,No,,,
Germany,37.0,4.2,2.5,140.0,Not available,,,On site,No,,1,0.5
Germany,19.0,4.2,3.6,180.0,Available,40,On,On site,,,30,1
Germany,24.0,4.2,5,187.0,Not available,90,On,,No,72.0,7.5,2
Netherlands,36.0,4.2,27,1000.0,Not available,0.03,0.01,,No,,5,0.1
Germany,22.0,4.2,,100.0,Not available,,,1 km,Yes,,0.7,0.25
Spain,26.0,4.2,,1500.0,Not available,On,,2 km,No,,20,On
Germany,26.0,4.2,5.5,200.0,Not available,,,,Yes,600.0,1,0.7
Germany,27.0,4.2,9,500.0,Not available,On,,,No,3.0,25,1
Germany,22.0,4.2,5,190.0,Not available,,,,Yes,,0.5,0.4
Germany,26.0,4.2,1.8,73.0,Not available,2,,,No,,,0.2
Germany,27.0,4.2,2.5,151.0,Not available,,0.2,8 km,No,590.0,10,0.5
Germany,30.0,4.2,,40.0,Not available,,,,,430.0,1,0.5
Germany,19.0,4.2,1,50.0,Not available,,,0.3 km,No,150.0,1.5,0.3
Germany,26.0,4.2,,220.0,Not available,On,,,,5.0,20,0.05
Italy,54.0,4.2,10.7,450.0,Available,On,,2 km,No,,,On
Germany,33.0,4.2,3.4,120.0,Not available,,On,,Yes,800.0,,0.7
Germany,23.0,4.2,3.4,180.0,Not available,,,On site,,,,
Netherlands,33.0,4.2,13,500.0,,1.5,,,No,,10,1.2
Germany,21.0,4.2,,280.0,,On,,,,,,
Germany,22.0,4.2,7,300.0,Not available,250,On,5 km,No,,5,0.1
Germany,29.0,4.2,12,520.0,Not available,On,,,No,,0.5,0.1
Germany,15.0,4.2,3,140.0,Not available,On,0.5,,No,10.0,13,1.5
Serbia,20.0,4.2,1,45.0,,,2,,,,3,3
Denmark,24.0,4.2,8,335.0,,3,,,No,,,0.3
Germany,19.0,4.2,1.6,196.0,Not available,,On,,No,445.0,4,0.3
Germany,18.0,4.2,,100.0,Not available,On,,,No,,8,0.2
Bosnia-Herzegovina,19.0,4.2,7,60.0,Available,,,,,,,
France,19.0,4.2,3,150.0,Not available,,,,No,,1,0.5
Croatia,15.0,4.2,6,40.0,Available,12,2.5,2.5 km,,,5,0.1
Germany,22.0,4.2,4,150.0,Not available,,0.2,,No,,10,
Germany,26.0,4.2,0.4,30.0,Not available,,5,0.3 km,No,55.0,0.1,0.5
Germany,30.0,4.2,2,99.0,Not available,,,,Yes,350.0,2.5,0.1
Germany,23.0,4.2,3.2,74.0,Available,,,0.4 km,,,1.2,
Poland,15.0,4.2,1,,,35,,On site,No,,On,0.2
Germany,26.0,4.2,,120.0,,,On,,,124.0,2,1.5
Germany,22.0,4.2,2,150.0,,,On,,No,,2,5
France,22.0,4.2,,,Not available,,,,No,,,On
Netherlands,28.0,4.2,12,180.0,Not available,,1,,No,,1,1
Switzerland,26.0,4.2,1.7,105.0,Not available,,4.5,,No,518.0,2.5,1.2
Germany,29.0,4.2,1.4,100.0,,,On,0.3 km,No,106.0,9,1
Germany,28.0,4.2,,76.0,,,On,,,,,
Czech Republic,19.0,4.2,5,180.0,Not available,,On,10 km,,728.0,18,2
Finland,29.0,4.2,9,265.0,,0.1,,,No,,,0.1
Italy,30.0,4.2,8.5,200.0,Not available,,On,,No,138.0,10,1
Italy,27.0,4.2,2,100.0,,,On,On site,No,,4,1
Germany,23.0,4.2,6,,Available,,On,8 km,No,,2,0.5
Germany,20.0,4.2,,100.0,Not available,,,0.5 km,No,,On,0.2
Germany,25.0,4.2,,110.0,Available,,,On site,No,,13,1
Hungary,32.0,4.2,2.5,88.0,Not available,,On,,Yes,110.0,2,0.1
Montenegro,19.0,4.2,2.5,25.0,,0.05,,On site,,2.0,5,0.2
Netherlands,20.0,4.2,10,352.0,Available,0.2,,,No,,10,1.5
Netherlands,24.0,4.2,11,500.0,Not available,4,,,No,1.0,4,1
Italy,25.0,4.2,0.8,90.0,Not available,,4,On site,Yes,2000.0,14,0.1
Germany,14.0,4.2,4,250.0,Not available,80,6,10 km,No,,30,4
France,24.0,4.2,12,465.0,,On,6,,No,,50,1
Germany,24.0,4.2,10,120.0,Not available,,,,Yes,,15,2.5
Sweden,32.0,4.2,,50.0,Available,,On,,,,2,2
Switzerland,37.0,4.2,,50.0,Not available,,On,,No,,5,0.5
Germany,22.0,4.1,21,780.0,,On,,,No,,15,1
Germany,22.0,4.1,30,600.0,Not available,,On,,,,,
Germany,25.0,4.1,2.3,135.0,Not available,,5,On site,,139.0,1,2
Germany,26.0,4.1,6,300.0,Not available,,On,On site,No,192.0,20,0.3
Slovenia,42.0,4.1,15,650.0,,,On,On site,Yes,,3,2
Germany,22.0,4.1,9,500.0,Not available,On,,,No,2.0,11,0.1
Germany,37.0,4.1,5,340.0,,On,,,No,,14.5,0.5
Germany,28.0,4.1,3.6,230.0,,On,,,No,,2.5,On
Germany,22.0,4.1,,71.0,,0.3,,,,,,
Italy,30.0,4.1,3,97.0,Not available,,,,No,590.0,3,0.1
Germany,20.0,4.1,0.5,50.0,Not available,,,0.1 km,No,,1,0.3
Germany,19.0,4.1,25,215.0,Available,,On,On site,No,1.0,6,2.8
Germany,25.0,4.1,2,120.0,Not available,,20,0.3 km,Yes,,,0.1
Germany,24.0,4.1,19,106.0,Not available,,10,,Yes,520.0,3,0.1
Germany,34.0,4.1,76,330.0,Not available,38,On,7 km,No,,7,0.6
Germany,33.0,4.1,25,520.0,Not available,,On,,No,,4,4.5
Germany,24.0,4.1,0.7,40.0,,,,On site,,212.0,1,1
Germany,18.0,4.1,3,120.0,Not available,,0.1,,Yes,,8,0.2
Germany,21.0,4.1,,200.0,Not available,,On,On site,No,459.0,10,0.5
Germany,23.0,4.1,4.5,96.0,Not available,,,1.5 km,Yes,205.0,0.5,0.5
Germany,24.0,4.1,,45.0,Not available,,,On site,No,,0.5,0.5
Germany,44.0,4.1,5,139.0,Not available,,10,2.7 km,Yes,689.0,14,1
Netherlands,22.0,4.1,16,640.0,Not available,,On,,No,,20,2
Germany,19.0,4.1,10,250.0,Not available,,,On site,No,,2,0.5
Germany,25.0,4.1,6,200.0,Not available,,,,No,,15,2.5
Slovenia,22.0,4.1,4.5,,,,6,On site,Yes,,25,0.1
Germany,31.0,4.1,70,614.0,Not available,11.5,On,,,9.0,8,0.1
Germany,28.0,4.1,4,250.0,Not available,0.5,8,,No,1.0,10,0.5
Italy,29.0,4.1,5,120.0,Not available,On,,,No,,2,0.1
Austria,23.0,4.1,8.5,440.0,Not available,,On,4 km,No,450.0,8,3
Germany,23.0,4.1,7.6,190.0,Not available,,,,No,800.0,7,0.5
Croatia,27.0,4.1,1.1,50.0,Available,,On,,No,90.0,15,2
Germany,25.0,4.1,2,100.0,Not available,,On,,Yes,600.0,15,0.2
France,18.0,4.1,1.5,115.0,,,,,,,,
France,22.0,4.1,12,330.0,Not available,75,,On site,No,,20,2
Germany,24.0,4.1,3,150.0,Not available,,,,Yes,550.0,10,0.2
Germany,23.0,4.1,,40.0,,,On,,No,,,
Germany,19.0,4.1,25,850.0,Not available,On,,,,,15,2
Germany,21.0,4.1,2.5,110.0,,,,,Yes,288.0,12,0.5
Germany,27.0,4.1,,120.0,Not available,,,On site,No,94.0,4,0.3
Germany,19.0,4.1,22,140.0,Not available,10,,On site,No,2.0,0.5,0.5
Netherlands,33.0,4.1,7.5,225.0,Not available,5,3,,No,,10,0.5
Germany,22.0,4.1,1.5,100.0,,,,,No,,2.5,0.1
Germany,15.0,4.1,0.8,35.0,Not available,35,7,3 km,,50.0,12,0.1
Germany,26.0,4.1,,45.0,,,15,1 km,,,,0.5
Spain,37.0,4.1,3,380.0,Not available,On,,3 km,No,,40,On
Germany,22.0,4.1,3.5,210.0,Available,,On,,,315.0,,
Germany,15.0,4.1,2,120.0,,,,On site,No,,0.5,0.5
Italy,22.0,4.1,,,,,On,,No,,,On
Germany,23.0,4.1,1.5,115.0,Not available,,,On site,No,163.0,0.5,0.5
Germany,25.0,4.1,,200.0,Not available,15,,On site,No,,15,8
Germany,25.0,4.0,3,160.0,Available,,,,,,,
Germany,35.0,4.0,5,320.0,Not available,,On,,Yes,887.0,25,3
Germany,22.0,4.0,3,120.0,Available,,On,,No,,3,0.1
Croatia,26.0,4.0,35,550.0,Not available,,8,On site,Yes,,20,0.1
Italy,28.0,4.0,,415.0,Available,,On,On site,Yes,460.0,20,0.2
Germany,22.0,4.0,6.5,200.0,Not available,80,On,20 km,No,62.0,4,1.2
Germany,24.0,4.0,,250.0,,,,,,,,
Germany,28.0,4.0,9.5,230.0,Available,,2.5,6.5 km,No,190.0,6,1
Germany,18.0,4.0,17,360.0,Not available,,,,Yes,350.0,15.7,0.1
Germany,27.0,4.0,7.5,280.0,,30,On,,,,1.5,
Germany,22.0,4.0,,200.0,,,On,,,,,
Germany,26.0,4.0,10,300.0,,,On,,Yes,,6,3
Switzerland,40.0,4.0,,108.0,Not available,,On,,No,,5,1
Germany,33.0,4.0,1.2,80.0,Available,,8,0.05 km,No,300.0,1,0.1
Italy,25.0,4.0,80,300.0,,,,,No,,,2
Germany,19.0,4.0,2,180.0,Available,,,0.5 km,Yes,,25,0.8
Germany,23.0,4.0,3,235.0,Not available,,On,,No,107.0,On,0.5
Netherlands,44.0,4.0,50,1200.0,Not available,,,5 km,No,,15,0.2
Germany,27.0,4.0,5,130.0,,,On,,No,68.0,5,1.2
Germany,25.0,4.0,,90.0,Not available,,On,On site,Yes,,9,0.1
Germany,32.0,4.0,7.8,400.0,Not available,40,On,0.2 km,No,,21,3.5
Germany,26.0,4.0,5.5,315.0,Not available,0.2,,,No,,31,On
Luxembourg,15.0,4.0,4,166.0,Not available,,,,No,,4,0.4
Germany,20.0,4.0,3.4,180.0,Not available,On,,,No,2.0,4,0.3
Poland,18.0,4.0,3.5,,,0.3,0.3,,No,10.0,1,0.2
Hungary,66.0,4.0,1,109.0,,,0.5,0.5 km,No,,On,0.1
Germany,25.0,4.0,13,350.0,Available,,On,,No,,9,1
Italy,26.0,4.0,3,255.0,,,On,,,,0.5,0.1
France,19.0,4.0,4,148.0,Available,,,,No,,5,0.5
Germany,32.0,4.0,1,60.0,Not available,,,,,637.0,2,0.1
Albania,10.0,4.0,"5,000",70.0,Available,,On,,Yes,,7,0.5
Germany,23.0,4.0,10,350.0,Available,,On,,,,,
Germany,26.0,4.0,16,440.0,Not available,,On,,No,,6,1
Italy,29.0,4.0,20,407.0,Not available,0.38,,,No,,7,7
Italy,36.0,4.0,27,120.0,,,,,No,,11,0.3
Croatia,30.0,4.0,,100.0,,On,4.5,,No,,10,
Germany,28.0,4.0,10,230.0,Available,,On,,Yes,400.0,8,
Germany,42.0,4.0,6,52.0,Not available,,0.08,,No,,6,0.2
Germany,26.0,4.0,25,120.0,Not available,,3,,Yes,980.0,12,0.2
Italy,24.0,4.0,9,129.0,Not available,On,,,No,,11,On
Germany,25.0,4.0,8,250.0,Available,,On,,No,,15,0.5
Italy,31.0,4.0,2.4,150.0,Not available,On,,0.1 km,No,,3,0.3
Italy,43.0,4.0,12,600.0,,On,,,,,,4
Sweden,30.0,4.0,,120.0,,,On,On site,No,,4,1.3
Germany,19.0,4.0,2.5,80.0,,0.3,,,No,,12,2
Germany,28.0,4.0,17,100.0,Not available,,,On site,No,,2,2
Germany,19.0,4.0,2,40.0,Available,,,,,,,
Germany,33.0,4.0,20,100.0,Not available,,,1.5 km,No,,9,1
Germany,24.0,4.0,7,90.0,Available,,,,No,15.0,10,1
Germany,23.0,4.0,0.4,24.0,Available,0.2,,,No,1.0,18,0.2
Germany,28.0,4.0,,50.0,Not available,,1.2,,No,,16,0.3
Germany,17.0,4.0,2,15.0,,,0.3,0.5 km,Yes,450.0,12,4
Romania,17.0,4.0,3.8,120.0,Not available,,5,On site,Yes,450.0,17,2
Switzerland,32.0,4.0,4,280.0,Not available,,On,On site,Yes,740.0,12,1
Germany,19.0,4.0,,,,,On,20 km,,,20,3
Germany,20.0,4.0,4,130.0,Not available,,,On site,No,70.0,12,0.3
Poland,21.0,4.0,2,80.0,,,7,1 km,No,,,
France,20.0,4.0,13,,,,,,,,,
Germany,22.0,3.9,12,425.0,Not available,,On,,No,,9,1
Germany,34.0,3.9,,165.0,Not available,,,5 km,No,,5,On
Germany,21.0,3.9,14,400.0,Not available,,On,,No,73.0,12,2
Germany,19.0,3.9,3.5,100.0,Not available,,On,0.5 km,No,,13,0.8
Germany,28.0,3.9,6,290.0,Not available,,9,2.5 km,Yes,330.0,3,0.1
Germany,23.0,3.9,7.5,250.0,Not available,,,On site,No,145.0,12,0.8
Germany,25.0,3.9,,70.0,Not available,22,,,No,,4,On
Germany,20.0,3.9,14,438.0,,,0.5,,No,,18,On
Germany,23.0,3.9,10.2,290.0,Not available,On,,,No,,10,1
Germany,22.0,3.9,6.5,420.0,Available,On,,,No,,20,0.2
Italy,38.0,3.9,,,,,,,,,,
Italy,42.0,3.9,2,100.0,Not available,,3,On site,Yes,639.0,28,0.3
Germany,22.0,3.9,,120.0,,,On,,,,,
Germany,29.0,3.9,3,320.0,Not available,On,,,No,,11,1.5
Germany,19.0,3.9,8.39,480.0,Not available,,5,13.4 km,No,320.0,4,1
Germany,22.0,3.9,1.5,120.0,Not available,,1.5,,No,530.0,25,0.2
Austria,29.0,3.9,4,340.0,Not available,,0.1,,No,,4,0.2
Germany,15.0,3.9,"13,000",90.0,Not available,,,On site,No,395.0,15,0.5
Germany,21.0,3.9,3.5,120.0,Not available,,On,On site,Yes,425.0,8,0.1
Germany,22.0,3.9,2.4,120.0,Not available,,,On site,Yes,105.0,10,0.8
Austria,31.0,3.9,3,250.0,Not available,,On,18 km,Yes,600.0,18,0.3
Croatia,16.0,3.9,,390.0,,On,,,,,,
Italy,35.0,3.9,3,100.0,,On,,,No,,,
Romania,19.0,3.9,2,60.0,Not available,,,,Yes,,4,0.4
Italy,48.0,3.9,3.3,161.0,Not available,,On,,No,,10,1.5
Germany,23.0,3.9,3.5,0.0,Not available,110,On,1 km,No,70.0,8,0.1
Germany,22.0,3.9,2,120.0,Not available,,On,On site,No,500.0,6,1
Germany,26.0,3.9,,100.0,Not available,,,,No,,0.5,0.5
Germany,36.0,3.9,1.5,90.0,Not available,,,On site,No,340.0,15,0.1
Germany,20.0,3.9,2.5,75.0,Not available,,,0.5 km,No,300.0,0.75,0.5
Germany,18.0,3.9,3,110.0,Not available,,0.5,,Yes,550.0,2,2
Switzerland,32.0,3.9,6.5,450.0,Not available,,On,2 km,,,4,0.5
Denmark,29.0,3.9,,,,On,,,No,,,0.5
Germany,23.0,3.9,5,350.0,Not available,,4,,,,,1
Poland,18.0,3.9,3,320.0,Not available,85,On,2 km,No,,7,On
Germany,20.0,3.9,3.4,150.0,,On,,,,,20,1
Germany,19.0,3.9,7,300.0,,,,On site,,,,
Germany,21.0,3.9,5.8,200.0,Not available,,On,On site,,584.0,8,2
Switzerland,25.0,3.9,,120.0,Not available,,,,,,,
Germany,27.0,3.9,70,,,,,,,,8,1
Croatia,28.0,3.9,25,200.0,,0.2,,,,,3,On
Netherlands,25.0,3.9,30,570.0,Not available,,,On site,No,,5,2.5
Germany,22.0,3.9,5,156.0,Not available,,5,On site,No,200.0,15,1.5
Germany,23.0,3.9,1.6,53.0,,,,,,,,
Germany,20.0,3.9,40,750.0,Not available,,On,,,625.0,5,0.2
Germany,22.0,3.9,10,400.0,Not available,,On,On site,Yes,470.0,6,0.1
Croatia,21.0,3.9,8.25,149.0,Available,On,,,,,2,3
Italy,27.0,3.9,13,250.0,Not available,On,,,No,,8,1
Italy,22.0,3.9,10,338.0,Not available,On,,,,,,
Sweden,28.0,3.9,,130.0,,,On,,,,40,3
Germany,22.0,3.9,,160.0,,,1.5,On site,Yes,,2,0.1
Germany,29.0,3.9,48,150.0,,,4,,Yes,300.0,0.4,0.1
Germany,20.0,3.9,1.3,20.0,,On,,,,,25,
France,20.0,3.9,3.96,200.0,Not available,,On,On site,,200.0,15,On
Poland,20.0,3.9,8.5,1000.0,,,On,4 km,No,,13,13
Germany,22.0,3.9,10,300.0,Not available,On,,,No,,3,0.2
Germany,41.0,3.8,44,1200.0,,On,,,No,,7,1
Germany,26.0,3.8,12,553.0,Available,0.2,,,No,,0.1,0.1
Albania,23.0,3.8,1.5,50.0,,0.02,,,,,8,8
Germany,29.0,3.8,,450.0,Not available,,,,,,,
Germany,22.0,3.8,5,180.0,,,,On site,,,2,0.2
Germany,35.0,3.8,4,200.0,Not available,,On,,Yes,,14,0.5
Croatia,23.0,3.8,,520.0,,On,,,,,2,2
Germany,21.0,3.8,10,316.0,,On,,,No,,5,On
Austria,24.0,3.8,1.8,140.0,Not available,,On,On site,Yes,478.0,15,0.2
Germany,24.0,3.8,14,480.0,Available,,,,No,,27,0.6
Netherlands,21.0,3.8,4,350.0,Not available,35,On,On site,No,,5,1
France,17.0,3.8,3.5,208.0,Not available,,,,No,250.0,0.8,0.6
Germany,24.0,3.8,3,120.0,Not available,,,On site,Yes,136.0,3,On
Germany,23.0,3.8,75,500.0,,,On,,No,,5,1
Germany,22.0,3.8,,450.0,,,,,,,,
Germany,25.0,3.8,,170.0,,,,,,,,
Germany,24.0,3.8,7,200.0,,,,,,,,
Germany,24.0,3.8,5,250.0,Not available,15,On,,No,,15,3
Germany,17.0,3.8,1,80.0,Not available,,,1 km,,450.0,0.5,0.5
Germany,22.0,3.8,,120.0,,,On,1 km,No,,1.5,1
Germany,27.0,3.8,,100.0,,,On,,,,,
Germany,24.0,3.8,,200.0,Not available,,,0.6 km,No,,On,0.1
Germany,27.0,3.8,10,200.0,Not available,,,,,,,
Germany,32.0,3.8,6,270.0,Not available,,,On site,No,350.0,15,1.5
Germany,29.0,3.8,3.3,160.0,Not available,,On,,No,400.0,10,0.5
Germany,20.0,3.8,2.7,120.0,Not available,,On,0.8 km,No,,20,1
Germany,30.0,3.8,7,500.0,Not available,On,,,No,,On,0.2
Germany,27.0,3.8,4.5,160.0,Not available,,,,,,,
Netherlands,31.0,3.8,12,1200.0,,On,,,No,,,0.1
Germany,21.0,3.8,3,175.0,Not available,On,,,No,2.0,,
France,26.0,3.8,24,887.0,,,,,,,,
Germany,26.0,3.8,,175.0,Available,8,On,On site,No,3.0,6,2
Italy,22.0,3.8,,,Not available,On,,,No,,7,
Croatia,27.0,3.8,0.8,40.0,,,,,,,,
France,41.0,3.8,18,450.0,Not available,On,,,No,,7,0.01
Austria,28.0,3.8,50,470.0,Not available,,2,,No,,15,
Germany,22.0,3.8,,350.0,Available,,,On site,No,,13,1
Netherlands,34.0,3.8,14,450.0,,,On,On site,No,,10,1
Germany,28.0,3.8,1.7,84.0,Not available,,,On site,No,,10,1
Italy,21.0,3.8,33,1100.0,Available,On,,,No,,3,5
Germany,22.0,3.8,8,270.0,,,On,1 km,No,120.0,15,1.5
Netherlands,51.0,3.8,31,750.0,,2.5,,,No,,,0.5
Germany,22.0,3.8,21,300.0,Not available,,On,,No,,17,3.5
Germany,23.0,3.8,1.2,47.0,,,,,,,,
France,19.0,3.8,3,251.0,,,,0.1 km,No,,20,1
Germany,21.0,3.8,,180.0,,,,,,,,
Croatia,25.0,3.8,3,120.0,,On,,,No,,15,2
Germany,23.0,3.8,2.5,120.0,Not available,,,,No,400.0,5,1
Germany,20.0,3.8,,430.0,,,,,,,,
Austria,33.0,3.8,4,400.0,Not available,,On,,Yes,980.0,4,4
Italy,29.0,3.8,12,110.0,,,On,,Yes,,3,1
Netherlands,28.0,3.8,,,,,On,,No,,2,2
Germany,19.0,3.8,1.5,50.0,,,,,,322.0,5,0.5
Germany,18.0,3.8,80,180.0,,,On,,No,,4.5,2
Germany,24.0,3.8,,200.0,,,0.2,,,,,
Austria,30.0,3.8,1,130.0,,,,On site,Yes,,On,0.1
Germany,22.0,3.8,5.5,120.0,Not available,,,0.1 km,No,,7,7
Austria,43.0,3.8,0.8,60.0,Not available,,,On site,No,,0.5,0.5
Germany,26.0,3.8,,315.0,,,On,,,,,
Italy,45.0,3.8,,350.0,,0.1,,On site,No,,,
Germany,22.0,3.8,,120.0,Available,,,On site,,,,
Germany,22.0,3.8,2,65.0,Not available,,,12 km,Yes,,12,On
Germany,27.0,3.7,22,868.0,Not available,On,,,No,,10,0.1
Germany,36.0,3.7,2.5,141.0,Not available,,0.2,On site,No,333.0,0.5,0.01
Germany,27.0,3.7,2,180.0,Not available,,On,,,,12,0.5
Germany,23.0,3.7,14,600.0,Not available,,On,,Yes,600.0,4,1.5
Germany,25.0,3.7,12,320.0,Available,On,,,,,22,1
Germany,20.0,3.7,11,500.0,Available,,,On site,,,2,0.2
Germany,23.0,3.7,11,540.0,Not available,On,,On site,No,,13,0.3
Netherlands,23.0,3.7,,,,5,,,No,,0.2,
Germany,31.0,3.7,10,90.0,,,On,1.5 km,Yes,,1.5,1.5
Croatia,17.0,3.7,11,385.0,Not available,On,,,No,4.0,0.8,0.1
Germany,21.0,3.7,2.3,120.0,Not available,0.3,,,No,,5,0.3
Germany,25.0,3.7,2,400.0,Not available,0.1,,,No,,20,0.1
Germany,22.0,3.7,8,325.0,Not available,,On,,Yes,705.0,4,0.5
Germany,30.0,3.7,3,140.0,,,On,,No,,8,1
Germany,31.0,3.7,,160.0,Not available,,On,10 km,Yes,,10,1.5
France,20.0,3.7,,,,,,On site,No,,,0.2
Austria,33.0,3.7,1,60.0,,,,On site,No,210.0,4,0.2
Germany,18.0,3.7,50,450.0,Not available,,On,1.5 km,No,,2.5,2
Germany,24.0,3.7,1.5,52.0,Not available,,,On site,No,550.0,0.2,0.1
Germany,25.0,3.7,,195.0,Not available,,On,,No,,20,0.2
Croatia,29.0,3.7,15,434.0,Available,On,,,No,,25,1
Germany,20.0,3.7,10,500.0,Not available,On,,,No,2.0,17,2
Germany,21.0,3.7,,230.0,Not available,,On,,,,,
Belgium,24.0,3.7,1.5,80.0,Not available,,,,No,50.0,5,0.2
Germany,23.0,3.7,2.5,60.0,Not available,,,,,353.0,2,0.7
Germany,22.0,3.7,,221.0,,,On,,No,,11,
Germany,18.0,3.7,4,200.0,Not available,On,On,,No,,20,3.5
Germany,30.0,3.7,,102.0,,,,On site,,,,
Croatia,22.0,3.7,2,200.0,,0.03,,,,,30,1
Italy,27.0,3.7,,210.0,Not available,,On,,Yes,368.0,25,4
France,23.0,3.7,3,120.0,,,,0.5 km,No,,7,2
Sweden,34.0,3.7,5,300.0,Not available,On,,,No,1.0,2.2,1.1
Netherlands,30.0,3.7,30,500.0,,1,On,,,,19,0.1
Croatia,24.0,3.7,1.6,80.0,,0.02,,,No,,2,0.5
Italy,47.0,3.7,3,164.0,Not available,On,,,No,,1,0.3
Spain,46.0,3.7,12,630.0,Not available,On,,On site,No,,17,On
Germany,24.0,3.7,2,62.0,Not available,,1.5,On site,No,,5,0.2
France,21.0,3.7,5,156.0,Not available,0.2,,,No,,,1
Netherlands,33.0,3.7,49,600.0,,,On,,No,,5,0.1
Germany,18.0,3.7,6,200.0,Not available,,On,,,,4,0.5
Italy,37.0,3.7,3,191.0,Not available,,0.4,,,,7,12
Greece,23.0,3.7,24,100.0,,On,25,,No,4.0,10,3
Germany,21.0,3.7,1.8,130.0,Available,On,,,No,2.0,6,0.5
Germany,15.0,3.6,4.5,500.0,Not available,,,On site,No,65.0,1,0.5
Germany,20.0,3.6,80,240.0,Not available,,On,5 km,No,,10,2.5
Germany,23.0,3.6,1.2,120.0,Not available,,,On site,No,306.0,1.5,0.7
Austria,26.0,3.6,1.5,70.0,Not available,,5,0.3 km,Yes,,5,0.2
Germany,27.0,3.6,2,95.0,Not available,0.5,,,No,,3,4
Germany,24.0,3.6,1.7,125.0,Not available,,On,,No,690.0,12,0.4
Germany,36.0,3.6,,220.0,Not available,,On,,,380.0,,
Croatia,42.0,3.6,4,200.0,,On,2,,No,,10,1
Germany,27.0,3.6,2,90.0,Not available,,On,,No,,6,2
Netherlands,41.0,3.6,13,400.0,Not available,On,5,On site,No,,10,0.2
Austria,33.0,3.6,,70.0,Not available,,14,,No,360.0,3,0.2
Poland,19.0,3.6,,600.0,,0.4,11,1.5 km,No,,On,On
Montenegro,14.0,3.6,0.5,60.0,Not available,On,,,No,,12,0.1
Netherlands,39.0,3.6,5,280.0,Not available,On,8,,No,,10,0.5
Germany,32.0,3.6,4,200.0,Available,On,,,,1.0,14,2
Germany,20.0,3.6,25,500.0,Not available,,On,On site,No,60.0,3,3
Germany,19.0,3.6,3,150.0,Not available,,,,Yes,600.0,12,0.3
Germany,23.0,3.6,,200.0,,,,On site,,,,
Italy,45.0,3.6,"55,000",250.0,Not available,,On,,No,,25,0.5
Germany,24.0,3.6,2,120.0,Not available,,On,,,,,
Belgium,32.0,3.6,1.2,120.0,Not available,20,,,No,,3,0.4
Croatia,25.0,3.6,,,,On,,,,,,
Germany,20.0,3.6,,,,,,On site,,,,
Netherlands,26.0,3.6,,162.0,Available,On,On,,No,,14,On
Germany,20.0,3.6,,120.0,,,,,,,,
Germany,21.0,3.6,,170.0,Not available,,,On site,Yes,,8,0.1
Croatia,25.0,3.6,2.5,,,On,,,,,,
Denmark,31.0,3.6,3.2,195.0,,On,2,,No,,15,1
Germany,22.0,3.6,,400.0,,,15,On site,No,,12,0.1
Germany,23.0,3.5,6,360.0,,,,On site,Yes,,1,0.2
Germany,25.0,3.5,2,80.0,,,On,,No,,10,0.5
Germany,21.0,3.5,15,550.0,Not available,On,On,,No,2.0,10,2.5
Italy,28.0,3.5,,120.0,Not available,,0.1,,,,15,0.1
Germany,29.0,3.5,,500.0,,On,,,No,,2,1
Germany,18.0,3.5,17,450.0,Not available,,On,,No,123.0,5,0.5
Germany,25.0,3.5,3,130.0,Not available,,,On site,No,,3,0.1
Switzerland,49.0,3.5,5.4,300.0,Available,,On,On site,No,193.0,1,0.5
Germany,24.0,3.5,8.2,330.0,Not available,,On,,No,540.0,1.5,5
Sweden,30.0,3.5,12,380.0,,10,0.5,,No,,10,0.7
