country,price,rating,size_of_site,total_pitches,caravns,sea,lake,river,mountain,Height,next_city,transport
Italy,50.0,4.8,3,160.0,Not available,,,1 km,Yes,550.0,12,On
Germany,21.0,4.8,2,40.0,Available,,,,,420.0,2,1
Switzerland,34.0,4.8,4,250.0,Available,,0.2,,No,400.0,3,0.2
Albania,17.0,4.8,2.5,101.0,,40,On,7 km,No,,7,0.9
Greece,19.0,4.8,3,120.0,Not available,On,,,No,,10,0.1
Germany,43.0,4.8,0.4,40.0,Not available,,12,0.7 km,Yes,1025.0,4,0.5
Germany,19.0,4.8,3.5,100.0,,,0.2,2.5 km,No,17.0,20,0.5
North Macedonia,10.0,4.8,"5,000",50.0,Available,90,On,On site,No,700.0,3,On
Bosnia-Herzegovina,15.0,4.8,0.5,40.0,Available,,,On site,No,,,0.5
Greece,31.0,4.8,3.8,225.0,,On,,,No,,10,1
Italy,33.0,4.8,0.6,35.0,Not available,,0.6,On site,Yes,868.0,15,0.2
Bosnia-Herzegovina,21.0,4.8,1,80.0,Not available,180,50,On site,No,,2.5,2
Italy,42.0,4.8,0.4,25.0,Available,,,,Yes,240.0,25,0.01
Italy,28.0,4.8,0.1,19.0,Not available,,4,2 km,,200.0,1,0.5
Germany,27.0,4.8,,100.0,Not available,,,,,,,
Germany,23.0,4.8,,109.0,Not available,0.4,,,No,,17,2.5
Portugal,20.0,4.8,3,25.0,Not available,220,6,5 km,,400.0,6,2
Netherlands,27.0,4.8,2.6,150.0,Not available,On,,,No,2.0,10,0.1
Germany,10.0,4.8,0.35,30.0,Not available,,,2 km,,250.0,5,0.3
Germany,27.0,4.8,2,60.0,Not available,1.5,,,,1.0,12,0.4
Poland,17.0,4.8,1.8,,,0.5,,,No,,18,0.6
Bosnia-Herzegovina,20.0,4.8,0.4,40.0,Available,,,On site,No,524.0,4,10
Latvia,22.0,4.8,3,100.0,Not available,,On,7 km,,,8,0.5
Italy,36.0,4.8,4,30.0,Not available,On,,,,,2,2
Germany,29.0,4.8,6,150.0,Not available,,On,,,346.0,15,1
Romania,17.0,4.8,,24.0,Not available,,,On site,Yes,740.0,12,0.1
Italy,34.0,4.8,1.8,80.0,Not available,,2.5,,,487.0,8,0.3
Austria,39.0,4.7,2.8,137.0,Available,,10,On site,Yes,1100.0,35,On
Germany,23.0,4.7,2,121.0,Not available,110,20,20 km,No,36.0,0.6,2
Italy,38.0,4.7,2,100.0,Available,,,,No,,0.2,0.2
Austria,25.0,4.7,1,40.0,Not available,,On,0.5 km,No,303.0,15,0.3
Germany,28.0,4.7,1.6,100.0,,,On,4 km,Yes,745.0,10,1
Hungary,34.0,4.7,4,204.0,Available,,0.6,,No,140.0,0.5,0.05
Germany,29.0,4.7,3,91.0,Available,,0.2,,Yes,700.0,17,0.4
Sweden,27.0,4.7,6,50.0,Not available,45,On,10 km,No,,14,0.1
Germany,19.0,4.7,,66.0,Not available,,,On site,No,350.0,1,1
Germany,22.0,4.7,2,96.0,Available,,,0.2 km,,,2,1
Sweden,28.0,4.7,50,42.0,Not available,25,0.1,,No,64.0,25,0.3
Netherlands,41.0,4.7,26,600.0,Not available,,On,2 km,No,,5,6
Germany,19.0,4.7,3.3,100.0,Not available,,,12 km,Yes,320.0,1,0.5
Croatia,19.0,4.7,0.3,20.0,,On,,,,10.0,25,25
Germany,27.0,4.7,0.5,15.0,Not available,,0.1,0.5 km,No,385.0,10,2
Netherlands,32.0,4.7,4,133.0,Not available,On,,,,,,On
Germany,22.0,4.7,2.3,100.0,Not available,,,On site,No,268.0,13,0.5
Germany,21.0,4.7,1.2,82.0,,,On,10 km,No,25.0,10,0.3
Germany,30.0,4.7,,100.0,,,5,0.1 km,Yes,850.0,12,0.6
Switzerland,39.0,4.7,5.5,280.0,Not available,,On,On site,Yes,1860.0,3.5,0.3
Germany,25.0,4.7,4.5,300.0,Not available,,On,,,680.0,11,2.5
Germany,33.0,4.7,3,120.0,Not available,,0.03,,,27.0,12,0.15
Italy,37.0,4.7,1,75.0,Not available,,,,,,,
Slovenia,24.0,4.7,,75.0,,,,,,,,
Germany,22.0,4.7,6,120.0,Not available,,On,2 km,No,,3,1
Austria,22.0,4.7,3,210.0,,,On,,Yes,540.0,18,0.5
Austria,36.0,4.7,,100.0,Not available,,On,,Yes,,On,
Austria,31.0,4.7,1,29.0,Not available,,On,,Yes,1820.0,40,0.1
Germany,24.0,4.7,1,72.0,Not available,,,,No,,8,On
France,30.0,4.7,17,169.0,Not available,On,,,No,30.0,10,0.1
Germany,35.0,4.7,1,55.0,Not available,,On,,Yes,605.0,15,0.1
Austria,44.0,4.7,0.5,30.0,Not available,,3,,Yes,1150.0,13,0.5
Croatia,35.0,4.7,2,93.0,Not available,On,,,,5.0,40,
Switzerland,33.0,4.7,,30.0,Not available,,5,,No,470.0,5,1
Germany,22.0,4.7,,120.0,Not available,,18,On site,Yes,400.0,10,1.5
Italy,28.0,4.7,6,50.0,Available,,On,,No,,35,0.3
Denmark,24.0,4.7,13.4,320.0,Not available,0.3,2,,No,,9,9
Germany,19.0,4.7,6,80.0,Not available,,,On site,No,,,1
Austria,22.0,4.7,1,80.0,Not available,,0.05,0.1 km,Yes,712.0,10,0.05
Bosnia-Herzegovina,17.0,4.7,0.7,8.0,,50,50,On site,No,45.0,10,0.1
Germany,39.0,4.6,2.4,130.0,Not available,,On,,,597.0,9,0.2
Germany,35.0,4.6,8,322.0,Available,,,,,360.0,25,0.05
Austria,40.0,4.6,2.5,180.0,,,On,,Yes,970.0,15,0.1
Netherlands,33.0,4.6,28,1000.0,Not available,On,,,No,,,
Germany,23.0,4.6,17,609.0,Not available,0.15,On,0.5 km,No,,3,3.5
Germany,60.0,4.6,1.5,75.0,Available,,0.1,,No,,1.5,0.1
Germany,29.0,4.6,1.8,100.0,Available,,,0.1 km,,,25,0.1
Germany,24.0,4.6,3.5,160.0,Not available,,15,11 km,Yes,,11,0.3
Germany,26.0,4.6,3.7,170.0,Not available,0.7,,,No,,18,0.5
Germany,24.0,4.6,5,100.0,Not available,,0.5,3 km,No,,2.5,4.5
Netherlands,22.0,4.6,16,450.0,Not available,,8,,No,,8,0.5
Germany,25.0,4.6,20,900.0,Not available,,,,No,815.0,6,0.5
Netherlands,43.0,4.6,38,1558.0,Not available,On,,,,,1.5,1.5
Germany,25.0,4.6,1.5,100.0,,,,On site,No,,4.5,0.5
Italy,30.0,4.6,1,50.0,Not available,,30,5 km,Yes,650.0,5,0.1
Germany,28.0,4.6,,100.0,,,,,,,3,
Germany,21.0,4.6,2,60.0,Available,70,On,0.4 km,No,8.0,14,0.05
Germany,25.0,4.6,7,150.0,Not available,18,On,,No,,15,2
Italy,26.0,4.6,3.5,157.0,Not available,,1,,Yes,480.0,8,1
Italy,23.0,4.6,1.6,120.0,Not available,,,0.5 km,Yes,850.0,3,0.5
Germany,36.0,4.6,3.5,145.0,Not available,,,,Yes,550.0,33,0.3
Montenegro,14.0,4.6,0.315,30.0,,On,50,,No,,12,0.1
Germany,29.0,4.6,1,46.0,Not available,,,On site,,,20,0.2
Germany,35.0,4.6,,120.0,Not available,,On,,No,,9,1
Germany,23.0,4.6,1,30.0,Not available,,,2 km,Yes,368.0,10,0.2
France,25.0,4.6,4,74.0,Not available,70,4,5 km,No,350.0,1.6,1.2
Germany,14.0,4.6,7,230.0,Not available,,,,,,,
Germany,26.0,4.6,1.5,67.0,Not available,,0.2,,No,,2,0.5
Germany,30.0,4.6,3,60.0,Not available,229,On,1 km,No,,15,1
Germany,32.0,4.6,2,160.0,Not available,0.35,,,No,2.0,4,0.2
Austria,26.0,4.6,,65.0,Not available,,5,On site,Yes,1110.0,30,30
Germany,23.0,4.6,20,120.0,Not available,,On,0.5 km,No,90.0,12,0.5
Germany,29.0,4.6,1,120.0,Available,0.3,,,No,5.0,6,0.5
France,27.0,4.6,10,160.0,Not available,,On,0.6 km,No,,20,6
Germany,25.0,4.6,2,80.0,Not available,,On,,No,44.0,10,10
Austria,28.0,4.6,2.5,49.0,Not available,,15,On site,Yes,500.0,15,0.5
Austria,26.0,4.6,3,40.0,Available,,10,On site,Yes,990.0,23,0.5
Germany,26.0,4.6,3,120.0,Available,,On,,No,570.0,8,On
Germany,17.0,4.6,2.5,66.0,Available,60,3,On site,No,,On,0.5
Germany,23.0,4.6,1,60.0,,,,10 km,No,,9,
Germany,21.0,4.6,10,75.0,Not available,,On,,,,,
Germany,18.0,4.6,,24.0,Not available,,,,No,,0.2,0.5
Croatia,17.0,4.6,0.3,20.0,Not available,0.1,,,No,,1,0.3
Poland,16.0,4.6,0.7,60.0,Not available,,1,On site,,90.0,11,1
Germany,22.0,4.6,5,90.0,Not available,,On,3 km,No,50.0,2.5,0.2
Germany,25.0,4.6,3.4,90.0,Not available,,25,0.8 km,No,,14,0.8
Germany,18.0,4.6,3.5,100.0,Available,75,On,1 km,No,,7,1
Germany,24.0,4.6,1,35.0,Not available,,On,,Yes,500.0,6,0.5
Austria,27.0,4.6,0.5,36.0,Not available,,0.5,,Yes,955.0,20,0.8
Netherlands,45.0,4.6,11,400.0,Not available,1.2,4,,No,,12,3
Sweden,24.0,4.6,,75.0,,On,On,,No,,25,25
Sweden,22.0,4.6,4,100.0,Not available,,On,,No,,,2
Switzerland,28.0,4.6,,,,,,,Yes,,,On
Germany,17.0,4.6,,240.0,Not available,,,On site,No,,,0.3
Croatia,24.0,4.6,10,30.0,Available,On,,,,,,1
Montenegro,15.0,4.6,0.212,30.0,,On,50,,No,,12,0.1
Germany,20.0,4.6,5,200.0,Not available,5,,,No,1.0,5,3
Germany,25.0,4.6,3.5,110.0,,,8,,Yes,,2.8,0.1
Germany,27.0,4.5,8.2,200.0,Available,,On,On site,Yes,450.0,10,3
Germany,33.0,4.5,2.5,100.0,Not available,,,On site,No,,0.1,0.3
Germany,38.0,4.5,5,200.0,Not available,,On,,Yes,600.0,5,0.1
Germany,33.0,4.5,1.8,110.0,Not available,,,8 km,No,334.0,5,On
Italy,31.0,4.5,25,125.0,Not available,,On,On site,Yes,,30,0.2
Germany,23.0,4.5,4,140.0,Not available,,15,20 km,No,350.0,12,0.8
Austria,31.0,4.5,5.5,250.0,Available,,4,0.5 km,Yes,612.0,40,0.2
Denmark,40.0,4.5,26,800.0,Not available,On,On,,No,,30,1
Germany,22.0,4.5,5,180.0,Not available,100,On,,No,,25,0.5
Hungary,38.0,4.5,2,75.0,,,,On site,,,,0.1
Germany,27.0,4.5,,108.0,Available,,On,,Yes,788.0,12,0.2
Germany,23.0,4.5,7,140.0,,,On,,,500.0,18,3
Croatia,22.0,4.5,4,100.0,Available,,,On site,,136.0,4,0.5
Germany,32.0,4.5,1.2,46.0,Not available,,,On site,No,106.0,2.5,0.3
Austria,23.0,4.5,1.3,100.0,Not available,,On,,Yes,540.0,18,0.4
Austria,32.0,4.5,2,100.0,Not available,,,0.5 km,Yes,575.0,30,0.1
Austria,31.0,4.5,8.8,,Not available,,0.2,2 km,Yes,612.0,36,0.2
Austria,32.0,4.5,,50.0,,,,On site,No,,,
Sweden,30.0,4.5,5,195.0,Available,On,,,No,,15,15
Germany,22.0,4.5,2.5,120.0,,,,On site,Yes,90.0,9,0.5
Austria,31.0,4.5,3,160.0,Not available,,On,5 km,Yes,757.0,1.5,On
Germany,25.0,4.5,3,100.0,Not available,,,0.05 km,,,0.5,0.5
Italy,30.0,4.5,1.1,75.0,Not available,,10,,Yes,1000.0,1,0.1
Poland,12.0,4.5,5,60.0,,,On,,No,,10,0.3
Germany,30.0,4.5,6,25.0,Not available,,On,,,500.0,3,1.5
Germany,33.0,4.5,2,11.0,Not available,,,,Yes,210.0,5,1
Germany,27.0,4.5,,45.0,Not available,,,,No,450.0,7,0.2
Albania,14.0,4.5,2,24.0,Not available,25,0.1,,No,120.0,15,1.2
Czech Republic,27.0,4.5,3,110.0,,,,4 km,No,,5,0.1
Germany,23.0,4.5,4,120.0,Not available,3,On,,No,,12,1.5
Germany,26.0,4.5,9,150.0,Not available,,On,7.5 km,No,175.0,5,1.5
Germany,20.0,4.5,,50.0,Not available,,,,Yes,,7,0.2
Austria,30.0,4.5,3,120.0,Not available,,4,1 km,Yes,,8,1.5
Germany,25.0,4.5,4,125.0,Not available,,,0.2 km,No,,6,0.4
Germany,19.0,4.5,,80.0,Not available,,,On site,No,,8,0.5
Greece,25.0,4.5,10,75.0,,On,10,On site,No,,7,1
Germany,18.0,4.5,3.5,179.0,Not available,,,,,,,
Denmark,36.0,4.5,,400.0,Not available,,,,,,1.5,1
Germany,20.0,4.5,3,98.0,Not available,,,On site,,,,
Italy,43.0,4.5,12,450.0,Not available,On,1,12 km,No,,40,2
Germany,25.0,4.5,2,40.0,Not available,,16,2 km,No,300.0,6,0.5
Croatia,39.0,4.5,1.5,50.0,Available,On,,On site,,,36,
Great Britain,15.0,4.5,,,,On,,,No,,,86
Germany,21.0,4.5,2,72.0,Not available,,0.25,,No,470.0,12,0.15
France,22.0,4.5,335,450.0,Not available,On,,,,,15,On
Germany,26.0,4.5,8,319.0,Not available,0.2,,,No,,25,0.2
Germany,17.0,4.5,3,80.0,,,,On site,Yes,,5,1
Germany,26.0,4.4,3.5,300.0,Not available,,,On site,No,,4,0.5
Germany,29.0,4.4,1.7,110.0,Not available,,On,On site,Yes,730.0,7,0.2
Germany,21.0,4.4,10,200.0,Available,,0.05,5 km,No,97.0,3,On
Germany,26.0,4.4,7.5,140.0,Not available,40,On,3 km,No,,,0.5
Germany,27.0,4.4,,100.0,Not available,,,,,,,
Italy,32.0,4.4,1,50.0,,,,On site,Yes,330.0,2,0.5
Germany,35.0,4.4,6,92.0,,,,,,,15,2
Croatia,19.0,4.4,7,210.0,,On,,,,,,
Spain,35.0,4.4,24,821.0,Not available,On,,4 km,No,,20,5
Germany,25.0,4.4,1.5,100.0,Not available,,On,,No,,10,10
Germany,17.0,4.4,,40.0,Not available,,5,,Yes,400.0,4,0.5
Germany,28.0,4.4,4,160.0,Not available,,,On site,Yes,422.0,15,0.5
Croatia,21.0,4.4,,70.0,,On,,,,,,
Germany,25.0,4.4,3.5,150.0,Not available,,,On site,Yes,335.0,5,On
Germany,23.0,4.4,1.2,50.0,Not available,,,,Yes,,10,4.5
Germany,24.0,4.4,5,200.0,Not available,,,On site,,102.0,10,0.7
Italy,33.0,4.4,2.5,150.0,Not available,,,,No,,1,0.1
Germany,34.0,4.4,,280.0,,,,,,,,
Germany,29.0,4.4,,90.0,Not available,,1,,,,,On
Croatia,16.0,4.4,,,,,,,,,,
Poland,20.0,4.4,2.3,95.0,Not available,On,1,2 km,No,,2,0.5
Croatia,17.0,4.4,,50.0,,,,,,,,
Germany,17.0,4.4,4.2,200.0,Not available,150,On,,No,,7,7
Germany,27.0,4.4,6,120.0,Not available,,,0.2 km,,,,0.1
Germany,17.0,4.4,1,60.0,Not available,100,0.04,,No,63.0,7.5,2
Germany,24.0,4.4,5,200.0,Not available,,,,No,220.0,1,0.5
Greece,25.0,4.4,,400.0,Not available,On,,,No,,8,0.2
Germany,29.0,4.4,7,300.0,Not available,On,,,No,1.0,20,0.1
Germany,21.0,4.4,4,230.0,Not available,,0.5,,No,297.0,7,0.1
Czech Republic,23.0,4.4,4.5,170.0,,,On,,Yes,,0.8,0.1
Denmark,27.0,4.4,25,700.0,Not available,On,,,No,,15,1
Germany,18.0,4.4,13,280.0,Available,,,On site,No,10.0,1,0.5
Poland,18.0,4.4,3,200.0,Not available,0.2,1,1 km,No,,On,0.5
France,43.0,4.4,10,542.0,,On,,4 km,No,,15,0.4
Germany,21.0,4.4,,100.0,Not available,,,,,,,
Italy,36.0,4.4,7,65.0,Not available,,On,,No,60.0,10,0.5
Austria,23.0,4.4,0.8,60.0,Not available,,2,On site,No,275.0,0.5,
Italy,39.0,4.4,,350.0,,,On,,Yes,,15,
Germany,16.0,4.4,6,340.0,Not available,,,On site,No,,6,
Germany,24.0,4.4,7,300.0,Available,,,,No,225.0,8,3
Germany,18.0,4.4,5,220.0,Not available,,On,,No,,9,0.1
Norway,35.0,4.4,3,100.0,Not available,On,On,,,,150,0.5
Switzerland,43.0,4.4,2,140.0,Not available,,0.5,,Yes,440.0,15,0.5
Germany,19.0,4.4,3,100.0,Not available,,On,On site,No,242.0,3,2.5
Germany,23.0,4.4,1,50.0,Not available,,,,,,On,1
France,25.0,4.4,7,266.0,Not available,80,,On site,No,120.0,18,
Germany,24.0,4.4,2,160.0,Not available,,7,,Yes,760.0,18,1
Romania,16.0,4.4,0.5,30.0,Available,,4,2 km,Yes,170.0,23,2
Croatia,19.0,4.4,7,40.0,Not available,0.6,,,No,,3.5,0.3
Germany,25.0,4.4,1,40.0,Available,,,,No,,15,15
Germany,32.0,4.3,18,450.0,Not available,8,On,,No,18.0,8,On
Germany,37.0,4.3,,269.0,Not available,,On,,No,401.0,4,0.5
Germany,23.0,4.3,4,170.0,Not available,,,On site,,,,
Germany,23.0,4.3,6,364.0,Not available,On,,,No,,10,0.3
Germany,24.0,4.3,1,50.0,Not available,,On,,No,530.0,2,0.5
Germany,26.0,4.3,55,250.0,Not available,,,On site,No,73.0,3,1
Italy,28.0,4.3,1.2,130.0,Not available,,,On site,Yes,500.0,9,0.2
Germany,38.0,4.3,3,180.0,Not available,,,On site,No,,0.6,0.8
Germany,23.0,4.3,,80.0,Not available,,On,,No,480.0,1.5,1
Germany,29.0,4.3,2.5,160.0,Not available,On,5,,No,1.0,10,0.1
Germany,20.0,4.3,2.3,150.0,Not available,,2.5,On site,Yes,80.0,0.8,0.5
Germany,20.0,4.3,3,85.0,Not available,,0.3,On site,No,75.0,15,0.4
Netherlands,28.0,4.3,40,620.0,Not available,,,On site,No,,2,1
Germany,17.0,4.3,2.6,93.0,Available,0.4,,,No,,6,1
Germany,43.0,4.3,12,50.0,Not available,,On,3 km,No,480.0,5,On
Italy,44.0,4.3,0.9,58.0,Not available,,4.5,2 km,Yes,240.0,16,0.3
Germany,27.0,4.3,1,76.0,Available,,,,No,143.0,7,On
Germany,15.0,4.3,2,136.0,Not available,,On,On site,No,,2,0.5
Germany,21.0,4.3,2,40.0,Not available,,3,1.5 km,,524.0,6,0.8
Germany,19.0,4.3,2,130.0,Not available,,,,,,,
Italy,28.0,4.3,2.5,160.0,Available,,,,Yes,1040.0,12,3
Germany,26.0,4.3,12,600.0,Not available,,On,,,,20,1
Germany,33.0,4.3,4,50.0,Not available,,On,,,750.0,1,1
Germany,23.0,4.3,1.2,90.0,Not available,,,On site,Yes,418.0,1.5,0.3
Germany,27.0,4.3,2,98.0,Not available,,2,1 km,No,128.0,10,5
Germany,20.0,4.3,3,115.0,Available,,,,No,300.0,10,0.5
Italy,65.0,4.3,17,220.0,Not available,0.4,,,No,,8,0.1
Germany,26.0,4.3,1,150.0,Not available,,5,0.5 km,Yes,813.0,14,0.1
Croatia,15.0,4.3,1,60.0,Not available,4,4,3 km,,,5,0.05
Germany,24.0,4.3,5,150.0,Not available,,On,,No,,1.5,0.05
Germany,32.0,4.3,5,229.0,Not available,,,,No,250.0,1,1
Austria,35.0,4.3,1.2,45.0,Not available,,3,0.12 km,Yes,806.0,17,3.5
Germany,28.0,4.3,2,170.0,Available,,On,1 km,,447.0,9.5,1
Germany,16.0,4.3,2.5,88.0,Not available,,On,1 km,No,45.0,5,2
Germany,22.0,4.3,1.5,40.0,Available,,,,,74.0,,
Croatia,19.0,4.3,,120.0,,0.02,,,,,,
Germany,19.0,4.3,5,230.0,Not available,,On,0.5 km,Yes,580.0,2,2
Germany,22.0,4.3,7,450.0,Not available,,On,1 km,No,700.0,4.5,1
Germany,20.0,4.3,5,140.0,Not available,,On,On site,No,10.0,17,3
Germany,20.0,4.3,,100.0,Available,,,,No,,13,0.8
Germany,26.0,4.3,3.5,150.0,Not available,,On,,No,,15,0.3
Germany,19.0,4.3,,136.0,Not available,1,,,No,,30,On
Germany,22.0,4.3,1.2,100.0,Not available,,,On site,No,600.0,15,0.2
