country,price,rating,size_of_site,total_pitches,caravns,sea,lake,river,mountain,Height,next_city,transport
France,17.0,5.0,1,60.0,Available,,,On site,Yes,630.0,0.9,On
France,18.0,5.0,0.5,6.0,Not available,180,15,2 km,,350.0,30,20
France,19.0,5.0,10,60.0,,,,,No,,4,4
France,27.0,5.0,1.7,80.0,Not available,,,0.8 km,Yes,,4,
France,10.0,5.0,1.74,31.0,,300,20,On site,No,,5,On
France,19.0,5.0,1.5,84.0,,25,1.5,,,,1.5,
France,13.0,5.0,40,66.0,Not available,,,,,,,
France,37.0,5.0,4.5,216.0,,2.5,,,,,40,2
France,33.0,5.0,10,162.0,,2.5,,,No,,2.5,1
France,20.0,5.0,1.1,100.0,,On,,,,,5,0.3
France,38.0,5.0,,50.0,Not available,0.4,,,,,6,6
France,29.0,5.0,7,241.0,Not available,2.8,,0.8 km,,,1.5,1.5
France,44.0,5.0,,370.0,,1.8,,,,,1.8,
France,22.0,5.0,7,30.0,Not available,138,6,1 km,No,,5,0.7
France,28.0,5.0,2.3,126.0,,0.15,,2 km,,,2,2
France,32.0,5.0,6,230.0,,0.05,,,No,,,0.5
France,25.0,5.0,12,213.0,Not available,,On,,No,,,
France,18.0,5.0,2,90.0,,,,,Yes,,18,
France,18.0,5.0,,,Not available,,,On site,,,,0.5
France,16.0,5.0,,10.0,Not available,,25,5 km,,1000.0,,
France,14.0,5.0,2,90.0,,,,On site,,1137.0,,
France,27.0,5.0,,,,,,0.3 km,No,,,
France,16.0,5.0,3,100.0,,,25,On site,No,,16,16
France,24.0,5.0,3,50.0,,18,,5 km,Yes,,18,1
France,24.0,5.0,3,50.0,,18,,5 km,Yes,,18,1
France,32.0,5.0,,,,1.5,,,No,,,On
France,11.0,5.0,,10.0,,15,,,No,,15,2
France,23.0,5.0,7,120.0,Available,11,6,11 km,Yes,300.0,11,4
France,26.0,5.0,,,,0.4,,,No,,,0.15
France,20.0,5.0,,,,,,,Yes,,,
France,18.0,5.0,2.5,54.0,Not available,,,,No,,4,8
France,31.0,5.0,,,Not available,,,,Yes,,,
France,23.0,5.0,,,,,,On site,Yes,,12,1
France,35.0,5.0,,78.0,,,30,,Yes,,28,2
France,17.0,5.0,,,,,10,,Yes,,,1.5
France,19.0,5.0,0.7,37.0,Not available,,0.8,On site,Yes,450.0,12,On
France,31.0,5.0,15,470.0,,0.7,,,,,,2.5
France,13.0,5.0,1,22.0,,,12,6 km,Yes,,12,12
France,12.0,5.0,3,12.0,,,,,No,,15,15
France,12.0,5.0,3,12.0,,,,,No,,15,15
France,17.0,5.0,,,Not available,,5,,No,,,
France,18.0,5.0,,,Not available,,1,On site,Yes,,,On
France,18.0,5.0,,80.0,,,On,,No,,5,15
France,27.0,5.0,,,Not available,,,On site,Yes,,,On
France,35.0,5.0,2.5,118.0,,,,On site,Yes,720.0,35,0.1
France,26.0,5.0,1.2,69.0,Not available,,,On site,Yes,950.0,12,0.1
France,21.0,5.0,6.5,25.0,,,10,,Yes,600.0,5,
France,20.0,5.0,1.3,32.0,Available,,,On site,No,85.0,8,20
France,19.0,5.0,3.5,65.0,Not available,,,,,,,
France,22.0,5.0,5,120.0,,,,On site,No,,35,3
France,30.0,5.0,,,,,,1 km,,,5,5
France,18.0,5.0,5,151.0,Not available,,,On site,,130.0,20,4
France,23.0,5.0,3,94.0,,,,,Yes,,19,0.1
Great Britain,18.0,5.0,6.8,31.0,Not available,,,,,,,
Great Britain,21.0,5.0,,50.0,,,,,Yes,,19,0.5
Netherlands,21.0,5.0,1,20.0,Not available,,20,2 km,No,,20,5
Netherlands,40.0,5.0,14,370.0,,,0.2,2 km,No,,5,1.5
Netherlands,17.0,5.0,,20.0,,,3,,,,7,2.5
Netherlands,20.0,5.0,,20.0,,1,2,,No,,10,1
Netherlands,23.0,5.0,2,30.0,Not available,1,0.5,,No,,12,2
Netherlands,32.0,5.0,5,160.0,Not available,,2,,No,,15,2
Netherlands,23.0,5.0,1.3,40.0,Not available,,,,No,,,1
Netherlands,15.0,5.0,8.5,320.0,Not available,,,,,,,
Netherlands,24.0,5.0,3,60.0,,,,,,,,
Netherlands,22.0,5.0,15,67.0,,,,,,,,
Netherlands,19.0,5.0,,50.0,,,,On site,No,,12,On
Netherlands,20.0,5.0,1.1,28.0,Not available,,7,,No,14.0,7,3
Netherlands,18.0,5.0,3,12.0,,,,,,,2.5,0.5
Netherlands,18.0,5.0,3,12.0,,,,,,,2.5,0.5
Netherlands,22.0,5.0,5.5,230.0,,,,,,,,
Netherlands,15.0,5.0,3,60.0,Not available,,3,On site,No,,5,5
Netherlands,19.0,5.0,7,160.0,Not available,,,,,,,
Netherlands,15.0,5.0,,,,,1,On site,No,,,
Netherlands,24.0,5.0,22,347.0,,,6,,No,,12,On
Netherlands,20.0,5.0,8,120.0,,10,1,On site,No,,9,0.1
Netherlands,19.0,5.0,,,,,On,,No,,,1
Netherlands,20.0,5.0,6,130.0,Not available,,,,No,,2,1.5
Netherlands,31.0,5.0,18,325.0,,,,4 km,,,,1
Netherlands,18.0,5.0,,130.0,,,,,No,,15,1
Netherlands,19.0,5.0,1.2,43.0,Not available,,,,,,5,
Netherlands,26.0,5.0,,,,,,,,,,
Netherlands,16.0,5.0,1,25.0,Not available,,,,No,,8,0.3
Netherlands,17.0,5.0,0.44,17.0,Not available,,,,No,,11,2.5
Netherlands,16.0,5.0,1.5,50.0,,,,,,,10,0.5
Netherlands,20.0,5.0,1.5,20.0,Not available,,5,,No,25.0,12,12
Netherlands,14.0,5.0,,14.0,Not available,,,,,,,
Netherlands,15.0,5.0,1.75,24.0,Not available,,,4 km,No,,5,0.3
Netherlands,21.0,5.0,,234.0,,,1,,No,,0.3,0.5
Netherlands,21.0,5.0,15,270.0,,,On,On site,No,,15,1
Netherlands,22.0,5.0,3,75.0,Not available,,,,No,,5,1
Netherlands,34.0,5.0,15,364.0,,,,10 km,No,,15,0.5
Netherlands,30.0,5.0,,107.0,,,,,No,,7,3
Portugal,18.0,5.0,6.5,200.0,,4,0.75,,No,,25,3
Portugal,24.0,5.0,,,,0.2,,,No,,,0.1
Sweden,35.0,5.0,6,196.0,Available,40,On,5 km,No,100.0,2,2
Sweden,20.0,5.0,,54.0,,,On,,No,,30,2
Switzerland,33.0,5.0,,,,,,On site,Yes,,,0.5
Switzerland,33.0,5.0,,74.0,,,,,,,,
Switzerland,31.0,5.0,,75.0,,,,1 km,Yes,,,0.5
Ireland,30.0,5.0,2.5,40.0,Not available,On,4,On site,,,8,0.1
Ireland,26.0,5.0,,70.0,Available,,,On site,,,11,11
Belgium,15.0,5.0,,,,,,On site,No,,,On
Belgium,23.0,5.0,3,122.0,Available,12,,On site,Yes,320.0,3,1
Belgium,19.0,5.0,,,,,,,No,,,
Belgium,20.0,5.0,2,86.0,Not available,,18,On site,No,,7,On
Belgium,20.0,5.0,2.8,39.0,Not available,,,On site,No,382.0,12,12
Belgium,12.0,5.0,6,512.0,,2,,On site,No,,5,0.5
Belgium,20.0,5.0,,335.0,,,0.2,3 km,No,,1,1
Belgium,34.0,5.0,85,945.0,,,On,,No,,4,0.1
Belgium,22.0,5.0,,,,,,On site,No,,,On
Germany,16.0,5.0,5,80.0,Not available,,20,On site,Yes,,15,0.5
Austria,18.0,5.0,8,50.0,,,,,Yes,,1,
Norway,34.0,5.0,,175.0,,On,,On site,No,,1,On
Norway,21.0,5.0,5,12.0,,,,On site,No,,60,0.5
Norway,38.0,5.0,,190.0,,On,,,No,,1.5,0.5
Norway,38.0,5.0,,190.0,,On,,,No,,1.5,0.5
Hungary,14.0,5.0,2,300.0,,,,1 km,No,,,0.2
Greece,19.0,5.0,,54.0,,0.3,,,,,15,0.01
Greece,21.0,5.0,,70.0,,,,,Yes,,1,
Greece,22.0,5.0,14,75.0,,On,,,No,,7,1
Spain,29.0,5.0,25,,Not available,,,,,,,
Spain,33.0,5.0,2.5,350.0,Not available,,,On site,Yes,750.0,60,7
Spain,8.0,5.0,,125.0,,10,,,No,,,
Spain,25.0,5.0,6,300.0,,,,,,,,
Spain,23.0,5.0,0.7,232.0,,60,9,0.1 km,Yes,,80,0.6
Spain,21.0,5.0,,40.0,,,400,,Yes,,120,On
Spain,21.0,5.0,14,60.0,,,,0.4 km,Yes,,60,0.3
Spain,33.0,5.0,6,250.0,Not available,,,,,,,
Spain,32.0,5.0,5,217.0,Not available,48,20,2 km,Yes,,20,12
Spain,35.0,5.0,6,449.0,Available,On,,On site,No,,1,On
Spain,22.0,5.0,10,400.0,Available,On,On,,No,,24,1
Spain,25.0,5.0,,140.0,Not available,,0.1,,Yes,960.0,30,0.1
Spain,36.0,5.0,2,196.0,Not available,On,,,No,,8,1
Spain,22.0,5.0,,32.0,,45,,1.5 km,Yes,500.0,30,0.1
Iceland,16.0,5.0,1,30.0,Not available,16,10,On site,Yes,100.0,16,16
Iceland,45.0,5.0,,,,,0.3,,,,100,2.5
Austria,22.0,5.0,1,18.0,,,,On site,Yes,,55,0.3
Italy,24.0,5.0,12,50.0,Not available,,,,Yes,875.0,35,8
Czech Republic,22.0,5.0,18,70.0,,,,1 km,No,,20,On
Ireland,33.0,5.0,,,,5,,,,,,
Great Britain,14.0,5.0,,20.0,Not available,1,,,,,,
France,14.0,5.0,2.5,30.0,Not available,10,,,No,,5,15
Italy,25.0,5.0,2.3,160.0,Not available,,,,Yes,1250.0,80,0.3
France,22.0,5.0,2,60.0,Not available,16,,On site,,,1,2
France,14.0,5.0,0.8,45.0,Not available,0.4,,,No,,3,1.5
France,22.0,5.0,2,60.0,Not available,16,,On site,,,1,2
France,14.0,5.0,0.8,45.0,Not available,0.4,,,No,,3,1.5
Hungary,15.0,5.0,0.6,7.0,Not available,,,10 km,No,,22,3
Latvia,21.0,5.0,6,24.0,,,,,,,,
Portugal,21.0,5.0,1.1,15.0,,,13,8 km,,,16,1
Italy,30.0,5.0,0.6,42.0,,,,,,,,
Czech Republic,13.0,5.0,1,25.0,Not available,,2.5,,Yes,,8,0.5
Poland,10.0,5.0,1.3,90.0,,1.5,30,30 km,No,,On,0.3
Latvia,10.0,5.0,3,40.0,,,,,,,,
Netherlands,25.0,5.0,1.5,15.0,Not available,6,,,No,,,On
Great Britain,20.0,5.0,1.82,40.0,,,,,,,,
Great Britain,20.0,5.0,,30.0,,,,,,,,
Great Britain,25.0,5.0,2,45.0,Not available,4,,3 km,No,,10,10
Netherlands,22.0,5.0,2,16.0,Not available,11,17,,No,,5,5
Ireland,23.0,5.0,1,29.0,,,On,On site,No,,5,5
Spain,42.0,5.0,4,84.0,Not available,5,,,No,50.0,8,0.5
France,33.0,5.0,3,157.0,Not available,0.5,,,,,2.5,0.5
Great Britain,35.0,5.0,,60.0,,2,,,No,,7,0.3
France,18.0,5.0,3,5.0,,200,8,4 km,,,15,6
France,17.0,5.0,2,20.0,Not available,,15,1 km,Yes,850.0,22,15
Netherlands,17.0,5.0,1,30.0,Not available,,,5 km,No,,5,2
Belgium,25.0,5.0,17,379.0,Not available,,,1.4 km,,,,
Sweden,35.0,5.0,,30.0,Not available,30,On,,No,,80,30
Netherlands,13.0,5.0,0.5,15.0,,,,,,,,
Italy,27.0,5.0,10,18.0,Available,40,,,Yes,,15,1
Ukraine,3.0,5.0,,10.0,Available,,,,,,,
Latvia,16.0,5.0,1,20.0,Not available,30,,On site,No,,15,2
Great Britain,25.0,5.0,,,,,On,1 km,No,,,1
France,16.0,5.0,10,87.0,,,,On site,No,,8,
France,19.0,5.0,14,80.0,Available,,On,,No,,15,
Italy,22.0,5.0,35,115.0,,80,100,1 km,,,12,1.5
Italy,12.0,5.0,,,,,,,,,,
Poland,8.0,5.0,0.5,10.0,,,,5 km,No,,10,20
Bosnia-Herzegovina,12.0,5.0,1.5,20.0,Available,180,50,On site,,455.0,18,18
Czech Republic,20.0,5.0,1.6,30.0,,,,,,405.0,8,0.5
Netherlands,20.0,5.0,1.5,40.0,Not available,,,,No,,8,0.9
Czech Republic,7.0,5.0,,,,,,On site,Yes,,1,1
France,20.0,5.0,1.5,6.0,,9,,,,,8,0.5
Netherlands,22.0,5.0,1,25.0,Not available,,On,,No,,12,0.5
Spain,28.0,5.0,,70.0,,70,30,2 km,Yes,,50,3
Great Britain,30.0,5.0,70,100.0,Available,,On,On site,,,,
Hungary,20.0,5.0,,6.0,,,,,,,,
Lithuania,30.0,5.0,0.7,10.0,,,On,0.2 km,No,,28,4
Netherlands,50.0,5.0,18,108.0,Not available,,1,,No,,20,1
Great Britain,28.0,5.0,2.7,30.0,Available,,,,,,,
Great Britain,20.0,5.0,,40.0,Not available,,,,,,,
Great Britain,22.0,5.0,,,Not available,,,,No,,5,On
Great Britain,30.0,5.0,,100.0,Not available,,,,,,,
Germany,20.0,5.0,8,121.0,Not available,,,,No,74.0,,4
France,10.0,5.0,2,25.0,Not available,,0.3,,,350.0,10,
Spain,21.0,5.0,44,65.0,Not available,18,4,10 km,,,10,2
Italy,23.0,5.0,0.5,15.0,Not available,,On,,No,300.0,5,1
Spain,30.0,5.0,5,74.0,Not available,35,,40 km,,,40,5
Netherlands,15.0,5.0,1,20.0,Not available,11,4,,No,,8,2
Czech Republic,10.0,5.0,1,60.0,Not available,,,On site,Yes,400.0,20,0.2
Italy,23.0,5.0,0.5,15.0,Not available,,On,,No,300.0,5,1
Spain,30.0,5.0,5,74.0,Not available,35,,40 km,,,40,5
Netherlands,15.0,5.0,1,20.0,Not available,11,4,,No,,8,2
Czech Republic,10.0,5.0,1,60.0,Not available,,,On site,Yes,400.0,20,0.2
Czech Republic,22.0,5.0,,,,,On,,Yes,380.0,On,2
Poland,18.0,5.0,,,,,,,,,,
Estonia,15.0,5.0,1.5,,Available,,,,,,,
Belarus,11.0,5.0,9.5,1500.0,Available,,On,,No,,10,
France,23.0,5.0,2,24.0,Not available,,,,,,,
Great Britain,21.0,5.0,,,,8,,,No,,,
Turkey,12.0,5.0,6,50.0,Available,,,,,,,
Bosnia-Herzegovina,20.0,5.0,,,,,,On site,,,3,3
Greece,50.0,5.0,,40.0,Not available,0.2,,0.4 km,Yes,,0.5,
Norway,24.0,5.0,3.6,17.0,Available,On,,,,,36,
Czech Republic,7.0,5.0,3.5,50.0,Not available,,,,No,400.0,8,On
Netherlands,16.0,5.0,2.5,90.0,Not available,,10,,No,,8,0.1
Croatia,21.0,5.0,,15.0,,,,,,,,
Poland,13.0,5.0,0.5,20.0,Not available,,On,,No,,,
Czech Republic,10.0,5.0,1,13.0,Not available,,3,,Yes,600.0,5,On
Turkey,8.0,5.0,,10.0,Available,120,30,10 km,No,1000.0,1,1
Italy,28.0,5.0,,67.0,,,,,,,,
Slovakia,12.0,5.0,,100.0,Not available,,0.5,,Yes,450.0,5,1
Austria,25.0,5.0,0.6,8.0,Not available,,,8 km,Yes,490.0,15,0.8
Romania,13.0,5.0,1.5,40.0,,,,,,,,
Sweden,15.0,5.0,2,16.0,Not available,,On,,No,3.0,30,On
Iceland,25.0,5.0,,,,,,,,,,
France,17.0,5.0,3,6.0,,,12,12 km,,730.0,5,30
Norway,25.0,5.0,,30.0,Not available,On,,,No,2.0,40,0.5
Bosnia-Herzegovina,14.0,5.0,,10.0,,,,,,,,
Austria,25.0,5.0,,,,,,,,,,
Norway,24.0,5.0,,,,0.05,,,Yes,,,
France,36.0,5.0,3,,,,,0.5 km,No,69.0,14,2
Moldova,8.0,5.0,,8.0,,,,On site,No,,25,On
Moldova,8.0,5.0,,8.0,,,,On site,No,,25,On
Ukraine,2.0,5.0,5,50.0,,,,On site,No,,15,2
Hungary,14.0,5.0,,5.0,Not available,,,,,,,
Germany,19.0,5.0,1.1,45.0,Not available,,,On site,No,420.0,0.5,1
Spain,16.0,5.0,50,55.0,Not available,0.5,,,,10.0,6,On
Latvia,15.0,5.0,,,,,,,,,,
Netherlands,27.0,5.0,2.5,75.0,Not available,,3,,No,10.0,5,1
Poland,28.0,5.0,20,20.0,Available,,On,,No,130.0,15,
Italy,17.0,5.0,5,44.0,,On,,,,,15,0.7
Serbia,10.0,5.0,0.03,5.0,Not available,,10,10 km,No,100.0,,1
Germany,19.0,5.0,,50.0,Not available,,On,,No,286.0,10,0.3
Italy,20.0,5.0,3.3,100.0,Not available,On,,,,10.0,1.5,2
Greece,15.0,5.0,27,196.0,Not available,On,,On site,,,40,0.5
Lithuania,20.0,5.0,6,60.0,Not available,0.3,,,,,4,0.1
Latvia,10.0,5.0,40,100.0,Available,,,,,,,
Serbia,23.0,5.0,0.5,10.0,Not available,,,On site,No,,4,
France,19.0,5.0,,68.0,Not available,,,On site,,,,0.5
France,20.0,5.0,0.5,24.0,Not available,,,0.05 km,,750.0,20,20
Hungary,15.0,5.0,0.7,15.0,Not available,,78,0.2 km,Yes,200.0,14,0.1
Montenegro,15.0,5.0,0.1,10.0,,On,20,,No,30.0,2,5
Netherlands,22.0,5.0,,24.0,Not available,,On,On site,No,44.0,3.4,1
Germany,19.0,5.0,,6.0,,,,On site,No,50.0,1,On
Germany,15.0,5.0,,35.0,Not available,,,On site,,150.0,10,0.5
Russia,10.0,5.0,1,10.0,,On,0.5,,,,47,0.1
Czech Republic,11.0,5.0,0.4,32.0,,,,On site,,,1,0.2
Slovenia,40.0,5.0,,10.0,Not available,,,,No,,,
Hungary,15.0,5.0,0.4,20.0,Not available,,1,,,,2,0.5
Netherlands,17.0,5.0,0.6,8.0,Not available,,,,,,,
Hungary,15.0,5.0,0.4,20.0,Not available,,1,,,,2,0.5
Netherlands,17.0,5.0,0.6,8.0,Not available,,,,,,,
Netherlands,22.0,5.0,15,90.0,Not available,,On,3 km,,20.0,20,7
Netherlands,22.0,5.0,8,124.0,,1,1,,No,,5,0.5
Slovenia,24.0,5.0,3,20.0,,140,12,On site,No,402.0,5,2
Netherlands,24.0,5.0,,120.0,Not available,,,,,,,
Croatia,20.0,5.0,,45.0,Available,,,,,,,
Estonia,15.0,5.0,1.2,15.0,Not available,,,0.3 km,No,72.0,25,0.2
Germany,25.0,5.0,,100.0,Not available,,,,,,4,
Norway,25.0,5.0,,30.0,,1,4.5,1 km,,,,0.1
Montenegro,15.0,5.0,,5.0,,,,,,,,
Slovakia,36.0,5.0,2,44.0,,,,,No,300.0,3,0.5
France,25.0,5.0,1.5,9.0,,,5,5 km,No,260.0,40,30
Sweden,15.0,5.0,33,8.0,Not available,,,,,,,
Germany,23.0,5.0,1.5,,,,0.2,,,,8,0.3
Finland,20.0,5.0,1,10.0,Available,,On,On site,,,,0.1
Poland,23.0,5.0,,54.0,,,On,,,,3,
North Macedonia,15.0,5.0,0.65,60.0,Available,158,On,1 km,No,695.0,14,1
Estonia,26.0,5.0,4,20.0,Not available,5,On,,No,15.0,36,0.1
Poland,25.0,5.0,2,24.0,Available,On,,0.5 km,No,10.0,5,2
Poland,20.0,5.0,2.5,0.0,,35,On,1 km,No,50.0,10,0.1
Germany,20.0,5.0,,24.0,Not available,,0.3,,No,,35,0.3
Germany,16.0,5.0,,16.0,,,,On site,No,,0.5,0.5
Italy,20.0,5.0,0.02,,,,,,,,,
Germany,15.0,5.0,1,12.0,Not available,,,On site,Yes,450.0,1,2
Slovakia,21.0,5.0,,,,,0.1,0.1 km,Yes,700.0,13,0.5
Bulgaria,26.0,5.0,,50.0,Available,270,50,5 km,No,164.0,,0.03
Croatia,42.0,5.0,9.5,12.0,Available,,,4 km,Yes,210.0,17,4
Germany,30.0,5.0,6,,,,,,,,On,On
Germany,39.0,5.0,,377.0,Not available,On,On,,No,,15,2
Turkey,12.0,5.0,3,100.0,,4,,0.1 km,No,250.0,8,0.3
Germany,24.0,5.0,"4,500",37.0,Not available,,1.6,,No,,On,1
Germany,24.0,5.0,"4,500",37.0,Not available,,1.6,,No,,On,1
Hungary,22.0,5.0,3,40.0,Available,,0.1,,No,102.0,,0.4
Portugal,16.0,5.0,0.5,14.0,,,,,,,20,2
Germany,24.0,4.9,,35.0,Not available,28,,,,,14,6
Albania,12.0,4.9,0.32,25.0,Available,0.02,,,No,,5,
Montenegro,14.0,4.9,,,Available,,8,On site,Yes,760.0,21,21
Switzerland,32.0,4.9,0.5,20.0,Not available,,6,,Yes,800.0,8,0.2
Slovakia,18.0,4.9,10,20.0,Not available,,6,6 km,,,25,1
Italy,29.0,4.9,,30.0,Not available,,,,Yes,1500.0,40,
Croatia,23.0,4.9,,,,On,,,,,,
Netherlands,39.0,4.9,56,950.0,Not available,,On,On site,No,,10,2
Austria,24.0,4.9,0.5,36.0,Not available,,4,On site,Yes,812.0,25,0.5
Italy,26.0,4.9,0.4,25.0,Not available,,0.6,On site,Yes,1500.0,25,0.1
Poland,12.0,4.9,1.5,12.0,Not available,,3,2 km,No,,18,1
Germany,12.0,4.9,2.5,100.0,,,,,No,,,On
Croatia,20.0,4.9,"2,000",20.0,Available,On,2,,,,8,30
Netherlands,22.0,4.9,2.5,25.0,Not available,,,,,,,
Denmark,36.0,4.9,3,118.0,Not available,0.7,0.1,,No,,18,On
Netherlands,31.0,4.9,,360.0,Not available,8,On,,No,,16,16
Poland,10.0,4.9,2,222.0,,,22,1 km,Yes,,0.7,0.5
Sweden,24.0,4.9,23,6.0,Not available,,2,0.5 km,Yes,620.0,80,11
Croatia,30.0,4.9,0.7,49.0,Available,0.4,,,,,0.5,0.5
Lithuania,15.0,4.9,1.5,20.0,Not available,,0.2,3 km,,50.0,7,1
Portugal,17.0,4.9,0.4,15.0,,,,3 km,Yes,,,0.9
Switzerland,30.0,4.9,2,110.0,Not available,,On,,No,435.0,15,0.5
Serbia,17.0,4.9,1.5,30.0,Available,,,1 km,No,,17,0.5
Netherlands,18.0,4.9,2,30.0,Not available,On,,,No,2.0,3,2
France,23.0,4.9,10.5,46.0,Not available,,,,,,11,8
Netherlands,34.0,4.9,5.5,151.0,Not available,1.5,0.5,0.5 km,No,-1.0,11,0.2
Portugal,11.0,4.9,3,100.0,,150,35,4 km,Yes,,4,0.8
Germany,20.0,4.9,2.2,130.0,Not available,30,,On site,No,,12,4
Switzerland,33.0,4.9,4.5,120.0,Not available,,,On site,Yes,861.0,15,1
Hungary,25.0,4.9,0.4,30.0,Not available,,0.1,,,109.0,1.5,0.2
Croatia,26.0,4.9,2.5,32.0,Available,On,,,,,7.5,7.5
Austria,11.0,4.8,,15.0,Not available,,10,0.5 km,,,17,0.8
Croatia,15.0,4.8,0.5,25.0,Available,On,,,No,,40,6
Latvia,15.0,4.8,2.1,20.0,Available,On,,,No,5.0,20,12
Germany,25.0,4.8,1.2,45.0,Not available,,,,,,,
Italy,30.0,4.8,9,6.0,Not available,250,35,2 km,,,5,3
Slovenia,26.0,4.8,3,200.0,Available,,5,0.01 km,,755.0,5,1
Slovenia,21.0,4.8,,,,,,On site,Yes,,,
Austria,23.0,4.8,,44.0,Available,,On,,No,,1,0.5
Germany,15.0,4.8,1,50.0,Available,,2.5,10 km,No,,15,1
Netherlands,23.0,4.8,0.6,20.0,Not available,,,,,,,
Switzerland,30.0,4.8,160,145.0,Not available,,1,0.5 km,Yes,560.0,1,0.5
Poland,17.0,4.8,2,200.0,,,On,,,,12,0.2
Albania,5.0,4.8,,16.0,Available,54,5,5 km,No,220.0,2,2
Serbia,20.0,4.8,0.7,25.0,Available,,,3 km,No,110.0,15,0.3
Portugal,14.0,4.8,5,30.0,Not available,,4,,,,12,0.2
Slovakia,19.0,4.8,2.5,28.0,Not available,,15,2 km,Yes,580.0,8,0.7
Austria,28.0,4.8,0.5,24.0,Available,,4,6 km,,643.0,20,5
Sweden,20.0,4.8,14,95.0,,,On,,No,,25,25
Norway,26.0,4.8,2,60.0,,10,On,On site,No,,120,On
Romania,16.0,4.8,1.1,20.0,,,,,,,,
Croatia,22.0,4.8,3,11.0,Available,10,11,10 km,No,460.0,12,1
Luxembourg,28.0,4.8,1.7,85.0,Not available,,13,On site,No,545.0,0.5,0.5
Luxembourg,28.0,4.8,1.7,85.0,Not available,,13,On site,No,545.0,0.5,0.5
Germany,18.0,4.8,,41.0,Not available,,On,,,,7,0.9
Netherlands,25.0,4.8,2,60.0,,1,1,10 km,,,10,0.3
Poland,13.0,4.8,,70.0,Not available,,,,,,,
Austria,34.0,4.8,4,28.0,Not available,,On,0.1 km,,317.0,1.7,1.7
France,30.0,4.8,2.8,150.0,,On,,,No,,0.5,0.4
Netherlands,21.0,4.8,2,30.0,Available,25,13,,No,,13,0.3
France,13.0,4.8,1,55.0,Not available,,20,0.8 km,Yes,300.0,5,0.05
France,29.0,4.8,8.7,152.0,Not available,0.6,,,,,0.6,0.3
Germany,17.0,4.8,,150.0,,,,,,,,
Germany,16.0,4.8,,150.0,,,,,,,,
Netherlands,28.0,4.8,2.2,23.0,Not available,0.3,7,,No,,10,1
Sweden,23.0,4.8,5,60.0,Not available,,,,,,,
Austria,21.0,4.8,2,87.0,,,3.5,,Yes,612.0,1.5,0.15
Germany,25.0,4.8,0.7,40.0,Not available,,,0.2 km,Yes,550.0,25,0.1
