country,price,rating,size_of_site,total_pitches,caravns,sea,lake,river,mountain,Height,next_city,transport
Italy,34.0,3.3,80,50.0,Not available,,,,,,,
Italy,33.0,3.3,"17,000",180.0,Not available,,On,On site,Yes,,20,On
Denmark,31.0,3.3,15,435.0,Available,0.2,,4 km,No,1.0,25,On
France,21.0,3.3,3,120.0,,,,On site,No,,,
Germany,25.0,3.3,10,,Not available,,On,,No,,7,1
Germany,30.0,3.3,3,20.0,Not available,70,,On site,No,4.0,4,0.3
Germany,12.0,3.3,3,150.0,,,,,No,,8,0.2
Norway,26.0,3.3,,85.0,,,,,,,,
Hungary,15.0,3.3,0.4,25.0,,,On,,No,,6,0.2
Greece,21.0,3.3,"25,000",120.0,,On,,,No,,6,0.1
Germany,22.0,3.3,,,,,,,,,,
Croatia,20.0,3.3,0.22,25.0,Available,On,,,No,,6,0.35
Portugal,21.0,3.3,,750.0,Not available,40,,0.4 km,No,,On,On
Germany,20.0,3.3,,,,,On,,No,,,
Italy,42.0,3.3,17,500.0,,On,,,No,,9,3
Italy,40.0,3.3,,350.0,,On,,,,,,
Denmark,32.0,3.3,5,260.0,Not available,On,1,,No,,25,0.1
France,17.0,3.3,,30.0,,,,,,,,
Sweden,20.0,3.3,10,150.0,,,On,7 km,No,,126,1
Switzerland,35.0,3.3,1.2,60.0,Not available,,,,Yes,,,
Luxembourg,25.0,3.3,,270.0,,,,On site,No,,,1
Estonia,30.0,3.3,,25.0,,,On,,No,,15,1
Germany,20.0,3.3,,,,,,,Yes,,,On
Croatia,14.0,3.3,1.5,30.0,Not available,On,,,,1.0,30,2
Germany,16.0,3.3,3.5,130.0,Not available,,On,,,480.0,10,10
Romania,30.0,3.3,3.3,50.0,,On,,,,,2,0.5
Slovenia,20.0,3.3,1,24.0,Not available,,,,No,,,0.5
Czech Republic,12.0,3.3,2,80.0,,,,On site,,,0.5,0.5
Italy,24.0,3.3,20,100.0,Not available,,,,Yes,,50,3.5
Italy,25.0,3.3,,19.0,,,5,,,,40,5
Italy,25.0,3.3,,50.0,,,0.4,0.05 km,,,20,0.2
Italy,23.0,3.3,,,,On,,,,,,
Italy,30.0,3.3,,250.0,,1,3,,No,,,5
Italy,36.0,3.3,16,300.0,,On,,,No,,24,On
Denmark,25.0,3.3,6,250.0,Not available,1,1,1 km,No,,10,0.1
Denmark,29.0,3.3,5,125.0,Not available,60,18,0.1 km,,,15,0.4
Denmark,25.0,3.3,,,,1,,,No,,,
Denmark,22.0,3.3,2,99.0,Not available,On,On,,No,3.0,0.5,0.05
Finland,17.0,3.3,4.8,80.0,,,On,,No,,39,5
Great Britain,27.0,3.3,,,,0.2,,,No,,,On
France,48.0,3.3,3,84.0,,0.7,,,,,,0.1
France,21.0,3.3,4.5,130.0,Not available,,,,No,300.0,,18
France,28.0,3.3,3,160.0,Not available,2,,,No,,4,0.5
France,24.0,3.3,3.2,101.0,Not available,0.5,,,,,8,8
France,21.0,3.3,,89.0,,,,,No,,25,On
France,13.0,3.3,,,Not available,,,On site,No,,,
France,27.0,3.3,1.4,75.0,,,On,On site,No,,6,0.2
France,26.0,3.3,4,196.0,Not available,0.7,,,No,,0.3,0.2
France,17.0,3.3,3.7,89.0,Not available,,,,,,1,1.5
France,17.0,3.3,4,99.0,Not available,,,On site,,400.0,20,20
France,28.0,3.3,12,270.0,,On,On,,No,,10,2
France,36.0,3.3,6,300.0,,,1,,Yes,,6,17
France,21.0,3.3,2.5,57.0,Available,,,On site,Yes,270.0,20,5
France,23.0,3.3,1,60.0,Not available,,On,,No,500.0,10,On
Netherlands,19.0,3.3,3,250.0,Not available,,,,,,,
Slovakia,11.0,3.3,3,40.0,Not available,,,On site,Yes,,2,3
Sweden,25.0,3.3,,,,80,On,,No,88.0,20,7
Sweden,20.0,3.3,10,320.0,Not available,On,,,No,,15,15
Switzerland,25.0,3.3,,145.0,,,,0.2 km,No,,15,On
Switzerland,10.0,3.3,1,35.0,,,,On site,No,,10,0.4
Switzerland,39.0,3.3,7.5,282.0,,,,,,,15,0.1
Switzerland,32.0,3.3,10,80.0,,,3,,Yes,,20,0.3
Belgium,13.0,3.3,,,,,,,,,,5
Belgium,19.0,3.3,1.9,84.0,Not available,,On,,Yes,525.0,8,0.4
Belgium,12.0,3.3,,,,,2,,No,,,1
Germany,14.0,3.3,,,Not available,,,,,,1,0.2
Luxembourg,25.0,3.3,,120.0,Not available,,,On site,Yes,,10,0.1
Norway,17.0,3.3,20,50.0,,On,,On site,No,,130,On
Norway,19.0,3.3,,100.0,,,On,On site,Yes,,11.5,7
