country,price,rating,size_of_site,total_pitches,caravns,sea,lake,river,mountain,Height,next_city,transport
Denmark,32.0,4.1,10.0,240.0,Not available,On,,,No,3.0,3,0.5
France,26.0,4.1,60.0,200.0,Not available,7,1,7 km,No,,7,
Italy,42.0,4.1,3.0,120.0,Not available,On,,,No,,5,On
Italy,20.0,4.0,8.0,200.0,Available,On,,20 km,No,,30,0.5
Germany,22.0,4.0,6.0,220.0,Not available,,,6 km,No,,10,10
Italy,39.0,4.0,8.0,350.0,,0.01,,,No,,5,7
Spain,26.0,4.0,7.0,433.0,,On,50,,No,,2,1
France,28.0,4.0,4.0,170.0,Not available,70,,On site,No,212.0,60,0.2
Germany,18.0,4.0,11.0,730.0,Not available,,On,,Yes,300.0,30,0.5
Italy,42.0,4.0,6.0,75.0,Not available,,On,,No,,,
France,20.0,4.0,4.0,105.0,Not available,,22,0.5 km,Yes,1000.0,22,2
Germany,25.0,4.0,,370.0,Not available,,On,,,,,
Denmark,33.0,4.0,3.5,190.0,Not available,On,,,No,2.0,6,2
France,38.0,4.0,5.0,250.0,Not available,1.5,,1.5 km,,,1.5,1.5
France,21.0,4.0,4.5,123.0,,On,,,No,,4,
Germany,21.0,3.9,2.5,100.0,Not available,,,On site,Yes,100.0,2,On
Italy,28.0,3.9,,168.0,Available,,On,,No,,,On
Italy,25.0,3.9,16.0,273.0,Not available,0.8,,,No,1.0,5,0.1
France,19.0,3.9,8.5,166.0,,50,,On site,No,,On,0.05
Italy,39.0,3.8,1.0,89.0,Not available,1.7,,3 km,Yes,,6,1
France,27.0,3.7,100.0,250.0,Not available,On,On,10 km,No,,12,1.5
France,20.0,3.7,12.0,537.0,Not available,,0.2,0.2 km,Yes,,3,0.5
France,22.0,3.7,4.0,110.0,,,,On site,No,,,
Italy,32.0,3.6,,92.0,,On,,,No,,130,2.5
France,45.0,3.6,7.0,369.0,,On,,,,,0.1,0.1
Italy,24.0,3.6,3.0,232.0,,0.55,,,No,,On,0.6
Italy,34.0,3.5,8.0,300.0,,0.6,,,,,3,1
Germany,24.0,3.5,24.0,350.0,Not available,,On,On site,No,,7,4
France,19.0,3.5,11.0,150.0,Not available,,35,On site,No,,12,12
France,24.0,3.5,4.0,148.0,Not available,0.4,,,No,,3,4
Switzerland,23.0,3.4,4.0,170.0,Not available,,50,0.1 km,Yes,638.0,15,0.5
Croatia,19.0,3.3,9.0,312.0,Not available,On,,,No,,11,12
France,24.0,3.2,4.0,185.0,Not available,,,,No,,7,7
France,22.0,3.1,5.0,,Not available,,,On site,No,,2,0.5
Italy,24.0,3.0,3.0,250.0,Available,On,,On site,No,,4,2
France,29.0,3.0,5.5,110.0,,18,On,,No,,1,1
France,26.0,3.0,4.0,164.0,Not available,,,,,,,
Luxembourg,20.0,3.0,5.0,130.0,Not available,,6,On site,No,450.0,10,0.8
France,28.0,3.0,1.5,119.0,Not available,,,On site,No,,,
Croatia,26.0,2.7,8.0,600.0,Available,On,,,No,,8,0.5
Italy,42.0,2.6,,,Not available,1.5,,On site,No,,,On
Germany,20.0,2.4,10.0,290.0,Not available,,On,,Yes,524.0,5,0.5
France,25.0,1.8,5.5,181.0,,2,8,2 km,No,100.0,2,2
France,32.0,,5.5,140.0,,,,,No,,7,
France,28.0,,4.2,159.0,Not available,1.8,40,7 km,No,1.0,3,3
France,19.0,,7.0,181.0,,,,,No,,15,15
France,21.0,,3.5,136.0,,,,On site,Yes,550.0,17,0.5
France,22.0,,8.0,112.0,Not available,130,On,On site,No,,15,1.5
France,26.0,,,226.0,Not available,,,,,,,
France,37.0,,2.0,115.0,Not available,,,,,,,
France,25.0,,8.0,205.0,,,On,On site,Yes,1100.0,7,0.01
France,17.0,,4.0,184.0,,,1.5,,,,,
France,20.0,,2.7,115.0,Not available,,4,On site,Yes,745.0,6,0.5
Austria,25.0,,,114.0,Not available,,12,0.2 km,No,,1,
France,22.0,,7.0,140.0,Not available,0.5,,,,,,0.9
France,21.0,,2.5,120.0,Available,On,,,,,1,
Croatia,22.0,4.4,32.0,240.0,Not available,On,20,,No,,20,1
Croatia,26.0,3.9,45.0,1807.0,Available,On,,,No,,5,5
Croatia,26.0,3.9,19.0,751.0,Available,On,,,No,,5,5
Croatia,25.0,3.9,29.0,671.0,Not available,On,,,No,,8,8
Croatia,23.0,3.7,101.0,2714.0,Available,On,,,No,,9,9
Croatia,22.0,3.2,14.0,488.0,Not available,0.4,,,No,,2,2
Slovenia,34.0,2.8,6.0,550.0,,On,,5 km,No,,3,0.5
Germany,20.0,5.0,64.0,490.0,Available,,On,,No,52.0,1.4,1.2
Italy,41.0,5.0,0.5,27.0,Not available,,1.5,,No,70.0,4,0.5
Austria,31.0,5.0,6.5,94.0,Not available,,40,3.5 km,Yes,1200.0,38,0.5
Austria,25.0,4.9,5.0,100.0,Not available,,On,,No,650.0,4,
Germany,36.0,4.9,8.2,389.0,Available,On,,,No,3.0,4.5,On
Germany,25.0,4.9,2.5,130.0,Available,,On,,,720.0,,
Austria,31.0,4.9,,150.0,Available,,On,,,205.0,,
Italy,50.0,4.9,2.3,100.0,Available,,,,Yes,920.0,60,2
Austria,34.0,4.9,2.5,165.0,Not available,,On,,Yes,505.0,9.7,0.35
Germany,29.0,4.9,6.0,235.0,Not available,,0.2,0.2 km,Yes,250.0,2,0.1
Germany,35.0,4.9,2.5,120.0,Available,,On,5 km,No,50.0,1,3.5
Netherlands,25.0,4.9,2.5,138.0,Not available,On,,,No,,12,On
Slovenia,41.0,4.9,20.0,100.0,Not available,30,5,2 km,No,529.0,1.5,0.5
Switzerland,60.0,4.9,6.5,294.0,Not available,,10,On site,Yes,800.0,0.5,0.5
Austria,26.0,4.9,3.0,60.0,Not available,,,,Yes,800.0,19,1.5
Germany,25.0,4.9,7.5,120.0,Not available,120,On,,No,56.0,15,3
Germany,36.0,4.8,12.0,653.0,Not available,On,2,,No,5.0,15,On
Italy,60.0,4.8,2.2,135.0,Not available,,,3 km,Yes,320.0,0.5,0.3
Austria,27.0,4.8,3.0,200.0,Not available,,3,,Yes,520.0,27,3
Italy,33.0,4.8,4.0,150.0,Available,,1,,Yes,950.0,20,0.1
Switzerland,34.0,4.8,6.0,330.0,Available,,3,3 km,No,478.0,20,2
Germany,32.0,4.8,5.0,240.0,,,On,,,,1.5,On
Germany,33.0,4.8,18.0,250.0,Not available,,,On site,No,33.0,12,0.5
Austria,39.0,4.8,3.0,200.0,Not available,,20,0.05 km,Yes,1162.0,30,0.3
Germany,23.0,4.8,4.0,240.0,Not available,,On,On site,No,445.0,12,0.2
Germany,29.0,4.8,7.0,424.0,Available,On,,,No,12.0,9,1.5
Austria,24.0,4.8,3.0,62.0,Not available,,,1.5 km,Yes,681.0,0.5,0.1
Germany,27.0,4.8,10.0,300.0,Not available,,0.3,1.5 km,No,68.0,1.5,1.5
Germany,34.0,4.8,13.0,500.0,Not available,,On,,Yes,360.0,8,1
Germany,25.0,4.8,7.2,277.0,Not available,,On,15 km,No,260.0,3,0.8
Austria,36.0,4.8,1.3,94.0,Not available,,25,On site,Yes,1368.0,50,0.05
Germany,23.0,4.8,21.0,435.0,,,On,,No,21.0,10,1.6
Austria,27.0,4.8,1.5,100.0,Not available,,On,,Yes,580.0,10,0.2
Germany,37.0,4.8,10.5,350.0,Not available,,On,,No,95.0,6,6
Austria,44.0,4.8,1.0,80.0,Not available,,,On site,Yes,1250.0,,0.25
Austria,25.0,4.8,1.8,116.0,Not available,,25,2.5 km,Yes,580.0,2,0.5
Italy,59.0,4.8,11.0,373.0,,,,,No,,0.1,On
Germany,25.0,4.8,15.0,76.0,Not available,,,2 km,Yes,240.0,2,0.5
Germany,22.0,4.8,2.0,70.0,Available,,,On site,No,270.0,3,0.4
Germany,23.0,4.8,2.5,99.0,Not available,,,On site,Yes,168.0,20,0.8
Germany,24.0,4.8,7.0,80.0,Available,,,On site,No,,20,7
Austria,31.0,4.8,1.8,80.0,Not available,,30,0.1 km,Yes,715.0,30,0.1
Austria,30.0,4.8,2.4,60.0,Not available,,,On site,No,245.0,6,0.2
Germany,25.0,4.8,3.0,125.0,Not available,,,,Yes,430.0,23,0.3
Austria,31.0,4.8,3.6,189.0,Not available,,On,,No,,11,0.5
Germany,35.0,4.8,2.5,100.0,Not available,,,On site,Yes,720.0,3,0.1
Germany,27.0,4.8,1.5,50.0,Not available,20,On,On site,No,39.0,13,0.8
Austria,33.0,4.8,,140.0,Available,,14,On site,Yes,1200.0,33,0.3
Croatia,21.0,4.8,0.8,50.0,Not available,On,,,,,19,0.4
Austria,35.0,4.8,1.0,100.0,Not available,,On,On site,Yes,1050.0,25,0.2
Austria,24.0,4.8,2.1,100.0,Not available,,,0.8 km,Yes,415.0,0.5,0.5
Germany,24.0,4.8,2.4,44.0,Not available,,,,,720.0,22,0.5
Austria,29.0,4.8,2.0,104.0,Not available,,5,1 km,Yes,600.0,5,0.5
Germany,25.0,4.8,7.5,90.0,Not available,,On,,No,,5,7
Switzerland,43.0,4.8,2.8,92.0,Not available,,,On site,Yes,,70,0.5
Italy,34.0,4.7,7.0,265.0,Not available,185,15,On site,Yes,1510.0,35,On
Italy,27.0,4.7,70.0,2748.0,Not available,On,,,No,,5,On
Germany,36.0,4.7,7.0,330.0,Not available,On,,,No,5.0,20,3
Germany,33.0,4.7,12.0,600.0,Not available,,On,1.5 km,No,81.0,5,0.5
Germany,28.0,4.7,17.0,450.0,Available,100,On,,No,62.0,On,0.1
Germany,25.0,4.7,14.0,570.0,Not available,On,,,No,5.0,5,On
Germany,33.0,4.7,10.0,200.0,Not available,On,,,No,5.0,6,2
Germany,23.0,4.7,17.0,460.0,Not available,On,,,No,,4.5,0.1
Germany,28.0,4.7,25.0,638.0,Not available,On,,,No,,8,0.1
Austria,34.0,4.7,12.0,350.0,Available,,On,0.3 km,Yes,560.0,30,On
Germany,26.0,4.7,8.5,342.0,Available,,7,8 km,No,23.0,7,On
Austria,36.0,4.7,15.0,430.0,Not available,,On,5 km,No,550.0,12,On
Germany,31.0,4.7,7.0,250.0,Not available,On,,,No,,10,1
Austria,30.0,4.7,12.0,580.0,Not available,,0.1,,Yes,580.0,5,1
Germany,26.0,4.7,6.0,240.0,Not available,0.1,,,No,,0.2,1.5
Germany,26.0,4.7,24.0,400.0,Not available,80,On,,No,10.0,18,5
Austria,35.0,4.7,15.0,200.0,Not available,,On,,Yes,840.0,7,On
Germany,41.0,4.7,3.5,164.0,,,On,1.5 km,No,324.0,1.5,0.1
Austria,36.0,4.7,5.8,300.0,Not available,,On,,No,495.0,10,2
Germany,25.0,4.7,5.5,100.0,Not available,,On,,No,50.0,35,2.5
Germany,27.0,4.7,3.0,150.0,Not available,,,On site,No,198.0,0.8,0.8
Germany,30.0,4.7,7.2,200.0,Available,,On,On site,No,80.0,7,0.3
Italy,40.0,4.7,3.0,150.0,Not available,,25,3 km,Yes,915.0,50,0.3
Germany,29.0,4.7,2.0,130.0,Not available,,On,10 km,No,370.0,16,2
Italy,32.0,4.7,2.0,60.0,Not available,,,,Yes,680.0,10,0.3
Germany,24.0,4.7,12.8,340.0,Available,,On,,No,,5.5,2
Germany,27.0,4.7,1.6,105.0,Not available,,,,No,600.0,2.5,2.5
Switzerland,44.0,4.7,4.5,100.0,Not available,,,On site,Yes,720.0,25,0.5
France,26.0,4.7,17.0,436.0,Not available,On,,On site,No,2.0,12,15
Germany,22.0,4.7,7.2,88.0,Not available,,On,,No,65.0,6,0.1
Austria,36.0,4.7,3.3,101.0,Available,,On,,Yes,816.0,35,0.8
Austria,35.0,4.7,10.0,100.0,Available,,On,On site,Yes,850.0,2.5,0.1
Germany,24.0,4.7,3.0,100.0,Not available,,On,,No,,16,4
Germany,22.0,4.7,8.0,275.0,Not available,,On,,No,140.0,15,0.5
Austria,31.0,4.6,17.0,350.0,Not available,,On,0.5 km,Yes,747.0,3.5,
Germany,25.0,4.6,9.0,360.0,Not available,On,,,No,10.0,3,3
Germany,22.0,4.6,14.0,450.0,Available,On,,,No,2.0,6,On
Germany,26.0,4.6,3.5,180.0,Not available,,0.3,On site,Yes,860.0,2.5,0.2
Germany,41.0,4.6,3.5,126.0,Not available,,3,0.5 km,Yes,760.0,2,0.1
Greece,27.0,4.6,3.0,71.0,Not available,On,,,No,,5,On
Germany,31.0,4.6,15.0,135.0,Not available,,On,,No,,1,1
Germany,20.0,4.6,17.0,300.0,Not available,25,On,,,,3,0.5
Germany,34.0,4.6,3.0,50.0,Not available,,On,,No,500.0,4,0.1
Austria,49.0,4.6,3.5,190.0,Available,,2,,Yes,,20,15
Italy,29.0,4.6,4.5,290.0,Available,,4,On site,Yes,,24,0.1
Germany,27.0,4.6,1.0,80.0,Not available,,0.3,1.1 km,No,302.0,2.5,0.8
Germany,31.0,4.6,2.0,120.0,Not available,,0.2,On site,Yes,213.0,9,0.2
Austria,38.0,4.6,4.0,200.0,Not available,,3,On site,Yes,,2,On
Germany,24.0,4.6,10.5,390.0,Available,On,,,No,,1.5,1
Austria,25.0,4.6,11.0,430.0,,,On,0.5 km,Yes,430.0,8,5
Germany,19.0,4.6,4.5,220.0,Not available,,On,7 km,No,380.0,7,0.2
Switzerland,45.0,4.6,1.5,133.0,Not available,,On,On site,Yes,568.0,2,0.5
Italy,30.0,4.6,0.7,46.0,Not available,,On,,Yes,60.0,,0.1
Austria,26.0,4.6,3.0,148.0,Available,,0.8,2 km,Yes,570.0,5,0.1
Germany,26.0,4.6,4.0,171.0,Not available,,,On site,No,43.0,3,5
Switzerland,51.0,4.6,3.5,153.0,Available,,,On site,No,440.0,7,0.2
Italy,30.0,4.6,8.0,300.0,Available,On,,,No,,10,On
Germany,26.0,4.6,7.0,300.0,Not available,,,On site,No,203.0,2,0.5
Germany,32.0,4.6,1.9,75.0,,,5,,,430.0,5,0.5
Austria,27.0,4.6,1.0,80.0,Not available,,0.3,0.3 km,Yes,876.0,14,0.3
Germany,25.0,4.6,9.0,260.0,Not available,On,,,No,,15,2
Germany,23.0,4.6,5.5,300.0,Available,0.5,,,,,3,0.3
Germany,35.0,4.6,4.0,150.0,Not available,,,On site,Yes,,15,0.2
Germany,30.0,4.6,2.0,130.0,Available,,2,,No,425.0,15,0.5
Germany,31.0,4.6,3.5,180.0,Not available,,10,,Yes,670.0,14,0.05
Switzerland,46.0,4.6,2.5,173.0,Not available,,On,On site,Yes,1100.0,60,0.4
Germany,20.0,4.6,7.0,250.0,Not available,35,On,,No,,1.2,0.3
Switzerland,37.0,4.6,3.5,220.0,Not available,,,,,,,
Germany,22.0,4.6,1.5,60.0,Not available,,,,Yes,400.0,6,0.3
Germany,25.0,4.6,4.7,103.0,Not available,,On,,No,194.0,20,On
Italy,36.0,4.6,2.7,170.0,,200,18,3 km,No,250.0,8,0.1
Germany,20.0,4.6,1.0,50.0,Not available,,On,On site,No,,11,On
Austria,36.0,4.6,5.0,170.0,Not available,,5,,Yes,1250.0,,0.5
Germany,26.0,4.6,0.7,35.0,Not available,,,,Yes,550.0,11,0.5
Germany,28.0,4.6,4.5,150.0,Not available,,8,,,720.0,1,1.5
Germany,24.0,4.6,2.5,90.0,Available,,On,,No,,20,3
Italy,49.0,4.6,2.0,83.0,Not available,On,,,,,20,0.5
Austria,33.0,4.6,2.0,80.0,Not available,,0.5,,Yes,940.0,,On
Germany,29.0,4.5,10.0,750.0,Not available,On,10,2 km,No,3.0,3,1
Germany,35.0,4.5,6.0,240.0,,,On,On site,No,,4,1.8
Germany,29.0,4.5,18.0,800.0,Not available,,On,On site,No,737.0,20,0.5
Germany,32.0,4.5,14.0,450.0,Available,On,,,No,,8,0.1
Germany,31.0,4.5,5.8,495.0,Not available,,20,1 km,Yes,380.0,11,0.3
Germany,35.0,4.5,18.0,360.0,Not available,35,On,,No,,8,0.7
Germany,30.0,4.5,11.0,340.0,Available,,,2 km,No,300.0,10,0.5
Germany,32.0,4.5,8.1,250.0,Not available,,On,,No,,2,0.3
Germany,21.0,4.5,19.0,800.0,Not available,On,,,No,,13,15
Germany,25.0,4.5,14.0,650.0,Not available,,21,On site,Yes,522.0,6,0.2
Germany,23.0,4.5,23.0,534.0,Not available,28,On,,No,40.0,8,1.5
Austria,35.0,4.5,4.5,240.0,Not available,,On,3 km,Yes,560.0,15,On
Germany,34.0,4.5,22.0,711.0,Not available,On,,,No,1.0,4,1
Germany,42.0,4.5,5.0,153.0,Not available,,3,,No,,19,0.8
Germany,32.0,4.5,6.0,250.0,Available,,,1 km,No,390.0,14,0.1
Germany,46.0,4.5,6.0,150.0,Available,,6,0.5 km,Yes,590.0,15,0.5
Germany,27.0,4.5,3.4,80.0,Available,,8,On site,No,54.0,15,1
Germany,30.0,4.5,3.0,100.0,Not available,,12,On site,No,55.0,On,1
Germany,31.0,4.5,9.0,173.0,Not available,,10,,No,473.0,5,0.2
Germany,41.0,4.5,6.6,242.0,Not available,,,1 km,No,,5,0.05
Germany,22.0,4.5,8.0,291.0,Available,0.5,,4 km,No,3.0,3.5,0.8
Germany,22.0,4.5,11.0,450.0,Not available,,On,0.5 km,No,,2,0.5
Germany,33.0,4.5,3.0,70.0,Not available,25,On,On site,No,1.0,0.5,0.5
Germany,17.0,4.5,12.0,290.0,Not available,,On,1.5 km,No,65.0,7,0.5
Germany,28.0,4.5,2.5,110.0,Available,,,On site,No,110.0,15,0.5
Switzerland,47.0,4.5,5.2,433.0,Not available,,On,,No,508.0,15,0.5
Germany,31.0,4.5,5.0,300.0,Not available,,On,,Yes,751.0,12,0.5
Germany,32.0,4.5,2.0,115.0,Not available,0.8,,,,4.0,4,0.5
Italy,28.0,4.5,12.0,428.0,Not available,On,,,No,,1,0.2
Germany,30.0,4.5,2.4,95.0,Not available,,,,No,313.0,4,0.3
Austria,24.0,4.5,2.5,130.0,,,1,On site,Yes,866.0,0.5,0.3
Germany,27.0,4.5,23.0,70.0,Not available,,On,,Yes,354.0,10,2
Germany,23.0,4.5,3.0,54.0,Not available,1,,,No,1.0,14,4
Austria,26.0,4.5,1.0,70.0,Not available,,0.5,1.5 km,Yes,,4,0.1
